timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,vel_scene1_f30,vel_scene1_f50,lateral_scene1_f10,lateral_scene1_f30,lateral_scene1_f50,tumble_scene1_f10,tumble_scene1_f30,tumble_scene1_f50,yaw_scene1_f10,yaw_scene1_f30,yaw_scene1_f50,pitch_rms_scene1_f10,pitch_rms_scene1_f30,pitch_rms_scene1_f50,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-17T17:23:39,0.1,8,1bb91f88,9.050329,0.0258,0.0709,-0.0263,0.089865,0.074901,0.069338,0.068977,0.062430,0.077059,92.3,156.7,99.1,33.59,33.58,34.49,0.00053514826,0.0033950034,0.0054756483,0.002670778,0.43217338,0.27469977,0.91050784,5.7524718e-05,0.51242964,5.801583,1.0860752,1.0798687,1.7436937e-10,0.93500027
2026-02-17T17:23:57,0.4,24,1d8c51ba,8.108185,0.0090,0.0140,0.0612,0.030238,0.015924,0.036525,0.000000,0.000000,0.000000,95.4,14.0,49.5,8.96,12.44,8.18,7.1721255e-05,0.0031173714,0.0025723912,0.0010943778,1.5808713,0.29863813,0.52881296,3.014697e-05,0.41609112,5.9297921,0.80222571,1.142952,2.7397324e-11,0.6694745
2026-02-17T17:24:06,0.6,32,4ca77b98,5.788361,0.0270,-0.0070,0.1226,0.007547,0.007083,0.030420,0.000000,0.000000,0.000000,15.0,4.8,42.7,4.61,4.44,5.33,0.0027793443,0.0022258729,0.0031713138,0.0021485029,2.7809856,0.89240956,0.82779819,1.3194925e-05,0.3446961,5.5573056,0.83244278,0.95253814,1.9032346e-11,0.98138995
2026-02-17T17:24:42,1.2,64,4e6ca625,4.928823,0.0008,0.0854,0.1087,0.000837,0.005932,0.033110,0.000000,0.000000,0.000000,15.3,3.5,29.2,3.99,6.67,7.35,0.00012723993,0.0053824936,0.0017951565,0.00042062355,4.7459445,0.97394613,0.71649325,2.0387198e-06,0.84569156,5.1756425,0.85099869,1.0618278,3.8920253e-10,0.9925419
2026-02-17T17:24:53,1.4,72,14643272,1.160237,0.0761,0.1274,0.1221,0.003519,0.008659,0.016227,0.000000,0.000000,0.000000,3.1,7.5,24.7,2.58,6.26,6.58,0.00017821021,0.013384963,0.0027575917,0.00015548352,5.3386668,0.81612103,0.73997695,1.9322667e-06,0.44138139,4.8810133,0.9455292,0.80547538,6.1356219e-10,0.95211323
2026-02-17T17:25:04,1.6,80,21962590,0.071249,0.0579,0.1277,0.1289,0.002117,0.001683,0.019214,0.000000,0.000000,0.000000,5.7,5.0,14.1,3.48,7.00,6.54,0.00050185458,0.0021315208,0.0031899045,0.00024733104,9.7100655,0.99821789,0.69281917,1.0564195e-06,0.37877133,5.0371544,0.80587307,0.93431729,5.3161192e-10,0.99938329
2026-02-17T17:26:18,2.8,144,b16d7478,0.022801,0.0542,0.1353,0.1380,0.000831,0.002256,0.017741,0.000000,0.000000,0.000000,5.0,3.2,12.2,3.65,8.38,8.15,0.0040665936,0.023189217,0.00018504388,2.6797616e-05,9.9997973,0.64820574,0.52590362,3.4125754e-05,0.68419954,5.5460116,0.80086026,1.0793357,6.3218522e-10,0.83316303
2026-02-17T17:27:25,3.9,200,95bdb269,0.006140,0.0491,0.1195,0.1326,0.002138,0.006879,0.006809,0.000000,0.000000,0.000000,6.0,3.3,9.9,4.02,8.69,8.93,0.021994739,0.0086277993,0.00037732295,1.8317761e-05,5.8055257,0.93112098,0.15430178,2.5502767e-05,0.87486829,5.6809,0.99048777,0.92632213,6.4157887e-10,0.9417337
2026-02-17T17:32:13,8.7,448,c6825c6c,0.005198,0.0502,0.1086,0.1360,0.002414,0.008228,0.007766,0.000000,0.000000,0.000000,5.1,2.2,11.0,3.45,8.35,7.50,0.014497673,0.085214384,0.00051644064,9.9910226e-05,4.5640398,0.74817165,0.98444258,1.2283273e-05,0.3963825,5.3744562,1.0147445,0.84925977,5.7490685e-10,0.99598376
2026-02-17T17:33:31,10.0,512,d5921778,0.004965,0.0496,0.1191,0.1371,0.006156,0.003194,0.013709,0.000000,0.000000,0.000000,2.8,7.3,12.5,3.99,7.68,8.38,0.0081468614,0.041295816,0.00047633656,3.2402598e-05,4.3026003,0.84132082,0.90560723,4.110952e-06,0.31199511,5.3552509,0.9883946,0.90056975,6.3180227e-10,0.98493127
2026-02-17T17:35:13,11.7,600,3ac79faa,0.003956,0.0501,0.1097,0.1346,0.003349,0.009278,0.012772,0.000000,0.000000,0.000000,1.0,2.6,5.4,3.79,7.92,8.48,0.010328404,0.088838983,0.00045723596,5.0186138e-05,6.5022751,0.80916325,0.75620483,3.7591882e-06,0.54428308,5.3419607,1.0056928,0.88629147,5.8744802e-10,0.9533993
2026-02-17T17:38:15,14.7,752,b5a9b751,0.001698,0.0502,0.1119,0.1443,0.002912,0.011584,0.008159,0.000000,0.000000,0.000000,6.0,10.2,3.7,3.58,8.41,8.64,0.035437909,0.1526893,0.00036264588,4.4703101e-05,9.7767655,0.80342499,0.662631,1.3405493e-06,0.5931619,5.4111477,1.054552,0.91978177,6.6148885e-10,0.93361542
