scene,freq,trial_idx,y_off_mm,fail,vel_mm_s,lat_cm,yaw_deg,yaw_pen,tumble,rank_cost
scene2,10.0,1,-5.615446850970839,FALSE,26.09,0.630,3.8,0.0000,0.0017,-0.1288
scene2,10.0,2,8.12279141571046,FALSE,8.59,0.066,34.8,0.0000,0.0730,0.0301
scene2,10.0,3,9.299121357387852,FALSE,18.80,0.358,165.8,1.3810,0.0013,1.2883
scene2,10.0,4,-10.341948381751232,FALSE,35.25,0.231,158.1,1.1872,0.1398,1.1508
scene2,10.0,5,-9.793735623519638,FALSE,9.66,1.489,98.8,0.1863,0.1369,0.2749
scene2,10.0,6,-1.9070726552272173,FALSE,41.12,0.298,82.3,0.0612,0.0927,-0.0517
scene2,10.0,7,9.962383069250524,FALSE,19.64,1.089,19.5,0.0000,0.0701,-0.0281
scene2,10.0,8,-2.759358359004033,FALSE,74.56,0.183,19.0,0.0000,0.0045,-0.3683
scene2,10.0,9,-1.839847372401055,FALSE,30.46,1.172,95.0,0.1511,0.1287,0.1275
scene2,10.0,10,3.3092473285595108,FALSE,18.15,0.203,106.9,0.2710,0.0184,0.1987
scene2,10.0,11,-2.132586193512793,FALSE,45.98,0.787,165.0,1.3601,0.0423,1.1725
scene2,10.0,12,-8.53881133890992,FALSE,21.81,0.095,3.5,0.0000,0.0036,-0.1054
scene2,10.0,13,-9.527539790161308,FALSE,15.36,0.661,5.8,0.0000,0.0480,-0.0288
scene2,10.0,14,-7.997527030766463,FALSE,50.23,0.763,8.0,0.0000,0.0799,-0.1712
scene2,10.0,15,0.43036884155951,FALSE,6.42,0.184,18.2,0.0000,0.1433,0.1112
scene2,10.0,16,-3.1369079058062543,FALSE,12.23,1.415,74.2,0.0251,0.1369,0.1008
scene2,10.0,17,9.442545398086175,FALSE,45.32,0.449,177.5,1.7033,0.1294,1.6061
scene2,10.0,18,-10.399865574775403,FALSE,29.71,0.247,6.0,0.0000,0.0149,-0.1337
scene2,10.0,19,-9.056430722761714,FALSE,4.14,0.677,156.9,1.1581,0.0927,1.2301
scene2,30.0,0,-1.2621757127247395,FALSE,24.77,0.406,176.4,1.6729,0.0993,1.6484
scene2,30.0,1,8.90681591190776,FALSE,9.36,0.790,123.1,0.4910,0.1486,0.5928
scene2,30.0,2,-3.931416972163044,FALSE,18.54,0.209,144.0,0.8707,0.0723,0.8503
scene2,30.0,3,3.874387387819844,FALSE,32.72,0.722,21.3,0.0000,0.0647,-0.0989
scene2,30.0,4,-6.105198884067705,FALSE,-5.51,0.214,174.8,1.6263,0.0465,1.7003
scene2,30.0,5,2.345603593205691,FALSE,1.95,0.464,105.2,0.2521,0.0850,0.3274
scene2,30.0,6,0.35304796878380884,FALSE,16.32,0.110,171.0,1.5203,0.0174,1.4561
scene2,30.0,7,6.391202349757787,FALSE,101.21,0.692,88.3,0.0990,0.1512,-0.2559
scene2,30.0,8,-6.810941159659761,FALSE,9.29,0.118,44.8,0.0000,0.1143,0.0679
scene2,30.0,9,-8.318176517366087,FALSE,47.47,0.893,178.6,1.7370,0.1456,1.6452
scene2,30.0,10,4.640223806342169,FALSE,-6.59,0.875,45.7,0.0000,0.1649,0.1979
scene2,30.0,11,-8.267261203989486,FALSE,20.82,1.268,96.5,0.1642,0.0607,0.1208
scene2,30.0,12,6.244010120522968,FALSE,25.88,0.173,71.1,0.0152,0.0536,-0.0607
scene2,30.0,13,-0.32211782209966117,FALSE,27.89,0.677,17.9,0.0000,0.0898,-0.0496
scene2,30.0,14,10.058000848423276,FALSE,-1.88,0.659,43.4,0.0000,0.0762,0.0855
scene2,30.0,15,-5.471984411278021,FALSE,37.23,0.578,63.0,0.0011,0.1153,-0.0697
scene2,30.0,16,-10.118404061464163,FALSE,36.47,1.691,176.2,1.6662,0.0696,1.5534
scene2,30.0,17,5.581427733653891,FALSE,59.91,0.153,154.6,1.1045,0.1299,0.9349
scene2,30.0,18,-3.468212835980188,FALSE,32.62,0.969,154.1,1.0930,0.0321,0.9619
scene2,30.0,19,-0.8169731710414487,FALSE,6.46,0.992,93.0,0.1343,0.1818,0.2838
scene2,50.0,0,-7.130485432405649,FALSE,-3.98,0.992,80.1,0.0498,0.0967,0.1663
scene2,50.0,1,4.426746318060174,FALSE,-8.59,0.077,90.7,0.1163,0.1235,0.2828
scene2,50.0,2,-6.493100377820527,FALSE,49.31,0.948,159.1,1.2134,0.1244,1.0912
scene2,50.0,3,5.375181104670015,FALSE,24.61,1.073,14.6,0.0000,0.1192,-0.0039
scene2,50.0,4,-9.704218773293675,FALSE,7.69,1.363,161.2,1.2641,0.0281,1.2537
scene2,50.0,5,-7.129851742056815,FALSE,6.26,0.266,71.6,0.0166,0.1223,0.1076
scene2,50.0,6,0.6167241998598811,FALSE,39.31,0.351,120.9,0.4585,0.1025,0.3644
scene2,50.0,7,-7.031863311718734,FALSE,15.02,1.544,76.0,0.0316,0.1005,0.0570
scene2,50.0,8,7.047003803279797,FALSE,25.93,0.097,82.6,0.0631,0.0768,0.0103
scene2,50.0,9,5.924353981362363,FALSE,-8.07,1.277,32.7,0.0000,0.0874,0.1277
scene2,50.0,10,2.783619311141669,FALSE,18.35,0.690,164.4,1.3453,0.1729,1.4265
scene2,50.0,11,5.0847768037643455,FALSE,18.30,0.460,47.8,0.0000,0.1070,0.0155
scene2,50.0,12,3.478832745335867,FALSE,37.17,0.164,72.6,0.0197,0.0382,-0.1280
scene2,50.0,13,1.802965265320226,FALSE,8.68,1.252,149.7,0.9934,0.0429,0.9928
scene2,50.0,14,2.9675131166825954,FALSE,17.81,1.210,143.0,0.8509,0.0521,0.8140
scene2,50.0,15,-8.62642962375691,FALSE,19.41,1.345,160.8,1.2553,0.0375,1.1957
scene2,50.0,16,-1.061617632682782,FALSE,41.78,0.692,43.1,0.0000,0.0741,-0.1349
scene2,50.0,17,9.706730947825235,FALSE,19.64,0.340,133.7,0.6704,0.0979,0.6700
scene2,50.0,18,-3.924370576246122,FALSE,0.18,1.164,85.4,0.0795,0.1314,0.2101
scene2,50.0,19,-1.9911933957719852,FALSE,14.32,0.085,34.7,0.0000,0.0227,-0.0488
scene4,10.0,0,3.0438104246400983,FALSE,10.26,1.052,171.5,1.5339,0.0000,1.4826
scene4,10.0,1,9.565043367816738,FALSE,59.03,0.027,3.0,0.0000,0.0022,-0.2930
scene4,10.0,2,-9.855761486977475,FALSE,39.12,0.563,128.7,0.5824,0.0000,0.3868
scene4,10.0,3,-5.213547856147008,FALSE,36.67,0.333,177.4,1.7017,0.1270,1.6453
scene4,10.0,4,4.870153262853123,FALSE,71.89,1.287,2.9,0.0000,0.0054,-0.3541
scene4,10.0,5,-0.7039529868720779,FALSE,6.94,1.106,52.0,0.0000,0.0585,0.0238
scene4,10.0,6,-10.985254856601877,FALSE,39.17,1.774,13.6,0.0000,0.0000,-0.1959
scene4,10.0,7,-4.590846921869062,FALSE,51.07,0.093,169.0,1.4663,0.0097,1.2206
scene4,10.0,8,-0.49334358912721255,FALSE,31.16,0.697,56.5,0.0000,0.0260,-0.1298
scene4,10.0,9,-6.252802723281179,FALSE,2.85,1.276,28.1,0.0000,0.1247,0.1105
scene4,10.0,10,-5.614545853720571,FALSE,5.80,0.076,148.1,0.9588,0.0000,0.9298
scene4,10.0,11,9.28362371300007,FALSE,41.44,0.157,6.9,0.0000,0.0000,-0.2072
scene4,10.0,12,7.65656672027204,FALSE,26.30,0.122,110.6,0.3158,0.0243,0.2086
scene4,10.0,13,5.101609642634324,FALSE,22.03,0.854,9.7,0.0000,0.1544,0.0442
scene4,10.0,14,-10.591270409204421,FALSE,-2.72,1.005,164.0,1.3359,0.0000,1.3495
scene4,10.0,15,-5.333592699251928,FALSE,5.77,0.033,135.3,0.7005,0.0000,0.6717
scene4,10.0,16,-10.2731397888555,FALSE,40.75,1.460,29.0,0.0000,0.0000,-0.2037
scene4,10.0,17,-2.8906026822499586,FALSE,35.91,0.263,140.6,0.8013,0.0738,0.6955
scene4,10.0,18,-1.7221941054277237,FALSE,-2.82,0.352,141.1,0.8114,0.0011,0.8266
scene4,10.0,19,-8.317724337139962,FALSE,15.95,1.119,178.7,1.7405,0.1584,1.8192
scene4,30.0,0,-8.421737582470467,FALSE,211.17,3.868,3.0,0.0000,0.0000,-1.0559
scene4,30.0,1,-1.3907035605860048,FALSE,210.39,1.749,161.3,1.2667,0.1420,0.3567
scene4,30.0,2,3.366592045709953,FALSE,176.82,0.612,13.9,0.0000,0.0000,-0.8841
scene4,30.0,3,1.1538669156419719,FALSE,26.55,0.808,139.3,0.7772,0.1199,0.7643
scene4,30.0,4,-6.709326538133178,FALSE,191.22,0.015,2.4,0.0000,0.0000,-0.9561
scene4,30.0,5,-1.6982289587122117,FALSE,136.64,1.958,32.4,0.0000,0.0356,-0.6477
scene4,30.0,6,-5.815920427742899,FALSE,194.51,0.798,175.5,1.6469,0.1607,0.8351
scene4,30.0,7,8.632377472277117,FALSE,133.17,2.229,10.3,0.0000,0.0727,-0.5932
scene4,30.0,8,6.17267077275346,FALSE,-1.00,1.104,44.9,0.0000,0.1567,0.1617
scene4,30.0,9,-7.899092743446771,FALSE,180.64,0.275,3.7,0.0000,0.0000,-0.9032
scene4,30.0,10,-7.909969801641478,FALSE,184.39,0.587,176.7,1.6817,0.1197,0.8795
scene4,30.0,11,-9.627664496455235,FALSE,16.48,1.427,18.1,0.0000,0.0784,-0.0040
scene4,30.0,12,2.660127751293496,FALSE,27.01,0.920,159.6,1.2257,0.0692,1.1599
scene4,30.0,13,11.192188668002016,FALSE,52.40,0.250,2.3,0.0000,0.1718,-0.0901
