,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
0E+00,1.323182E-01,2.485486E-03,,,1.392776E-01,2.575867E-03,,,-1.639092E+02,,7.440592E-01
5E-04,1.3228E-01,2.465719E-03,-2.982071E-02,-6.316968E-03,1.392304E-01,2.609041E-03,-3.11857E-02,4.152507E-02,-1.646144E+02,-6.456856E+02,1.18131E+00
1E-03,1.322884E-01,2.479169E-03,0E+00,-2.055033E-14,1.392464E-01,2.617392E-03,-1.66442E-03,7.971756E-04,-1.645549E+02,-5.66147E+01,1.138054E+00
1.5E-03,1.322828E-01,2.464919E-03,-6.005708E-03,-7.818649E-03,1.392288E-01,2.609838E-03,-1.127794E-02,-4.975196E-03,-1.64671E+02,1.867956E+01,1.195245E+00
2E-03,1.322824E-01,2.47135E-03,4.397548E-03,-4.207211E-03,1.392351E-01,2.612417E-03,1.555684E-02,-8.045223E-03,-1.645362E+02,1.147472E+02,1.162339E+00
2.5E-03,1.322872E-01,2.460711E-03,-2.97714E-03,6.987058E-03,1.392443E-01,2.601793E-03,4.210768E-03,3.219371E-03,-1.645562E+02,6.454437E+00,1.161733E+00
3E-03,1.322794E-01,2.478337E-03,0E+00,0E+00,1.392393E-01,2.615636E-03,-8.12093E-03,-3.863712E-03,-1.645297E+02,-6.889085E+01,1.130135E+00
3.5E-03,1.322846E-01,2.464067E-03,0E+00,0E+00,1.392362E-01,2.597929E-03,-2.730203E-03,-5.776484E-03,-1.646251E+02,6.976547E+01,1.10317E+00
4E-03,1.322789E-01,2.475508E-03,-4.769457E-03,7.274836E-03,1.392366E-01,2.60986E-03,-1.672465E-03,1.205316E-02,-1.6446E+02,1.620041E+02,1.106225E+00
4.5E-03,1.322798E-01,2.471342E-03,3.701343E-04,1.043642E-02,1.392345E-01,2.609982E-03,1.271832E-03,3.320728E-04,-1.644631E+02,5.661259E+01,1.14203E+00
5E-03,1.322792E-01,2.485944E-03,5.563655E-03,1.547375E-03,1.392379E-01,2.610192E-03,9.359957E-03,-8.135589E-03,-1.644034E+02,-2.134632E+01,1.022914E+00
5.5E-03,1.322854E-01,2.472889E-03,3.920511E-03,-9.670072E-03,1.392439E-01,2.601847E-03,-7.123377E-04,1.645647E-03,-1.644845E+02,-5.044403E+02,1.061708E+00
6E-03,1.322831E-01,2.476274E-03,-7.831427E-03,3.801739E-03,1.392372E-01,2.611838E-03,-8.482832E-03,1.514212E-03,-1.649078E+02,-4.765687E+02,1.116795E+00
6.5E-03,1.322776E-01,2.476691E-03,-1.586111E-02,-1.9291E-03,1.392354E-01,2.603361E-03,-1.505121E-02,-1.356182E-02,-1.64961E+02,-8.944088E+01,1.042976E+00
7E-03,1.322673E-01,2.474345E-03,-4.110066E-14,0E+00,1.392221E-01,2.598276E-03,-2.054168E-02,-2.158311E-03,-1.649972E+02,8.124142E+01,1.020865E+00
7.5E-03,1.322783E-01,2.479034E-03,5.357293E-03,8.550293E-03,1.392149E-01,2.601203E-03,-1.728107E-02,5.618116E-03,-1.648798E+02,1.262841E+03,1.009009E+00
8E-03,1.322726E-01,2.482896E-03,-5.012882E-03,5.508434E-03,1.392048E-01,2.603894E-03,-2.26258E-02,2.5683E-03,-1.637344E+02,3.772622E+03,9.999709E-01
8.5E-03,1.322733E-01,2.484543E-03,0E+00,0E+00,1.391922E-01,2.603771E-03,-2.004475E-02,-4.603553E-03,-1.611072E+02,2.101264E+03,9.872368E-01
9E-03,1.322741E-01,2.484389E-03,0E+00,0E+00,1.391861E-01,2.598671E-03,-9.55101E-03,2.327276E-03,-1.616331E+02,-1.137015E+02,9.472368E-01
9.5E-03,1.322761E-01,2.484591E-03,-4.579748E-03,-7.51945E-03,1.391827E-01,2.606098E-03,-1.312618E-02,-1.12659E-02,-1.612209E+02,6.39046E+02,1.007898E+00
