,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
0E+00,1.338193E-01,2.434781E-03,,,1.402808E-01,2.341135E-03,,,1.303645E+02,,-8.303155E-01
1E-03,1.338296E-01,2.504119E-03,2.316821E-03,3.36977E-02,1.402991E-01,2.393363E-03,1.099868E-02,2.505659E-02,1.317156E+02,6.12099E+02,-9.807913E-01
2E-03,1.338239E-01,2.502176E-03,0E+00,0E+00,1.403028E-01,2.391248E-03,3.336735E-03,1.296857E-03,1.315887E+02,-6.690265E+01,-9.808867E-01
3E-03,1.338308E-01,2.502361E-03,0E+00,0E+00,1.403058E-01,2.395957E-03,2.957817E-03,3.348862E-04,1.315818E+02,-3.857225E+01,-9.414584E-01
4E-03,1.338267E-01,2.49929E-03,-1.058058E-03,3.344799E-03,1.403087E-01,2.391918E-03,-8.456588E-04,-1.609356E-03,1.315116E+02,5.877091E+01,-9.4899E-01
5E-03,1.338286E-01,2.509051E-03,2.020352E-03,1.491341E-03,1.403041E-01,2.392738E-03,-2.016753E-03,-1.269271E-03,1.316994E+02,8.670612E+01,-1.029041E+00
6E-03,1.338307E-01,2.502273E-03,-2.63422E-03,-2.727082E-03,1.403047E-01,2.38938E-03,-9.537312E-04,3.715505E-03,1.31685E+02,-7.615549E+01,-9.990229E-01
7E-03,1.338234E-01,2.503596E-03,-1.154694E-03,-3.627262E-03,1.403022E-01,2.400169E-03,2.100574E-03,-8.876378E-04,1.31547E+02,-8.406804E+01,-9.145893E-01
8E-03,1.338284E-01,2.495018E-03,0E+00,0E+00,1.403089E-01,2.387604E-03,-1.948836E-03,-1.946146E-03,1.315169E+02,4.492627E+01,-9.495899E-01
9E-03,1.338234E-01,2.502376E-03,0E+00,0E+00,1.402983E-01,2.396277E-03,-3.776697E-03,-2.354176E-03,1.316369E+02,1.16332E+02,-9.38785E-01
1E-02,1.338283E-01,2.495843E-03,2.294967E-03,-4.835953E-03,1.403014E-01,2.382896E-03,2.752855E-03,-6.330545E-03,1.317495E+02,-1.574684E+01,-9.996498E-01
1.1E-02,1.33828E-01,2.492704E-03,2.741363E-03,1.114671E-04,1.403038E-01,2.383615E-03,4.651083E-03,2.616633E-03,1.316054E+02,-4.682665E+01,-9.650923E-01
1.2E-02,1.338338E-01,2.496066E-03,-9.183756E-05,1.114704E-03,1.403107E-01,2.388129E-03,4.986782E-04,-2.177419E-03,1.316559E+02,1.815785E+01,-9.547506E-01
1.3E-02,1.338287E-01,2.495516E-03,2.253716E-04,7.096947E-03,1.403057E-01,2.379843E-03,-5.541638E-03,4.816185E-03,1.316417E+02,9.137917E+01,-1.023143E+00
