,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
0E+00,1.328665E-01,2.297695E-03,,,1.39325E-01,2.24186E-03,,,-1.686689E+02,,-4.953168E-01
1E-03,1.32809E-01,2.327909E-03,-4.549254E-02,2.746671E-02,1.392479E-01,2.323761E-03,-4.057092E-02,3.880598E-02,-1.680968E+02,-7.313704E+03,-3.691534E-02
2E-03,1.327755E-01,2.352628E-03,-1.734273E-02,-5.756758E-04,1.392439E-01,2.319472E-03,6.094657E-05,-2.350102E-03,-1.832964E+02,-6.538334E+03,-2.936894E-01
3E-03,1.327743E-01,2.326758E-03,-2.590457E-02,3.143664E-03,1.392481E-01,2.31906E-03,-2.987376E-03,4.224806E-03,-1.811734E+02,3.177425E+02,-6.812602E-02
4E-03,1.327237E-01,2.358916E-03,-5.084409E-02,2.305759E-02,1.392379E-01,2.327922E-03,9.935624E-04,4.642402E-04,-1.826609E+02,-2.79266E+03,-2.72605E-01
5E-03,1.326726E-01,2.372873E-03,-2.675976E-02,2.489661E-02,1.3925E-01,2.319989E-03,1.849082E-02,-5.327646E-03,-1.867588E+02,-6.022296E+03,-4.606643E-01
6E-03,1.326702E-01,2.408709E-03,-2.153786E-02,4.18014E-02,1.392749E-01,2.317266E-03,2.486586E-03,4.483785E-03,-1.947055E+02,-5.881275E+03,-7.932128E-01
7E-03,1.326296E-01,2.456476E-03,-4.348446E-02,2.382299E-02,1.39255E-01,2.328956E-03,-3.012831E-02,1.117339E-02,-1.985213E+02,-4.387172E+03,-1.102631E+00
8E-03,1.325832E-01,2.456355E-03,-2.985612E-02,2.323142E-02,1.392146E-01,2.339613E-03,-3.866084E-02,-7.205173E-03,-2.034798E+02,-7.812053E+03,-1.008551E+00
9E-03,1.325699E-01,2.502939E-03,-2.76345E-02,2.291116E-02,1.391777E-01,2.314546E-03,1.485435E-02,1.280576E-03,-2.141454E+02,-1.00879E+04,-1.633088E+00
1E-02,1.32528E-01,2.502177E-03,-6.284095E-02,4.5345E-03,1.392443E-01,2.342174E-03,2.963427E-02,6.841278E-03,-2.236556E+02,-1.315816E+04,-1.364686E+00
1.1E-02,1.324442E-01,2.512008E-03,-3.594845E-02,1.367183E-02,1.39237E-01,2.328229E-03,-1.107663E-02,-1.043911E-02,-2.404617E+02,-1.193263E+04,-1.549761E+00
1.2E-02,1.324561E-01,2.529521E-03,2.049893E-02,-1.125015E-03,1.392222E-01,2.321296E-03,-7.482379E-02,-2.361209E-03,-2.475209E+02,-9.881004E+03,-1.762697E+00
1.3E-02,1.324852E-01,2.509758E-03,-1.090077E-04,-2.58015E-02,1.390873E-01,2.323506E-03,-6.748078E-02,-1.496478E-03,-2.602238E+02,-1.278518E+04,-1.615929E+00
1.4E-02,1.324559E-01,2.477918E-03,2.650935E-03,-6.380504E-03,1.390872E-01,2.318303E-03,3.587913E-02,-2.070767E-02,-2.730912E+02,-8.824443E+03,-1.378819E+00
1.5E-02,1.324905E-01,2.496997E-03,4.241931E-02,-8.579778E-03,1.391591E-01,2.282091E-03,6.468829E-02,-5.41022E-02,-2.778726E+02,-4.60678E+03,-1.845806E+00
1.6E-02,1.325407E-01,2.460758E-03,2.999122E-02,-1.412727E-02,1.392166E-01,2.210099E-03,-6.974323E-03,-2.71037E-02,-2.823048E+02,-3.815982E+03,-2.150264E+00
