,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
0E+00,1.260149E-01,1.421759E-03,,,1.327543E-01,1.870153E-03,,,-1.666772E+01,,3.806475E+00
1E-03,1.260192E-01,1.411152E-03,1.005211E-03,-1.918067E-03,1.328294E-01,1.943393E-03,2.974567E-02,3.92966E-02,-1.655622E+01,6.64675E+01,4.468766E+00
2E-03,1.260169E-01,1.417923E-03,1.833274E-03,3.82609E-03,1.328138E-01,1.948747E-03,1.606579E-03,-1.21973E-03,-1.653478E+01,1.053401E+01,4.465639E+00
3E-03,1.260229E-01,1.418804E-03,-2.015423E-03,1.909931E-03,1.328294E-01,1.945099E-03,-1.236061E-02,2.685929E-03,-1.653515E+01,6.654983E+01,4.421417E+00
4E-03,1.260129E-01,1.421743E-03,1.346098E-02,7.970645E-03,1.327891E-01,1.954119E-03,-6.51641E-02,4.109917E-02,-1.640168E+01,2.080729E+01,4.492262E+00
5E-03,1.260498E-01,1.434745E-03,-2.487064E-02,1.741111E-02,1.326991E-01,2.027298E-03,-4.629647E-02,8.615837E-02,-1.649354E+01,7.536681E+02,5.092457E+00
6E-03,1.259632E-01,1.456565E-03,-6.22162E-02,2.556211E-02,1.326965E-01,2.126435E-03,-1.416354E-02,6.849963E-02,-1.489435E+01,3.961762E+03,5.681423E+00
7E-03,1.259254E-01,1.485869E-03,-1.88031E-02,2.405597E-02,1.326708E-01,2.164297E-03,2.280865E-02,8.565773E-02,-8.570013E+00,4.807359E+03,5.743274E+00
8E-03,1.259256E-01,1.504677E-03,1.489522E-02,4.380366E-02,1.327421E-01,2.297751E-03,2.515404E-02,7.742388E-02,-5.279629E+00,3.523265E+03,6.636263E+00
9E-03,1.259552E-01,1.573477E-03,-2.956047E-02,7.454354E-02,1.327211E-01,2.319145E-03,-3.288453E-02,8.366563E-02,-1.523483E+00,4.426448E+03,6.289143E+00
1E-02,1.258664E-01,1.653764E-03,-2.645276E-02,1.054292E-01,1.326763E-01,2.465082E-03,-5.865744E-03,1.409704E-01,3.573266E+00,5.483731E+03,6.794083E+00
1.1E-02,1.259022E-01,1.784335E-03,1.072977E-02,8.535241E-02,1.327094E-01,2.601085E-03,1.026751E-02,9.931357E-02,9.44398E+00,6.035683E+03,6.841926E+00
1.2E-02,1.258879E-01,1.824469E-03,-1.594452E-02,8.26792E-02,1.326969E-01,2.663709E-03,-5.826865E-02,1.201593E-01,1.564463E+01,4.956177E+03,7.026553E+00
1.3E-02,1.258704E-01,1.949693E-03,-1.979353E-02,1.259542E-01,1.325928E-01,2.841404E-03,-9.136789E-02,1.564256E-01,1.935633E+01,4.448718E+03,7.555977E+00
1.4E-02,1.258483E-01,2.076377E-03,-5.823665E-02,1.375629E-01,1.325141E-01,2.97656E-03,-5.6663E-02,8.165999E-02,2.454207E+01,5.182177E+03,7.690952E+00
1.5E-02,1.257539E-01,2.224819E-03,-7.861869E-02,1.316265E-01,1.324795E-01,3.004724E-03,-8.597228E-02,4.273283E-02,2.972069E+01,5.919938E+03,6.614508E+00
1.6E-02,1.256911E-01,2.33963E-03,-5.456564E-02,1.391782E-01,1.323422E-01,3.062026E-03,-7.555017E-02,6.24813E-02,3.638194E+01,7.916882E+03,6.198749E+00
1.7E-02,1.256448E-01,2.503176E-03,-4.283685E-02,1.641118E-01,1.323284E-01,3.129687E-03,-6.968518E-02,3.276609E-02,4.555445E+01,9.509147E+03,5.355147E+00
1.8E-02,1.256054E-01,2.667854E-03,-5.133413E-02,1.61339E-01,1.322028E-01,3.127558E-03,-9.166488E-02,6.462354E-03,5.540024E+01,1.325995E+04,3.985893E+00
1.9E-02,1.255421E-01,2.825854E-03,-1.871138E-02,1.685412E-01,1.321451E-01,3.142611E-03,-2.447502E-02,9.499782E-03,7.207435E+01,1.702248E+04,2.746487E+00
2E-02,1.25568E-01,3.004936E-03,1.620067E-02,1.752565E-01,1.321539E-01,3.146558E-03,-1.11932E-02,9.236931E-03,8.944521E+01,1.983619E+04,1.231885E+00
