,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
0E+00,1.338795E-01,2.739602E-03,,,1.405073E-01,2.535142E-03,,,6.677602E+01,,-1.766954E+00
1E-03,1.338351E-01,2.741417E-03,-2.136018E-02,8.739801E-03,1.405066E-01,2.528506E-03,3.007127E-02,4.010512E-02,6.615288E+01,-4.186497E+02,-1.827881E+00
2E-03,1.338368E-01,2.757082E-03,-1.139736E-03,1.413645E-02,1.405674E-01,2.615352E-03,2.329422E-02,4.614576E-02,6.593872E+01,1.219629E+01,-1.206317E+00
3E-03,1.338328E-01,2.76969E-03,3.066965E-03,5.962537E-03,1.405532E-01,2.620797E-03,-2.380575E-03,1.882122E-03,6.617727E+01,1.4798E+02,-1.269198E+00
4E-03,1.338429E-01,2.769007E-03,1.771115E-03,-8.270773E-03,1.405627E-01,2.619117E-03,-1.093932E-03,-1.153434E-03,6.623468E+01,1.022439E+02,-1.277823E+00
5E-03,1.338363E-01,2.753148E-03,5.252976E-04,-1.021492E-02,1.40551E-01,2.618491E-03,3.848548E-03,1.242825E-03,6.638176E+01,4.274755E+01,-1.148871E+00
6E-03,1.33844E-01,2.748577E-03,-2.676412E-03,4.719549E-03,1.405704E-01,2.621602E-03,7.106843E-03,2.54604E-03,6.632018E+01,-9.762827E+01,-1.081448E+00
7E-03,1.33831E-01,2.762588E-03,-1.895773E-03,8.546475E-03,1.405652E-01,2.623583E-03,-4.0321E-03,-3.805547E-04,6.618651E+01,-3.794047E+01,-1.182504E+00
8E-03,1.338402E-01,2.76567E-03,2.609276E-03,2.044408E-03,1.405623E-01,2.620841E-03,-3.156003E-03,6.792169E-04,6.624429E+01,-1.081629E+02,-1.234252E+00
9E-03,1.338362E-01,2.766676E-03,-5.781216E-03,-5.211586E-03,1.405589E-01,2.624941E-03,-6.866566E-03,5.441984E-04,6.597018E+01,5.096608E+01,-1.207791E+00
1E-02,1.338286E-01,2.755247E-03,-5.616531E-04,-5.639274E-03,1.405486E-01,2.62193E-03,-2.961409E-03,3.53743E-04,6.634623E+01,7.376738E+01,-1.136542E+00
1.1E-02,1.338351E-01,2.755398E-03,3.367662E-03,6.202641E-03,1.405529E-01,2.622558E-03,4.45197E-03,3.598811E-05,6.611772E+01,-2.781942E+02,-1.132836E+00
1.2E-02,1.338354E-01,2.767652E-03,-4.777666E-03,5.009667E-03,1.405575E-01,2.622002E-03,-2.213313E-03,-2.130418E-05,6.578984E+01,-2.432256E+02,-1.241253E+00
1.3E-02,1.338255E-01,2.765417E-03,-9.94659E-03,-2.860638E-03,1.405484E-01,2.622515E-03,-3.613081E-03,2.901583E-04,6.563126E+01,-1.824598E+02,-1.217689E+00
1.4E-02,1.338155E-01,2.761931E-03,-9.332878E-03,7.454633E-03,1.405503E-01,2.622582E-03,8.292704E-04,-3.291137E-04,6.542492E+01,-1.113997E+02,-1.185333E+00
1.5E-02,1.338068E-01,2.780326E-03,-8.055357E-03,2.021592E-02,1.405501E-01,2.620034E-03,6.981196E-04,3.106826E-04,6.540846E+01,-1.299182E+02,-1.36171E+00
1.6E-02,1.337994E-01,2.802362E-03,-1.04924E-02,1.922785E-02,1.405511E-01,2.621669E-03,-6.031691E-03,9.58262E-04,6.516508E+01,7.73266E+03,-1.533019E+00
1.7E-02,1.337859E-01,2.818782E-03,-7.519878E-03,-1.673406E-02,1.40538E-01,2.62195E-03,-1.760133E-03,-5.870245E-03,8.087378E+01,1.026319E+04,-1.669748E+00
1.8E-02,1.337843E-01,2.768894E-03,-1.010975E-02,-7.446184E-03,1.405476E-01,2.609928E-03,9.28951E-04,-2.879527E-03,8.569146E+01,5.034934E+03,-1.346456E+00
1.9E-02,1.337656E-01,2.80389E-03,-2.791963E-02,2.59954E-02,1.405399E-01,2.616191E-03,-9.964081E-03,3.932623E-03,9.094365E+01,4.895004E+03,-1.587123E+00
2E-02,1.337285E-01,2.820885E-03,-3.137918E-02,4.728291E-03,1.405276E-01,2.617794E-03,-1.396727E-02,2.035776E-03,9.548146E+01,2.805793E+03,-1.710924E+00
2.1E-02,1.337029E-01,2.813346E-03,-3.059813E-02,-3.584547E-03,1.40512E-01,2.620263E-03,-2.149485E-02,3.347389E-03,9.655524E+01,2.07931E+03,-1.624288E+00
2.2E-02,1.336673E-01,2.813716E-03,-2.521934E-02,3.528449E-03,1.404846E-01,2.624488E-03,-1.975543E-02,-1.068879E-03,9.964008E+01,2.810234E+03,-1.589937E+00
2.3E-02,1.336524E-01,2.820403E-03,-1.824031E-02,7.04851E-03,1.404724E-01,2.618125E-03,-1.594043E-02,8.244787E-04,1.021757E+02,6.762771E+03,-1.698867E+00
2.4E-02,1.336308E-01,2.827813E-03,-1.150705E-02,-6.631469E-03,1.404528E-01,2.626137E-03,3.271626E-02,1.820477E-03,1.131656E+02,6.968606E+03,-1.693327E+00
2.5E-02,1.336294E-01,2.80714E-03,-3.980588E-03,-3.191028E-02,1.405379E-01,2.621766E-03,4.9386E-02,-3.574071E-03,1.161129E+02,4.524819E+03,-1.537047E+00
2.6E-02,1.336229E-01,2.763992E-03,-8.716675E-03,-1.125757E-02,1.405515E-01,2.618989E-03,-2.893096E-02,3.591863E-03,1.222153E+02,6.380904E+03,-1.198909E+00
2.7E-02,1.33612E-01,2.784625E-03,-1.358388E-02,2.527825E-02,1.4048E-01,2.62895E-03,-4.820998E-02,8.086084E-03,1.288747E+02,6.051667E+03,-1.298484E+00
2.8E-02,1.335957E-01,2.814549E-03,-7.148182E-02,1.618939E-02,1.404551E-01,2.635161E-03,2.893415E-02,-5.367591E-03,1.343186E+02,3.167395E+03,-1.498055E+00
2.9E-02,1.33469E-01,2.817004E-03,-7.421951E-02,-5.967265E-03,1.405383E-01,2.620041E-03,9.102228E-03,-1.202876E-02,1.352095E+02,6.644121E+02,-1.595944E+00
3E-02,1.334472E-01,2.802614E-03,-2.107992E-02,-4.987103E-03,1.404733E-01,2.611104E-03,-6.023482E-02,-2.444319E-04,1.356474E+02,1.613286E+03,-1.561331E+00
3.1E-02,1.334269E-01,2.80703E-03,-3.851013E-02,7.843336E-03,1.404179E-01,2.619552E-03,-2.96013E-02,1.350794E-02,1.384361E+02,-9.245138E+02,-1.536132E+00
3.2E-02,1.333702E-01,2.818301E-03,-5.439803E-02,2.16259E-03,1.404141E-01,2.63812E-03,-1.958851E-03,1.657997E-02,1.337984E+02,-1.252936E+03,-1.465295E+00
3.3E-02,1.333181E-01,2.811355E-03,-4.782847E-02,-8.907674E-03,1.404139E-01,2.652712E-03,-4.516329E-04,1.326061E-02,1.359302E+02,1.417775E+03,-1.28075E+00
3.4E-02,1.332746E-01,2.800486E-03,-2.521027E-02,-6.110743E-03,1.404132E-01,2.664641E-03,-3.847557E-03,-5.268293E-03,1.366339E+02,1.817109E+03,-1.090178E+00
3.5E-02,1.332676E-01,2.799133E-03,-8.652216E-03,-3.692014E-03,1.404063E-01,2.642175E-03,-6.940134E-03,-2.334711E-02,1.395644E+02,1.630334E+03,-1.259571E+00
3.6E-02,1.332573E-01,2.793102E-03,-5.099476E-02,1.225732E-02,1.403993E-01,2.617947E-03,-2.896545E-02,-9.402325E-03,1.398946E+02,8.36232E+02,-1.404863E+00
3.7E-02,1.331657E-01,2.823648E-03,-6.92603E-02,9.282814E-03,1.403483E-01,2.623371E-03,-7.026902E-02,2.11328E-03,1.412369E+02,-1.897369E+02,-1.597188E+00
3.8E-02,1.331187E-01,2.811667E-03,-3.61395E-02,-4.656766E-03,1.402588E-01,2.622173E-03,-5.318368E-02,1.836706E-03,1.395151E+02,-3.463701E+02,-1.520249E+00
3.9E-02,1.330934E-01,2.814335E-03,-1.545498E-02,-9.433585E-03,1.40242E-01,2.627044E-03,-9.013306E-03,2.147228E-03,1.405442E+02,5.831928E+02,-1.500787E+00
4E-02,1.330878E-01,2.7928E-03,-1.789348E-02,3.977135E-03,1.402408E-01,2.626468E-03,-3.386934E-02,-2.630769E-03,1.406815E+02,1.245332E+03,-1.3321E+00
4.1E-02,1.330576E-01,2.822289E-03,-8.00217E-02,1.257526E-02,1.401742E-01,2.621783E-03,-7.602309E-02,-1.650931E-05,1.430348E+02,8.609775E+02,-1.613843E+00
4.2E-02,1.329278E-01,2.817951E-03,-7.673076E-02,-5.994882E-03,1.400869E-01,2.624191E-03,-5.542359E-02,5.238157E-04,1.424035E+02,5.490117E+02,-1.550312E+00
4.3E-02,1.329041E-01,2.810299E-03,-4.416128E-02,-8.565557E-04,1.400634E-01,2.62283E-03,-1.357024E-02,3.751333E-04,1.441328E+02,2.298533E+03,-1.499979E+00
4.4E-02,1.328395E-01,2.816238E-03,-8.280453E-02,-1.074202E-03,1.400598E-01,2.624941E-03,-1.970967E-02,2.272687E-03,1.470005E+02,4.215549E+03,-1.517647E+00
4.5E-02,1.327385E-01,2.808151E-03,-7.22635E-02,-1.435056E-03,1.40024E-01,2.627376E-03,-5.642627E-02,2.841712E-03,1.525639E+02,6.746339E+03,-1.421401E+00
4.6E-02,1.326949E-01,2.813367E-03,-7.912882E-02,-3.355902E-04,1.399469E-01,2.630625E-03,-6.904521E-02,1.954024E-03,1.604932E+02,5.544133E+03,-1.443488E+00
4.7E-02,1.325803E-01,2.807479E-03,-7.530002E-02,-2.235545E-02,1.398865E-01,2.632793E-03,-4.185669E-02,1.760742E-03,1.636522E+02,4.998414E+03,-1.369642E+00
4.8E-02,1.325443E-01,2.768657E-03,-2.193492E-02,-1.773384E-02,1.398632E-01,2.634146E-03,-5.445617E-02,-1.486394E-05,1.704901E+02,2.613335E+03,-1.052894E+00
4.9E-02,1.325364E-01,2.772012E-03,-7.940403E-02,4.46778E-03,1.397775E-01,2.632764E-03,-7.650233E-02,1.446036E-03,1.688789E+02,3.542235E+03,-1.101668E+00
5E-02,1.323855E-01,2.777592E-03,-8.368368E-02,-7.932678E-03,1.397102E-01,2.637038E-03,-3.3658E-02,5.074585E-03,1.775745E+02,6.568104E+03,-1.099317E+00
5.1E-02,1.32369E-01,2.756146E-03,-9.242406E-02,-2.543287E-02,1.397102E-01,2.642913E-03,-1.80234E-02,-1.214905E-03,1.820151E+02,9.320822E+03,-8.836824E-01
5.2E-02,1.322007E-01,2.726726E-03,-9.66993E-02,-3.593678E-02,1.396742E-01,2.634609E-03,-8.934325E-02,-5.304813E-03,1.962162E+02,8.716193E+03,-7.061892E-01
5.3E-02,1.321756E-01,2.684273E-03,-8.530218E-02,-2.010911E-02,1.395315E-01,2.632303E-03,-9.763734E-02,8.5974E-04,1.994475E+02,3.927396E+03,-4.047887E-01
5.4E-02,1.320301E-01,2.686508E-03,-7.451373E-02,4.672831E-03,1.394789E-01,2.636328E-03,-9.551226E-02,-1.133576E-04,2.04071E+02,5.366368E+03,-3.859763E-01
5.5E-02,1.320266E-01,2.693618E-03,-1.09347E-02,8.642991E-03,1.393405E-01,2.632076E-03,-1.460917E-01,-4.074711E-03,2.101802E+02,8.902419E+03,-4.820966E-01
5.6E-02,1.320082E-01,2.703794E-03,-1.477459E-02,-9.659955E-03,1.391867E-01,2.628179E-03,-9.957401E-02,1.458227E-03,2.218758E+02,1.164857E+04,-6.03509E-01
5.7E-02,1.319971E-01,2.674299E-03,-2.34992E-02,-5.02557E-02,1.391414E-01,2.634993E-03,-1.01376E-01,2.482535E-03,2.334774E+02,1.147688E+04,-3.15219E-01
5.8E-02,1.319612E-01,2.603283E-03,-5.281551E-02,-1.587568E-02,1.38984E-01,2.633144E-03,-1.625251E-01,-6.258045E-03,2.448296E+02,1.160501E+04,2.436217E-01
5.9E-02,1.318914E-01,2.642547E-03,-4.93732E-02,2.680134E-02,1.388163E-01,2.622477E-03,-1.287704E-01,-5.383913E-04,2.566874E+02,9.249178E+03,-1.660594E-01
6E-02,1.318625E-01,2.656885E-03,-3.36901E-02,-3.125652E-02,1.387264E-01,2.632067E-03,-9.515251E-02,5.349672E-03,2.633279E+02,4.883842E+03,-2.071679E-01
6.1E-02,1.31824E-01,2.580034E-03,-6.114973E-02,-3.210223E-03,1.38626E-01,2.633176E-03,-9.228013E-02,-4.105747E-03,2.664551E+02,4.474934E+03,4.476276E-01
6.2E-02,1.317402E-01,2.650465E-03,-7.712438E-02,2.095267E-02,1.385419E-01,2.623855E-03,-9.450256E-02,-4.020938E-03,2.722778E+02,4.509526E+03,-2.241514E-01
6.3E-02,1.316698E-01,2.62194E-03,-8.778861E-02,4.921692E-03,1.38437E-01,2.625134E-03,-5.632799E-02,6.789437E-03,2.754741E+02,4.164301E+03,2.704924E-02
6.4E-02,1.315646E-01,2.660308E-03,-1.060063E-01,1.703232E-02,1.384292E-01,2.637434E-03,-7.328278E-02,1.555625E-02,2.806064E+02,4.764726E+03,-1.909188E-01
6.5E-02,1.314578E-01,2.656004E-03,-8.516576E-02,2.414593E-03,1.382926E-01,2.654938E-03,-8.567246E-02,6.589622E-03,2.850036E+02,3.193711E+03,-8.935108E-03
6.6E-02,1.313943E-01,2.665138E-03,-7.908336E-02,-7.306309E-04,1.382579E-01,2.650614E-03,-3.997252E-02,-3.42601E-03,2.869938E+02,2.204902E+03,-1.212432E-01
6.7E-02,1.312996E-01,2.654543E-03,-6.28471E-02,-1.068158E-02,1.382127E-01,2.648086E-03,-8.353125E-02,3.026719E-02,2.894134E+02,1.454669E+03,-5.351293E-02
6.8E-02,1.312686E-01,2.643774E-03,-6.391753E-02,-3.358902E-03,1.380908E-01,2.711148E-03,-9.428282E-02,6.130625E-02,2.899031E+02,1.651065E+03,5.658105E-01
6.9E-02,1.311718E-01,2.647825E-03,-8.109452E-02,5.796499E-03,1.380241E-01,2.770699E-03,-9.171623E-02,3.990429E-02,2.927155E+02,2.469837E+03,1.027301E+00
7E-02,1.311064E-01,2.655367E-03,-5.430761E-02,2.522766E-03,1.379074E-01,2.790956E-03,-8.569881E-02,1.448832E-02,2.948428E+02,1.280805E+03,1.142136E+00
7.1E-02,1.310632E-01,2.652871E-03,-7.414023E-02,4.623915E-04,1.378527E-01,2.799675E-03,-9.751654E-02,4.720362E-03,2.952771E+02,1.185715E+03,1.238669E+00
7.2E-02,1.309581E-01,2.656292E-03,-6.540639E-02,9.519713E-03,1.377123E-01,2.800397E-03,-1.125632E-01,3.790459E-03,2.972142E+02,1.305776E+03,1.222248E+00
7.3E-02,1.309323E-01,2.67191E-03,-4.431896E-02,-5.803486E-03,1.376276E-01,2.807256E-03,-8.375042E-02,7.974591E-03,2.978887E+02,9.783915E+02,1.158097E+00
7.4E-02,1.308695E-01,2.644685E-03,-7.983096E-02,-8.886028E-03,1.375448E-01,2.816346E-03,-4.32054E-02,3.631682E-03,2.99171E+02,1.570196E+03,1.47307E+00
7.5E-02,1.307727E-01,2.654138E-03,-7.007007E-02,2.099922E-03,1.375412E-01,2.81452E-03,-2.694725E-02,9.905534E-03,3.01029E+02,1.283427E+03,1.357393E+00
7.6E-02,1.307293E-01,2.648885E-03,-5.068648E-02,6.191977E-03,1.374909E-01,2.836157E-03,-8.015834E-02,1.140896E-02,3.017379E+02,6.972826E+02,1.58648E+00
7.7E-02,1.306713E-01,2.666522E-03,-7.397614E-02,1.466971E-02,1.373808E-01,2.837338E-03,-6.245408E-02,4.038359E-02,3.024236E+02,1.122474E+03,1.458359E+00
7.8E-02,1.305814E-01,2.678224E-03,-5.897565E-02,9.358829E-03,1.37366E-01,2.916925E-03,-4.255455E-02,2.962708E-02,3.039828E+02,1.299675E+03,2.014967E+00
7.9E-02,1.305534E-01,2.68524E-03,-7.705802E-02,5.063336E-03,1.372971E-01,2.895241E-03,-8.362637E-02,-3.439094E-02,3.05023E+02,2.659318E+03,1.783626E+00
8E-02,1.304272E-01,2.688351E-03,-8.893045E-02,-2.875269E-03,1.371988E-01,2.848143E-03,-5.92775E-02,2.081818E-02,3.093015E+02,1.772829E+03,1.35179E+00
8.1E-02,1.303755E-01,2.679489E-03,-8.957732E-02,5.739597E-03,1.371785E-01,2.936877E-03,-8.122767E-02,2.451487E-02,3.085686E+02,9.810667E+02,2.166712E+00
8.2E-02,1.302481E-01,2.69983E-03,-8.853594E-02,2.929659E-03,1.370363E-01,2.897173E-03,-8.158281E-02,-4.753857E-02,3.112636E+02,2.239079E+03,1.66519E+00
8.3E-02,1.301984E-01,2.685348E-03,-9.274929E-02,-1.109634E-02,1.370154E-01,2.8418E-03,-3.378416E-02,-3.873532E-02,3.130468E+02,2.394006E+03,1.31473E+00
8.4E-02,1.300626E-01,2.677638E-03,-1.045761E-01,-9.305904E-03,1.369687E-01,2.819702E-03,-8.335751E-02,-2.37881E-02,3.160516E+02,1.803667E+03,1.178446E+00
8.5E-02,1.299893E-01,2.666737E-03,-1.061776E-01,1.026137E-02,1.368487E-01,2.794224E-03,-6.903497E-02,-1.024356E-02,3.166541E+02,1.128387E+03,1.064766E+00
8.6E-02,1.298502E-01,2.69816E-03,-1.539754E-01,3.828233E-03,1.368307E-01,2.799215E-03,-9.266375E-02,-1.674102E-02,3.183084E+02,4.91456E+03,8.294005E-01
8.7E-02,1.296813E-01,2.674393E-03,-1.120148E-01,-5.894088E-03,1.366633E-01,2.760742E-03,-8.971619E-02,-8.50863E-03,3.264832E+02,4.686754E+03,7.085588E-01
8.8E-02,1.296262E-01,2.686372E-03,-1.005768E-01,3.801737E-02,1.366512E-01,2.782197E-03,-8.739284E-02,1.525959E-02,3.276819E+02,1.037612E+03,7.814962E-01
8.9E-02,1.294802E-01,2.750428E-03,-1.475076E-01,-4.67478E-03,1.364885E-01,2.791261E-03,-9.195905E-02,1.171356E-03,3.285585E+02,1.784782E+03,3.338201E-01
9E-02,1.293312E-01,2.677023E-03,-1.085171E-01,-1.884345E-02,1.364673E-01,2.78454E-03,-8.784435E-02,-6.301572E-03,3.312515E+02,1.350433E+03,8.631889E-01
9.1E-02,1.292631E-01,2.712741E-03,-1.043536E-01,3.80233E-02,1.363128E-01,2.778658E-03,-1.033046E-01,-2.472297E-03,3.312593E+02,7.577291E+02,5.357159E-01
9.2E-02,1.291225E-01,2.753069E-03,-1.256392E-01,-6.363021E-03,1.362607E-01,2.779596E-03,-9.549229E-02,2.696664E-03,3.327669E+02,3.522616E+03,2.129154E-01
9.3E-02,1.290119E-01,2.700015E-03,-9.26166E-02,-1.160193E-02,1.361219E-01,2.784051E-03,-1.32417E-01,-1.427011E-04,3.383046E+02,3.677387E+03,6.771714E-01
9.4E-02,1.289373E-01,2.729865E-03,-1.179095E-01,1.562134E-02,1.359959E-01,2.77931E-03,-9.585212E-02,-1.029526E-02,3.401217E+02,1.837706E+03,4.013427E-01
9.5E-02,1.28776E-01,2.731258E-03,-1.242404E-01,5.340458E-03,1.359302E-01,2.76346E-03,-1.14309E-01,5.85065E-03,3.4198E+02,3.657318E+03,2.579046E-01
9.6E-02,1.286888E-01,2.740546E-03,-9.665022E-02,1.376698E-02,1.357673E-01,2.791011E-03,-1.515894E-01,1.188756E-02,3.474363E+02,4.396451E+03,4.084755E-01
9.7E-02,1.285827E-01,2.758791E-03,-1.391395E-01,1.336528E-02,1.35628E-01,2.786763E-03,-1.153415E-01,-6.923741E-03,3.507729E+02,2.321557E+03,2.274757E-01
9.8E-02,1.284105E-01,2.767277E-03,-1.573542E-01,2.384337E-02,1.355366E-01,2.777164E-03,-1.186834E-01,-7.733324E-03,3.520794E+02,7.29828E+02,7.949518E-02
9.9E-02,1.28268E-01,2.806478E-03,-1.298012E-01,2.259573E-02,1.353906E-01,2.771296E-03,-1.581423E-01,-1.094365E-02,3.522325E+02,3.068562E+03,-2.830101E-01
1E-01,1.281509E-01,2.812468E-03,-1.292861E-01,2.908585E-03,1.352203E-01,2.755277E-03,-1.74724E-01,-3.264954E-03,3.582166E+02,7.641804E+03,-4.635135E-01
1.01E-01,1.280095E-01,2.812295E-03,-1.482137E-01,1.967289E-03,1.350412E-01,2.764766E-03,-1.784699E-01,1.480977E-02,3.675161E+02,5.196604E+03,-3.872702E-01
1.02E-01,1.278545E-01,2.816403E-03,-1.614155E-01,-9.883706E-04,1.348634E-01,2.784896E-03,-1.746864E-01,3.498018E-03,3.686098E+02,2.735657E+03,-2.575565E-01
1.03E-01,1.276866E-01,2.810319E-03,-1.853561E-01,-1.035578E-02,1.346918E-01,2.771762E-03,-1.735902E-01,-1.814703E-02,3.729874E+02,6.726717E+03,-3.153515E-01
1.04E-01,1.274837E-01,2.795691E-03,-1.846281E-01,-7.477832E-03,1.345162E-01,2.748602E-03,-1.760068E-01,-8.725943E-03,3.820632E+02,7.707017E+03,-3.836469E-01
1.05E-01,1.273174E-01,2.795363E-03,-1.113146E-01,3.158256E-02,1.343398E-01,2.75431E-03,-1.793069E-01,9.511201E-04,3.884015E+02,1.123959E+04,-3.349431E-01
1.06E-01,1.272611E-01,2.858856E-03,-1.515275E-01,1.622806E-02,1.341576E-01,2.750504E-03,-1.782814E-01,5.22761E-03,4.045424E+02,1.040095E+04,-9.001165E-01
1.07E-01,1.270143E-01,2.827819E-03,-1.930459E-01,-1.99004E-02,1.339832E-01,2.764766E-03,-1.815695E-01,5.349517E-03,4.092034E+02,7.412778E+03,-5.183874E-01
1.08E-01,1.26875E-01,2.819056E-03,-1.210618E-01,-6.323486E-03,1.337944E-01,2.761203E-03,-1.82534E-01,-7.961365E-03,4.193679E+02,1.01949E+04,-4.790317E-01
1.09E-01,1.267722E-01,2.815172E-03,-1.23852E-01,5.233373E-04,1.336182E-01,2.748843E-03,-1.745348E-01,-7.232436E-03,4.295932E+02,7.261755E+03,-5.551096E-01
1.1E-01,1.266273E-01,2.820102E-03,-1.556526E-01,9.176011E-03,1.334454E-01,2.746739E-03,-1.757827E-01,2.299503E-04,4.338914E+02,3.82041E+03,-6.164934E-01
1.11E-01,1.264609E-01,2.833524E-03,-1.695568E-01,1.158967E-02,1.332666E-01,2.749303E-03,-1.769034E-01,5.376032E-03,4.37234E+02,3.453345E+03,-7.090043E-01
