timestamp,n_eval,id,cost,vel_scene1_f10,vel_scene1_f30,vel_scene1_f50,vel_scene2_f10,vel_scene2_f30,vel_scene2_f50,vel_scene4_f10,vel_scene4_f30,vel_scene4_f50,vel_scene_wheel_f10,vel_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping
2026-02-15T07:49:51,8,62d50ea5,0.957968,0.0399,0.1167,0.1006,0.0998,0.1724,0.2393,0.0960,0.2971,0.4289,0.1629,0.4797,0.074332519,0.0050625015,0.00093422568,0.0016258305,1.9658056,0.80897381,0.9725602,0.00041472365,0.33340916,5.2636826,0.40123678,1.448862,3.9029383e-10
2026-02-15T07:51:41,32,d07a8956,0.777142,0.0577,0.1194,0.1403,0.1066,0.1691,0.2812,0.0966,0.2915,0.4485,0.1634,0.4813,0.054627495,0.005905734,0.00085151016,0.0016421895,1.9242823,0.8009716,0.97531246,0.00076822632,0.12632298,5.1130374,0.43918547,1.3917212,4.9729616e-10
2026-02-15T08:00:50,152,8ff7eb8e,0.603844,0.0540,0.1161,0.1370,0.1065,0.1649,0.2854,0.0960,0.2828,0.4217,0.1644,0.4769,0.055661757,0.0056127933,0.00045960659,0.0014618187,1.7576384,0.80194841,0.96509182,0.00092919459,0.31138586,5.4237615,0.40342853,1.5833699,4.9265949e-10
2026-02-15T08:04:30,200,eb241bfc,0.579905,0.0484,0.1138,0.1177,0.1037,0.1571,0.2529,0.0960,0.2800,0.4105,0.1636,0.4764,0.050247913,0.0082644546,0.00047928218,0.001401331,1.6456657,0.80605038,0.96630884,0.00085544121,0.4668582,5.4577221,0.40151003,1.5160355,4.3222218e-10
2026-02-15T08:06:19,224,04906a8b,0.550897,0.0579,0.1180,0.1258,0.1053,0.1541,0.2334,0.1025,0.2630,0.4052,0.1641,0.4738,0.052220236,0.0093820219,0.00052892575,0.0012724365,1.704458,0.81074088,0.96131897,0.00093963929,0.40223426,5.3874363,0.42949845,1.3275251,3.946009e-10
2026-02-15T08:09:33,264,10385f74,0.547947,0.0572,0.1174,0.1283,0.1020,0.1595,0.2657,0.0998,0.2706,0.4361,0.1633,0.4761,0.043627347,0.0086963837,0.00057291192,0.0014783375,1.738936,0.8135935,0.96644721,0.00084481413,0.33153186,5.3763955,0.40641318,1.3662625,4.0006105e-10
2026-02-15T08:10:11,272,64d05b2b,0.509219,0.0481,0.1166,0.1216,0.1006,0.1666,0.2722,0.0965,0.2750,0.4240,0.1633,0.4803,0.049232203,0.0075414018,0.0005980801,0.0016355162,1.725343,0.80979658,0.96314771,0.00087379979,0.33745081,5.3864542,0.4212012,1.3535955,4.214045e-10
2026-02-15T08:22:07,424,ec858354,0.479538,0.0539,0.1146,0.1275,0.1006,0.1584,0.2796,0.0980,0.2786,0.4265,0.1637,0.4769,0.061321262,0.0095738169,0.00052339064,0.0015763892,1.6419398,0.82509005,0.96795237,0.00086386066,0.32529643,5.3488214,0.4006868,1.4522918,4.4622253e-10
2026-02-15T08:29:26,520,ad4e097a,0.469495,0.0491,0.1047,0.1208,0.0989,0.1572,0.2587,0.0989,0.2739,0.4209,0.1637,0.4768,0.051587124,0.010154718,0.00047426082,0.0015786433,1.5969243,0.8219278,0.96732665,0.00080562284,0.28688686,5.4223733,0.40293446,1.4102382,4.2420497e-10
2026-02-15T08:30:40,536,568f4fa7,0.458228,0.0496,0.1152,0.1239,0.1014,0.1556,0.2561,0.0989,0.2884,0.4157,0.1637,0.4766,0.047535395,0.010082975,0.00048344082,0.0015390981,1.5839437,0.82560571,0.96615192,0.00083222905,0.33109525,5.3422815,0.4019217,1.4462852,4.4076439e-10
2026-02-15T08:35:05,592,80bf42f2,0.425318,0.0480,0.1089,0.1348,0.1003,0.1635,0.2893,0.0963,0.2842,0.4189,0.1636,0.4794,0.052845246,0.009360887,0.00054176307,0.0016608218,1.6481285,0.82571611,0.97253634,0.00065795576,0.35544016,5.3553388,0.40010109,1.5115806,4.7249233e-10
