,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.682307E+01,-3.175606E+00,-1.068965E+01,,
1.333333E-03,1.700907E+01,-2.647554E+00,-8.847401E+00,1.533407E+03,
2.666667E-03,1.705015E+01,-1.97294E+00,-6.600565E+00,1.566496E+03,-1.444575E+05
4E-03,1.71754E+01,-1.403045E+00,-4.670079E+00,1.137024E+03,-4.139581E+05
5.333333E-03,1.721389E+01,-1.073505E+00,-3.568501E+00,4.451734E+02,-4.031003E+05
6.666667E-03,1.724493E+01,-1.049594E+00,-3.482949E+00,5.951696E+00,-1.575062E+05
8E-03,1.721527E+01,-1.068804E+00,-3.552629E+00,4.855298E+01,2.156453E+05
9.333333E-03,1.704362E+01,-9.986895E-01,-3.353475E+00,5.595307E+02,4.727351E+05
1.066667E-02,1.715512E+01,-6.172216E-01,-2.060548E+00,1.356684E+03,5.852712E+05
1.2E-02,1.710051E+01,7.889813E-02,2.643487E-01,2.118658E+03,4.276935E+05
1.333333E-02,1.701714E+01,1.067409E+00,3.589206E+00,2.542128E+03,3.25227E+05
1.466667E-02,1.692893E+01,2.091616E+00,7.043357E+00,2.901763E+03,3.784983E+05
1.6E-02,1.68402E+01,3.373331E+00,1.132724E+01,3.580866E+03,7.270942E+05
1.733333E-02,1.650082E+01,4.916702E+00,1.659233E+01,4.782292E+03,6.332921E+05
1.866667E-02,1.579599E+01,7.059279E+00,2.408002E+01,5.475285E+03,1.699724E+05
2E-02,1.491478E+01,9.030251E+00,3.119309E+01,5.108654E+03,1.834772E+05
2.133333E-02,1.399864E+01,1.082059E+01,3.77031E+01,5.790324E+03,4.51541E+05
2.266667E-02,1.213927E+01,1.285216E+01,4.663395E+01,6.616159E+03,4.000724E+04
2.4E-02,1.003816E+01,1.452194E+01,5.534619E+01,5.842682E+03,-4.804551E+05
2.533333E-02,8.198242E+00,1.555885E+01,6.221444E+01,5.14935E+03,-1.053381E+06
2.666667E-02,6.308E+00,1.649982E+01,6.907779E+01,3.383874E+03,-8.037234E+05
2.8E-02,5.706672E+00,1.679985E+01,7.12381E+01,2.392177E+03,-2.172105E+05
2.933333E-02,4.401824E+00,1.696796E+01,7.545693E+01,3.26302E+03,3.007249E+05
3.066667E-02,3.063002E+00,1.726451E+01,7.993949E+01,3.143319E+03,-3.978124E+04
3.2E-02,1.868193E+00,1.730703E+01,8.383911E+01,3.060895E+03,-1.181238E+05
3.333333E-02,5.726258E-01,1.727867E+01,8.810188E+01,2.935786E+03,3.472806E+04
3.466667E-02,-5.013476E-01,1.721771E+01,9.166788E+01,3.011284E+03,4.331001E+05
3.6E-02,-1.816742E+00,1.691039E+01,9.613197E+01,4.114746E+03,7.405974E+05
3.733333E-02,-3.697039E+00,1.648482E+01,1.026405E+02,5.122683E+03,3.64646E+05
3.866667E-02,-5.734758E+00,1.593549E+01,1.097925E+02,5.086217E+03,-2.8015E+05
4E-02,-7.415808E+00,1.506841E+01,1.162038E+02,4.330137E+03,-3.101168E+05
4.133333E-02,-8.647406E+00,1.420043E+01,1.213395E+02,4.123434E+03,6.191311E+04
4.266667E-02,-1.000639E+01,1.318313E+01,1.271996E+02,4.610426E+03,5.171669E+05
4.4E-02,-1.149095E+01,1.205238E+01,1.33634E+02,5.437827E+03,1.983179E+05
4.533333E-02,-1.307003E+01,1.032191E+01,1.417005E+02,5.379198E+03,-1.008178E+05
4.666667E-02,-1.41635E+01,8.857733E+00,1.479785E+02,4.867241E+03,-2.601735E+05
4.8E-02,-1.50442E+01,7.117856E+00,1.546798E+02,4.851493E+03,-2.764074E+05
