,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.491667E+01,1.75E+00,6.691264E+00,,
1.333333E-03,1.52037E+01,9.261478E-02,3.490184E-01,-5.240522E+03,
2.666667E-03,1.512738E+01,-1.933424E+00,-7.283462E+00,-5.032285E+03,2.287944E+05
4E-03,1.42503E+01,-3.308391E+00,-1.307041E+01,-4.360631E+03,8.111261E+05
5.333333E-03,1.390078E+01,-4.762502E+00,-1.891181E+01,-3.149868E+03,1.413081E+06
6.666667E-03,1.361985E+01,-5.35678E+00,-2.147006E+01,-4.478504E+02,1.666037E+06
8E-03,1.381873E+01,-5.058602E+00,-2.010608E+01,1.472967E+03,1.20964E+06
9.333333E-03,1.388928E+01,-4.390509E+00,-1.754214E+01,2.599636E+03,4.239648E+05
1.066667E-02,1.425445E+01,-3.336452E+00,-1.317372E+01,2.80056E+03,3.83665E+05
1.2E-02,1.465174E+01,-2.603009E+00,-1.007398E+01,3.256975E+03,4.811957E+05
1.333333E-02,1.490837E+01,-1.17029E+00,-4.48845E+00,4.389437E+03,3.397003E+05
1.466667E-02,1.509224E+01,4.297851E-01,1.631184E+00,4.149753E+03,-2.378563E+05
1.6E-02,1.479496E+01,1.705963E+00,6.577558E+00,3.614453E+03,-4.248959E+05
1.733333E-02,1.468805E+01,2.926892E+00,1.126972E+01,3.110666E+03,-2.180579E+05
1.866667E-02,1.447515E+01,3.844145E+00,1.487267E+01,2.901422E+03,-6.708789E+03
2E-02,1.423631E+01,4.903858E+00,1.900685E+01,3.194619E+03,-2.339352E+05
2.133333E-02,1.394958E+01,6.034109E+00,2.339165E+01,2.402564E+03,-4.637419E+05
2.266667E-02,1.400472E+01,6.654031E+00,2.541369E+01,1.669536E+03,-4.387253E+05
2.4E-02,1.359853E+01,7.182969E+00,2.784375E+01,1.455377E+03,3.218285E+05
2.533333E-02,1.360073E+01,7.630715E+00,2.929469E+01,2.236885E+03,7.254935E+04
2.666667E-02,1.278432E+01,8.561189E+00,3.380877E+01,2.198997E+03,1.771736E+05
2.8E-02,1.275039E+01,8.980647E+00,3.515868E+01,2.057008E+03,-9.224852E+04
