,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.225E+01,-7.25E+00,-3.061861E+01,,
1.333333E-03,1.302638E+01,-5.49417E+00,-2.286868E+01,6.370737E+03,
2.666667E-03,1.369143E+01,-3.319887E+00,-1.362997E+01,5.313584E+03,-8.597925E+05
4E-03,1.41232E+01,-2.160932E+00,-8.699123E+00,3.556831E+03,-1.012732E+06
5.333333E-03,1.429235E+01,-1.035794E+00,-4.14509E+00,2.879889E+03,-5.781433E+05
6.666667E-03,1.42632E+01,-2.538007E-01,-1.019419E+00,1.940012E+03,-4.863554E+05
8E-03,1.407977E+01,2.527142E-01,1.028277E+00,1.542939E+03,-2.780486E+05
9.333333E-03,1.446443E+01,7.821214E-01,3.095086E+00,1.294816E+03,5.309264E+04
1.066667E-02,1.474341E+01,1.155444E+00,4.48112E+00,1.539177E+03,4.219671E+05
1.2E-02,1.454523E+01,1.837376E+00,7.199557E+00,2.529232E+03,9.593451E+05
1.333333E-02,1.438184E+01,2.854396E+00,1.122574E+01,4.022851E+03,9.581934E+05
1.466667E-02,1.399571E+01,4.527818E+00,1.792716E+01,5.266624E+03,4.48033E+05
1.6E-02,1.32207E+01,6.24095E+00,2.527007E+01,5.18854E+03,1.316112E+05
1.733333E-02,1.276372E+01,7.90252E+00,3.176327E+01,5.414396E+03,3.616077E+05
1.866667E-02,1.163101E+01,9.659148E+00,3.970846E+01,6.30454E+03,1.869801E+05
2E-02,1.006346E+01,1.140487E+01,4.857537E+01,6.023506E+03,-1.770839E+05
2.133333E-02,8.675988E+00,1.275251E+01,5.577114E+01,5.578004E+03,-2.257901E+05
2.266667E-02,6.986564E+00,1.398234E+01,6.345005E+01,5.587252E+03,-2.395707E+05
2.4E-02,5.297028E+00,1.510099E+01,7.067048E+01,4.93304E+03,-7.067241E+05
2.533333E-02,3.733978E+00,1.567946E+01,7.660483E+01,3.697089E+03,-8.383601E+05
2.666667E-02,2.713058E+00,1.626383E+01,8.052938E+01,2.600031E+03,-6.523152E+05
2.8E-02,1.85878E+00,1.641168E+01,8.353824E+01,2.003326E+03,-5.269494E+05
2.933333E-02,1.191383E+00,1.650587E+01,8.587159E+01,1.243824E+03,-4.350328E+05
3.066667E-02,9.059839E-01,1.648924E+01,8.685511E+01,7.351577E+02,-1.144156E+05
3.2E-02,6.250874E-01,1.651195E+01,8.783201E+01,9.756133E+02,2.708076E+05
3.333333E-02,1.562107E-01,1.647456E+01,8.945674E+01,1.488511E+03,8.360644E+05
3.466667E-02,-5.122376E-01,1.628727E+01,9.180137E+01,3.06141E+03,6.894706E+05
3.6E-02,-2.116688E+00,1.582065E+01,9.76205E+01,3.748745E+03,2.052528E+05
3.733333E-02,-3.287848E+00,1.574075E+01,1.01798E+02,3.232531E+03,7.774145E+04
3.866667E-02,-4.52422E+00,1.553139E+01,1.062406E+02,3.979837E+03,2.727241E+05
4E-02,-6.08071E+00,1.474493E+01,1.124109E+02,4.192845E+03,2.928376E+05
4.133333E-02,-7.38773E+00,1.423929E+01,1.174215E+02,4.445671E+03,7.370687E+04
4.266667E-02,-8.931204E+00,1.310934E+01,1.24266E+02,4.708695E+03,1.000288E+05
4.4E-02,-1.024972E+01,1.222466E+01,1.29978E+02,4.466717E+03,-3.682864E+04
