,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.375E+01,-5E+00,-1.998311E+01,,
1.333333E-03,1.377361E+01,-4.21218E+00,-1.700444E+01,1.784348E+03,
2.666667E-03,1.430501E+01,-3.893248E+00,-1.522485E+01,2.258738E+03,2.517956E+05
4E-03,1.46295E+01,-2.838689E+00,-1.098113E+01,2.833894E+03,2.399337E+05
5.333333E-03,1.476329E+01,-1.987626E+00,-7.667797E+00,2.644139E+03,-1.256763E+05
6.666667E-03,1.48938E+01,-1.023218E+00,-3.930098E+00,2.620216E+03,-1.842599E+04
8E-03,1.49231E+01,-1.772633E-01,-6.805531E-01,2.509616E+03,5.257293E+04
9.333333E-03,1.491517E+01,7.196131E-01,2.762211E+00,2.779115E+03,2.008234E+05
1.066667E-02,1.48628E+01,1.753978E+00,6.73042E+00,3.076725E+03,7.880549E+04
1.2E-02,1.478524E+01,2.865072E+00,1.096681E+01,3.013278E+03,-1.27827E+05
1.333333E-02,1.471352E+01,3.878094E+00,1.476583E+01,2.696455E+03,1.080857E+04
1.466667E-02,1.456217E+01,4.775792E+00,1.815736E+01,2.962094E+03,3.007677E+04
1.6E-02,1.418404E+01,5.92306E+00,2.266475E+01,2.975858E+03,2.674114E+05
1.733333E-02,1.375469E+01,6.736262E+00,2.609298E+01,3.383712E+03,2.319329E+05
1.866667E-02,1.309633E+01,8.084665E+00,3.168798E+01,3.923304E+03,2.753913E+04
2E-02,1.2671E+01,9.394924E+00,3.655512E+01,3.311497E+03,7.828281E+04
2.133333E-02,1.23032E+01,1.051485E+01,4.051864E+01,3.936533E+03,5.819162E+05
2.266667E-02,1.079676E+01,1.159942E+01,4.705254E+01,5.15125E+03,1.008542E+06
2.4E-02,9.587786E+00,1.332087E+01,5.42553E+01,6.415207E+03,7.520183E+05
2.533333E-02,7.168973E+00,1.480319E+01,6.415976E+01,7.412528E+03,5.987525E+05
2.666667E-02,4.66696E+00,1.629929E+01,7.402204E+01,7.804388E+03,6.658764E+05
2.8E-02,1.453819E+00,1.652244E+01,8.497146E+01,9.170078E+03,2.074543E+05
2.933333E-02,-2.560045E+00,1.717974E+01,9.847558E+01,8.767455E+03,-9.453702E+05
3.066667E-02,-5.752735E+00,1.734252E+01,1.083513E+02,6.283896E+03,-1.253836E+06
3.2E-02,-7.221011E+00,1.532277E+01,1.152326E+02,5.280376E+03,-6.236306E+05
3.333333E-02,-8.575327E+00,1.349571E+01,1.224323E+02,4.888459E+03,-6.273794E+05
3.466667E-02,-9.898102E+00,1.254733E+01,1.282685E+02,3.560831E+03,-1.126294E+06
3.6E-02,-1.061533E+01,1.181939E+01,1.319279E+02,1.852285E+03,-1.031807E+06
3.733333E-02,-1.068695E+01,1.137728E+01,1.33208E+02,7.071625E+02,-5.91041E+05
3.866667E-02,-1.073642E+01,1.11905E+01,1.338137E+02,3.467471E+02,-1.146688E+05
4E-02,-1.074952E+01,1.108001E+01,1.341326E+02,3.858366E+02,3.222879E+05
4.133333E-02,-1.085613E+01,1.091596E+01,1.348426E+02,1.172062E+03,5.000417E+05
4.266667E-02,-1.125493E+01,1.0401E+01,1.372581E+02,1.872403E+03,3.06332E+05
4.4E-02,-1.161081E+01,9.799522E+00,1.398356E+02,1.917205E+03,2.170975E+05
4.533333E-02,-1.195721E+01,9.218053E+00,1.423707E+02,2.370997E+03,2.888461E+05
4.666667E-02,-1.252325E+01,8.396795E+00,1.461583E+02,2.826042E+03,2.302886E+05
4.8E-02,-1.311448E+01,7.600124E+00,1.499068E+02,2.900997E+03,-8.763617E+04
4.933333E-02,-1.33531E+01,6.54327E+00,1.538943E+02,2.666376E+03,-5.315771E+04
5.066667E-02,-1.396082E+01,5.921096E+00,1.570171E+02,2.614833E+03,7.77322E+04
5.2E-02,-1.430135E+01,4.961466E+00,1.608672E+02,2.984108E+03,1.207424E+05
5.333333E-02,-1.453342E+01,3.901088E+00,1.649747E+02,2.944846E+03,-3.577183E+05
5.466667E-02,-1.464158E+01,2.920337E+00,1.687201E+02,2.081521E+03,-2.021045E+05
5.6E-02,-1.474022E+01,2.459936E+00,1.705255E+02,2.109517E+03,1.693979E+05
5.733333E-02,-1.492083E+01,1.477338E+00,1.743455E+02,2.854532E+03,3.370203E+05
5.866667E-02,-1.499248E+01,4.875186E-01,1.781375E+02,2.890656E+03,-1.125731E+04
6E-02,-1.501944E+01,-5.386347E-01,1.820539E+02,2.851569E+03,6.542161E+04
6.133333E-02,-1.498175E+01,-1.506396E+00,1.857417E+02,3.000459E+03,2.046328E+05
6.266667E-02,-1.48767E+01,-2.637921E+00,1.900551E+02,3.446338E+03,1.540125E+05
6.4E-02,-1.476446E+01,-3.937339E+00,1.94932E+02,3.465469E+03,2.965021E+05
6.533333E-02,-1.444739E+01,-5.058374E+00,1.992964E+02,4.042095E+03,2.90557E+05
6.666667E-02,-1.346668E+01,-6.484223E+00,2.057109E+02,4.52783E+03,3.344957E+05
6.8E-02,-1.284676E+01,-7.832641E+00,2.113706E+02,4.681057E+03,4.705322E+05
6.933333E-02,-1.185411E+01,-9.326153E+00,2.181937E+02,5.843879E+03,5.547343E+05
7.066667E-02,-1.021428E+01,-1.093595E+01,2.269543E+02,6.338707E+03,4.135012E+05
7.2E-02,-8.569879E+00,-1.228322E+01,2.350969E+02,6.692859E+03,1.916157E+05
7.333333E-02,-6.291277E+00,-1.337078E+01,2.448019E+02,7.078743E+03,-5.872692E+04
7.466667E-02,-4.032591E+00,-1.403886E+01,2.539736E+02,6.455839E+03,-2.405478E+05
7.6E-02,-2.109546E+00,-1.504345E+01,2.620175E+02,6.306003E+03,-2.811205E+05
7.733333E-02,2.025872E-01,-1.469995E+01,2.707896E+02,5.936435E+03,-2.565656E+05
7.866667E-02,2.044099E+00,-1.482999E+01,2.778479E+02,5.386023E+03,-6.695224E+04
8E-02,4.058363E+00,-1.498656E+01,2.851523E+02,5.826334E+03,1.540992E+05
8.133333E-02,6.247017E+00,-1.444649E+01,2.933848E+02,5.919622E+03,-3.996567E+05
8.266667E-02,8.032718E+00,-1.340154E+01,3.00938E+02,4.766412E+03,-8.349016E+05
8.4E-02,9.23184E+00,-1.266221E+01,3.060953E+02,3.522303E+03,-7.112845E+05
8.533333E-02,1.00102E+01,-1.179078E+01,3.103308E+02,2.933909E+03,-7.068657E+05
8.666667E-02,1.054662E+01,-1.095228E+01,3.13919E+02,1.751592E+03,-7.756631E+05
8.8E-02,1.08987E+01,-1.089806E+01,3.150017E+02,6.542276E+02,-2.026433E+05
8.933333E-02,1.121207E+01,-1.09553E+01,3.156636E+02,1.199876E+03,4.332261E+05
9.066667E-02,1.156823E+01,-1.03427E+01,3.182013E+02,2.016795E+03,7.120671E+05
9.2E-02,1.22823E+01,-9.931199E+00,3.210417E+02,2.918119E+03,2.540303E+05
9.333333E-02,1.258607E+01,-8.494849E+00,3.25983E+02,3.003441E+03,4.06201E+04
9.466667E-02,1.331208E+01,-7.982609E+00,3.290509E+02,2.661651E+03,-5.173396E+05
9.6E-02,1.350078E+01,-6.855045E+00,3.330807E+02,1.976668E+03,-1.264653E+05
9.733333E-02,1.388346E+01,-6.67508E+00,3.34322E+02,1.843721E+03,-3.65672E+05
9.866667E-02,1.388759E+01,-5.611704E+00,3.379973E+02,1.579805E+03,1.60912E+05
1E-01,1.423189E+01,-5.596094E+00,3.385349E+02,1.630853E+03,-9.57292E+04
1.013333E-01,1.446417E+01,-4.603238E+00,3.423463E+02,1.97029E+03,-6.029101E+03
1.026667E-01,1.465608E+01,-4.261047E+00,3.43789E+02,1.17265E+03,-1.357474E+05
1.04E-01,1.464359E+01,-3.794361E+00,3.454733E+02,1.698861E+03,4.663885E+05
1.053333E-01,1.478879E+01,-3.057427E+00,3.483193E+02,2.47868E+03,3.982128E+05
1.066667E-01,1.496266E+01,-2.080726E+00,3.520831E+02,2.800144E+03,2.047651E+05
1.08E-01,1.501472E+01,-1.10622E+00,3.557863E+02,2.945078E+03,4.958087E+04
1.093333E-01,1.503236E+01,-1.661021E-02,3.599367E+02,2.999687E+03,-9.799469E+04
1.106667E-01,1.501466E+01,9.934488E-01,3.637855E+02,2.659874E+03,-2.167333E+05
1.12E-01,1.495384E+01,1.843966E+00,3.670297E+02,2.38062E+03,-5.393513E+04
1.133333E-01,1.488479E+01,2.660443E+00,3.701338E+02,2.507755E+03,-4.3126E+04
1.146667E-01,1.477104E+01,3.605444E+00,3.73717E+02,2.36983E+03,-1.372994E+05
1.16E-01,1.480252E+01,4.371597E+00,3.764533E+02,2.028589E+03,-9.923691E+04
1.173333E-01,1.464416E+01,5.07861E+00,3.791266E+02,2.126457E+03,4.8547E+05
1.186667E-01,1.452831E+01,5.906394E+00,3.821239E+02,3.222107E+03,8.955921E+05
1.2E-01,1.398692E+01,7.349183E+00,3.877189E+02,4.703243E+03,5.767131E+05
1.213333E-01,1.278527E+01,8.841679E+00,3.946659E+02,4.821268E+03,3.684469E+05
1.226667E-01,1.191621E+01,1.020463E+01,4.005756E+02,5.368467E+03,3.46678E+05
1.24E-01,1.031132E+01,1.185421E+01,4.089818E+02,6.098268E+03,6.646731E+05
1.253333E-01,8.818338E+00,1.349518E+01,4.168376E+02,6.816187E+03,8.53277E+05
1.266667E-01,6.234024E+00,1.479998E+01,4.271583E+02,8.551391E+03,1.319388E+06
1.28E-01,2.839764E+00,1.553581E+01,4.396414E+02,1.030022E+04,3.576781E+05
1.293333E-01,-1.275439E+00,1.576433E+01,4.546255E+02,9.854929E+03,-4.584209E+05
1.306667E-01,-4.382134E+00,1.536206E+01,4.659212E+02,8.538969E+03,-1.025268E+06
1.32E-01,-7.284314E+00,1.40552E+01,4.773961E+02,7.496256E+03,-1.066553E+06
1.333333E-01,-9.204325E+00,1.271005E+01,4.859112E+02,5.495369E+03,-1.72749E+06
1.346667E-01,-1.033509E+01,1.145799E+01,4.920504E+02,3.019979E+03,-1.705632E+06
1.36E-01,-1.090364E+01,1.130508E+01,4.939645E+02,7.233329E+02,-1.197199E+06
1.373333E-01,-1.083777E+01,1.123095E+01,4.939793E+02,-1.295796E+02,-3.586657E+05
1.386667E-01,-1.072337E+01,1.125321E+01,4.936189E+02,-1.839155E+02,6.696932E+04
1.4E-01,-1.066269E+01,1.12405E+01,4.934889E+02,6.987591E+01,1.70663E+05
1.413333E-01,-1.071999E+01,1.117665E+01,4.938053E+02,2.980002E+02,1.604291E+05
1.426667E-01,-1.076416E+01,1.103678E+01,4.942835E+02,4.745706E+02,4.66576E+05
1.44E-01,-1.088103E+01,1.085418E+01,4.950708E+02,1.444603E+03,3.83122E+05
1.453333E-01,-1.134373E+01,1.016535E+01,4.981358E+02,1.795613E+03,3.395603E+05
1.466667E-01,-1.164261E+01,9.818211E+00,4.998591E+02,1.985324E+03,8.481679E+04
1.48E-01,-1.212995E+01,8.99864E+00,5.0343E+02,2.33996E+03,2.392212E+05
1.493333E-01,-1.253143E+01,8.4211E+00,5.06099E+02,2.374384E+03,1.137496E+05
1.506667E-01,-1.297791E+01,7.564941E+00,5.097617E+02,2.791711E+03,1.143655E+05
1.52E-01,-1.331062E+01,6.623805E+00,5.135435E+02,2.663565E+03,5.136367E+03
1.533333E-01,-1.392413E+01,5.949329E+00,5.168645E+02,2.717294E+03,-1.646361E+04
