,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.4E+01,-5.5E+00,-2.144774E+01,,
1.333333E-03,1.418721E+01,-5.229451E+00,-2.023405E+01,1.253975E+03,
2.666667E-03,1.434433E+01,-4.689505E+00,-1.81038E+01,1.851928E+03,5.799E+05
4E-03,1.458159E+01,-3.98786E+00,-1.529557E+01,2.734197E+03,4.98807E+05
5.333333E-03,1.48695E+01,-2.839901E+00,-1.081261E+01,3.329823E+03,6.320758E+04
6.666667E-03,1.500384E+01,-1.687205E+00,-6.416045E+00,2.865482E+03,-2.325545E+05
8E-03,1.501765E+01,-8.32078E-01,-3.171325E+00,2.571225E+03,-7.45109E+04
9.333333E-03,1.503149E+01,1.155811E-01,4.405537E-01,2.760466E+03,5.544021E+04
1.066667E-02,1.505348E+01,1.102796E+00,4.189918E+00,2.726363E+03,-1.324309E+05
1.2E-02,1.50032E+01,2.031407E+00,7.710856E+00,2.408631E+03,-2.515366E+05
1.333333E-02,1.500574E+01,2.811754E+00,1.061293E+01,2.023408E+03,-9.227319E+04
1.466667E-02,1.487017E+01,3.462206E+00,1.310661E+01,2.116752E+03,9.936972E+04
1.6E-02,1.473706E+01,4.297585E+00,1.625761E+01,2.378518E+03,-1.140789E+05
1.733333E-02,1.458865E+01,5.151595E+00,1.944933E+01,1.858204E+03,1.08404E+05
1.866667E-02,1.469562E+01,5.703837E+00,2.121282E+01,2.363667E+03,4.636135E+05
2E-02,1.411195E+01,6.807538E+00,2.575244E+01,3.460493E+03,3.729725E+05
2.133333E-02,1.342903E+01,7.891624E+00,3.04408E+01,3.261825E+03,5.276511E+05
2.266667E-02,1.272264E+01,8.727898E+00,3.445064E+01,4.564457E+03,8.35691E+05
2.4E-02,1.151859E+01,1.059659E+01,4.261268E+01,5.990309E+03,1.433504E+06
2.533333E-02,1.000529E+01,1.210498E+01,5.04248E+01,7.843688E+03,1.177773E+06
2.666667E-02,7.03104E+00,1.412009E+01,6.352918E+01,9.730748E+03,1.484162E+06
2.8E-02,3.723419E+00,1.535963E+01,7.637346E+01,1.125796E+04,5.688772E+05
2.933333E-02,-9.615036E-01,1.549666E+01,9.355041E+01,1.187051E+04,-6.201272E+05
3.066667E-02,-4.870046E+00,1.496345E+01,1.080281E+02,9.304891E+03,-1.874763E+06
3.2E-02,-7.109568E+00,1.316894E+01,1.183635E+02,6.719357E+03,-1.863939E+06
