,mass_B,,,,
t,x,y,θ,ω,α
0E+00,3.465831E+00,-1.193113E+01,-7.380214E+01,,
3.333333E-04,4.651018E+00,-1.204405E+01,-6.888507E+01,1.514952E+04,
6.666667E-04,5.780846E+00,-1.169792E+01,-6.370246E+01,1.437551E+04,-7.546659E+05
1E-03,6.640432E+00,-1.118438E+01,-5.93014E+01,1.412313E+04,7.251024E+05
1.333333E-03,7.639245E+00,-1.062606E+01,-5.428703E+01,1.525846E+04,2.113469E+06
1.666667E-03,8.557082E+00,-9.888706E+00,-4.912909E+01,1.546368E+04,7.383757E+05
2E-03,9.502389E+00,-9.169276E+00,-4.397792E+01,1.56841E+04,1.617503E+06
2.333333E-03,1.038894E+01,-8.315083E+00,-3.867302E+01,1.652251E+04,2.010214E+06
2.666667E-03,1.12267E+01,-7.280375E+00,-3.296291E+01,1.716064E+04,-1.63028E+05
3E-03,1.204858E+01,-6.200796E+00,-2.723259E+01,1.644257E+04,-2.377366E+06
3.333333E-03,1.236663E+01,-4.996743E+00,-2.20012E+01,1.539965E+04,1.707878E+06
3.666667E-03,1.269867E+01,-3.874173E+00,-1.696616E+01,1.729156E+04,5.998034E+05
4E-03,1.31083E+01,-2.423206E+00,-1.047349E+01,1.684276E+04,-9.734917E+06
4.333333E-03,1.358511E+01,-1.364991E+00,-5.73765E+00,1.029524E+04,-4.502161E+06
4.666667E-03,1.354298E+01,-8.544248E-01,-3.609998E+00,1.226036E+04,6.846113E+06
5E-03,1.366051E+01,5.811247E-01,2.435922E+00,1.722751E+04,8.161191E+06
5.333333E-03,1.350502E+01,1.867972E+00,7.875006E+00,1.656593E+04,-5.573462E+05
5.666667E-03,1.326897E+01,3.180669E+00,1.347987E+01,1.702672E+04,-3.495906E+06
6E-03,1.299973E+01,4.533639E+00,1.922616E+01,1.463271E+04,-3.485581E+06
6.333333E-03,1.24535E+01,5.346587E+00,2.323501E+01,1.36904E+04,9.580498E+05
6.666667E-03,1.170834E+01,6.318294E+00,2.835309E+01,1.602349E+04,4.316146E+06
