,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.626231E+01,-4.612406E+00,-1.583469E+01,,
1.333333E-03,1.644334E+01,-3.766272E+00,-1.290081E+01,1.756181E+03,
2.666667E-03,1.676204E+01,-3.304244E+00,-1.115154E+01,1.574109E+03,-4.040819E+04
4E-03,1.689635E+01,-2.586465E+00,-8.703185E+00,1.792975E+03,8.491421E+04
5.333333E-03,1.697665E+01,-1.895319E+00,-6.370277E+00,1.750595E+03,-5.485815E+04
6.666667E-03,1.728539E+01,-1.219303E+00,-4.034932E+00,1.66543E+03,-4.243011E+04
8E-03,1.72763E+01,-5.819077E-01,-1.929131E+00,1.608552E+03,1.052244E+05
9.333333E-03,1.724083E+01,7.659365E-02,2.54539E-01,1.925554E+03,2.293112E+05
1.066667E-02,1.727486E+01,9.675323E-01,3.205679E+00,2.287512E+03,-3.563236E+04
1.2E-02,1.741004E+01,1.938872E+00,6.35457E+00,1.87949E+03,-1.291611E+05
1.333333E-02,1.727112E+01,2.494238E+00,8.217652E+00,1.745047E+03,2.15597E+05
1.466667E-02,1.716772E+01,3.339563E+00,1.100803E+01,2.556417E+03,7.812034E+05
1.6E-02,1.691988E+01,4.544672E+00,1.503477E+01,3.799672E+03,3.404564E+05
1.733333E-02,1.653609E+01,6.394173E+00,2.114049E+01,3.740625E+03,1.294994E+05
1.866667E-02,1.641723E+01,7.658887E+00,2.500977E+01,3.682504E+03,6.536989E+04
2E-02,1.541649E+01,9.2487E+00,3.09605E+01,4.283428E+03,2.577065E+05
2.133333E-02,1.459773E+01,1.077506E+01,3.643224E+01,4.194008E+03,-1.261157E+05
2.266667E-02,1.332732E+01,1.206099E+01,4.214452E+01,4.034259E+03,-1.229696E+05
2.4E-02,1.240466E+01,1.339125E+01,4.719026E+01,3.782103E+03,5.174766E+05
2.533333E-02,1.121229E+01,1.447051E+01,5.223013E+01,5.240603E+03,-5.093437E+04
2.666667E-02,8.647623E+00,1.570736E+01,6.11652E+01,4.393608E+03,-2.198284E+05
2.8E-02,8.067117E+00,1.650086E+01,6.394642E+01,3.573821E+03,-5.364631E+05
2.933333E-02,6.07951E+00,1.735588E+01,7.069539E+01,3.885816E+03,1.489251E+05
3.066667E-02,4.932874E+00,1.755937E+01,7.430859E+01,3.333355E+03,2.383052E+04
