,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.445277E+01,-5.853371E+00,-2.204794E+01,,
1.333333E-03,1.422571E+01,-4.157407E+00,-1.62908E+01,5.032229E+03,
2.666667E-03,1.533048E+01,-2.326363E+00,-8.628663E+00,4.445473E+03,-6.460539E+05
4E-03,1.490407E+01,-1.156279E+00,-4.436201E+00,2.874207E+03,-6.222734E+05
5.333333E-03,1.488784E+01,-2.505399E-01,-9.641106E-01,2.858432E+03,1.299793E+05
6.666667E-03,1.502609E+01,8.364809E-01,3.186284E+00,3.304674E+03,4.389826E+05
8E-03,1.48837E+01,2.051612E+00,7.848355E+00,3.978664E+03,5.443311E+05
9.333333E-03,1.476993E+01,3.626764E+00,1.379605E+01,4.815836E+03,3.054319E+05
1.066667E-02,1.395795E+01,5.271649E+00,2.069058E+01,4.868869E+03,2.452551E+05
1.2E-02,1.359831E+01,6.862957E+00,2.67797E+01,5.237084E+03,1.352703E+05
1.333333E-02,1.271633E+01,8.790808E+00,3.465614E+01,5.519621E+03,-1.725269E+05
1.466667E-02,1.163544E+01,1.029369E+01,4.149869E+01,4.640668E+03,-7.48517E+05
1.6E-02,1.06091E+01,1.138931E+01,4.703126E+01,3.527458E+03,-6.46409E+05
1.733333E-02,9.923923E+00,1.221367E+01,5.090525E+01,2.821399E+03,-2.468683E+05
1.866667E-02,9.196996E+00,1.291992E+01,5.455499E+01,2.909384E+03,-1.858539E+05
2E-02,8.153286E+00,1.339063E+01,5.86636E+01,2.47378E+03,-3.217286E+05
2.133333E-02,7.612583E+00,1.381965E+01,6.115173E+01,1.854841E+03,-6.799365E+04
2.266667E-02,6.985333E+00,1.407794E+01,6.360985E+01,2.309501E+03,4.322906E+05
2.4E-02,6.038984E+00,1.444402E+01,6.73104E+01,3.096477E+03,3.613972E+05
2.533333E-02,4.803643E+00,1.466825E+01,7.186712E+01,3.313292E+03,3.219448E+05
2.666667E-02,3.699654E+00,1.500107E+01,7.614585E+01,3.795558E+03,5.867099E+05
2.8E-02,2.124975E+00,1.50982E+01,8.198861E+01,4.975538E+03,3.184375E+05
2.933333E-02,1.555277E-01,1.520475E+01,8.941395E+01,4.835313E+03,-5.345829E+05
3.066667E-02,-1.28007E+00,1.498429E+01,9.488278E+01,3.361332E+03,-8.728554E+05
3.2E-02,-2.192832E+00,1.489029E+01,9.83775E+01,2.428506E+03,-5.774498E+05
3.333333E-02,-2.962268E+00,1.474594E+01,1.013588E+02,1.91768E+03,-2.790144E+05
3.466667E-02,-3.546367E+00,1.478155E+01,1.034913E+02,1.618328E+03,-3.538511E+05
3.6E-02,-4.120056E+00,1.468281E+01,1.056743E+02,1.101496E+03,-4.383524E+05
3.733333E-02,-4.326892E+00,1.467444E+01,1.064286E+02,3.276217E+02,5.311016E+04
3.866667E-02,-4.379868E+00,1.474083E+01,1.06548E+02,1.106367E+03,1.899933E+05
4E-02,-5.119481E+00,1.455462E+01,1.093789E+02,1.279365E+03,-6.339489E+04
4.133333E-02,-5.248892E+00,1.445289E+01,1.099596E+02,5.365187E+02,-9.447116E+04
4.266667E-02,-5.452871E+00,1.434749E+01,1.108097E+02,1.109436E+03,7.220336E+05
4.4E-02,-5.948945E+00,1.407071E+01,1.129181E+02,2.457219E+03,1.220746E+06
