timestamp,elapsed_min,n_eval,id,cost,vel_scene_wheel_f10,vel_scene_wheel_f30,lateral_scene_wheel_f10,lateral_scene_wheel_f30,tumble_scene_wheel_f10,tumble_scene_wheel_f30,yaw_scene_wheel_f10,yaw_scene_wheel_f30,pitch_rms_scene_wheel_f10,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-17T18:35:24,0.1,8,3b21a3da,7.926692,0.0257,0.0220,0.075251,0.111686,0.000000,0.000000,96.3,121.5,0.95,1.01,0.00066412795,0.0042053256,0.0081981157,0.0089204518,0.28754272,0.49497346,0.36959099,0.0001859396,0.49481579,5.0956525,0.85650499,1.0268088,1.1149834e-11,0.68158976
2026-02-17T18:35:30,0.2,16,7127a1c4,5.764766,0.1140,0.0461,0.002752,0.040041,0.000000,0.000000,49.5,44.7,0.65,1.52,0.0016799201,0.0033797187,0.0054852232,0.0023117912,0.38339301,0.0088910759,0.98373081,0.0004967821,0.90088212,4.3952415,1.045037,0.94549273,1.8814522e-11,0.98377708
2026-02-17T18:35:37,0.4,24,c2426787,0.031930,0.1477,0.4073,0.005315,0.039746,0.000000,0.000000,1.2,1.8,0.25,0.38,0.0007715447,0.032079418,0.0075513499,0.0022342865,2.9381061,0.034877923,0.8363144,0.0022783156,0.45844779,3.694934,0.81358796,0.87851457,5.9042269e-11,0.84193978
2026-02-17T18:35:43,0.5,32,4f92aeeb,0.012006,0.1358,0.4364,0.004091,0.022598,0.000000,0.000000,0.5,0.6,0.14,0.83,0.0028652159,0.020218158,0.0068431166,0.0027596148,0.85118419,0.020382027,0.13690345,0.0018509129,0.89867835,4.0725448,0.98791439,0.8175453,2.7290879e-11,0.15448142
2026-02-17T18:36:27,1.2,88,7b953183,0.008164,0.1365,0.4434,0.001896,0.005028,0.000000,0.000000,0.4,1.2,0.48,1.34,0.00033955916,0.049535726,0.0019099572,0.01307726,0.84540252,0.11775338,0.105422,0.004411262,0.010533364,4.8414153,0.88733671,1.0280104,3.6199303e-10,0.21075104
2026-02-17T18:36:34,1.3,96,62c3f4da,0.002049,0.1412,0.4482,0.003255,0.018912,0.000000,0.000000,2.0,0.7,0.24,0.21,0.00099129118,0.0083484463,0.0013923079,0.010141463,0.79307637,0.0062716701,0.039278984,0.00172034,0.22153193,4.8859712,1.0238565,1.01627,1.9255533e-10,0.045300381
2026-02-17T18:36:53,1.6,120,5680da5f,0.000318,0.1410,0.4433,0.003000,0.003830,0.000000,0.000000,0.3,2.4,0.22,0.64,0.00047497422,0.011672902,0.00098100532,0.0046179447,0.57427571,0.007489609,0.025467918,0.0030107633,0.26375607,4.1999311,0.99618461,1.0508537,3.3248685e-10,0.032764236
2026-02-17T18:39:05,3.8,280,08f4fe42,0.000256,0.1449,0.4458,0.002010,0.001510,0.000000,0.000000,6.0,2.9,0.28,1.20,0.0015167698,0.019004165,0.0012135759,0.0145729,0.13771938,0.031526367,0.26104524,0.0025376794,0.24978989,3.6240032,1.0522828,1.1936594,1.0796495e-09,0.28431569
2026-02-17T18:39:36,4.3,320,8a16855a,0.000121,0.1436,0.4568,0.002186,0.000315,0.000000,0.000000,3.4,3.0,0.67,1.16,0.0013005224,0.019132152,0.0010542802,0.0084029247,0.25215226,0.079599774,0.33111339,0.0033314727,0.33270779,3.6989943,0.9338604,1.1442854,1.5638727e-09,0.3843235
2026-02-17T18:41:02,5.8,432,55b14be1,0.000111,0.1450,0.4578,0.001474,0.001737,0.000000,0.000000,4.7,6.5,0.34,0.59,0.00085490545,0.02703167,0.0013974037,0.012948164,0.12864429,0.056898111,0.35580977,0.0042695957,0.16047127,3.6534027,0.88109567,1.1941629,1.0565599e-09,0.3924274
