id,cost,velocity_scene1,velocity_scene2,velocity_scene4,velocity_scene_wheel,cost_scene1,cost_scene2,cost_scene4,cost_scene_wheel,velocity_scene1_f10,velocity_scene1_f30,velocity_scene1_f50,velocity_scene2_f10,velocity_scene2_f30,velocity_scene2_f50,velocity_scene4_f10,velocity_scene4_f30,velocity_scene4_f50,velocity_scene_wheel_f10,velocity_scene_wheel_f30,cost_scene1_f10,cost_scene1_f30,cost_scene1_f50,cost_scene2_f10,cost_scene2_f30,cost_scene2_f50,cost_scene4_f10,cost_scene4_f30,cost_scene4_f50,cost_scene_wheel_f10,cost_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping
de94673d,2.523765635653989,-0.0043666634803059936,0.024363630223912858,0.030638066017786573,0.013451033981260515,0.21661831472631093,0.4157289292922035,0.7886066756833894,1.0723552806338759,-0.009421073529724032,-0.016255570958478557,0.012576654047284608,0.007853531967356327,0.03133163754302143,0.03390572116136082,0.029182330839954484,0.03039544875209453,0.0323364184613107,-0.0019166920575960297,0.02881876002011706,0.023152207927965303,0.09725816880508069,0.09620793799326496,0.03278628098847075,0.1127787302371089,0.2701639180666239,0.03658262426427392,0.3003241662320546,0.4516998851870609,0.12578339498239852,0.9465718856514773,0.0010251245028333018,0.0081452228834028,0.05388550972627239,0.032264159755217826,1.3732811017109758,0.8786825401722523,0.967195635410058,0.003013064775868027,0.34357064882920496,4.238957941734388,1.0499639418097841,0.6268338183958506,1.5895195609747346e-10
5e831de6,1000000.0,0.20128075867347064,0.3016961381331241,0.06241444632287896,0.27497386589282924,1000001.3896220846,500001.4065818004,1000000.3393847601,0.9944055008318888,0.01455160651173457,0.5892906695086774,0.0,0.05498540265688188,0.5951061910393831,0.25499682070310736,0.006956650330514138,0.18028668863812275,0.0,0.092666502713839,0.45728122907181945,0.11127263037398971,1.2783494541664033,1000000.0,0.07626609147972627,1.0054585072267512,500000.32485720166,0.1557629644556489,0.18362179558158187,1000000.0,0.12125013347963856,0.8731553673522503,0.012566714402740056,2.0491083193323006e-05,0.004648529464471078,0.06859197803555887,1.566775715612735,0.807789049181908,0.99825386326403,0.0008217421491921298,0.1036056441047256,5.224294226195818,1.20925050467342,0.7486598515275547,1.8029946334156742e-09
cceaadbd,3.422751655617651,-0.0065027280042643035,0.00805350204520743,-0.013786300082088533,-0.020255079546247824,0.32205235727391135,0.7734398830647087,1.0821870739020532,1.1926652949704,-0.013854233416703582,0.011675299208449168,-0.017329249804538496,0.022473917781732015,-0.008649274516037305,0.010335862869927583,-0.023969362857085168,-0.019158624044617677,0.00176908665543724,-0.04481033586741666,0.0043001767749210095,0.10844456971117919,0.06292163237580523,0.15068615518692696,0.06577311692779081,0.2812892572248186,0.4263775089120992,0.1168868287802859,0.4337554456531263,0.5315447994686411,0.19478120347818567,0.9978840914922142,0.00022050811999490083,0.0019503674657594988,0.0009473931399354601,0.053671807477258665,0.6291017535597073,0.8328827668466402,0.9581785041561401,0.0013237958252098698,0.5945151843610942,5.7776581995346445,1.268819043030958,0.5705888981237057,1.2815339495015978e-10
2620fba8,3.924569293782385,-0.019064491939049088,-0.015544508703190818,-0.017643937439253923,-0.02262765970703605,0.46444016302677815,0.8463246633731043,1.2667442467178223,1.3159866184836868,-0.017227596362338265,-0.02885816940978615,-0.011107710045022843,-0.02064199679740942,-0.023884479086709334,-0.002107050225453707,-0.014797133886943413,-0.02995802012922235,-0.008176658301596008,-0.052393294411588055,0.0071379749975159605,0.08070595163302652,0.14440486091769159,0.23932935047606008,0.10210300055163274,0.30975585211682544,0.43446581070464607,0.142338174505748,0.4958668298422426,0.6285392423698315,0.2771028114463696,1.0388838070373172,0.0076688540688596,0.000183345418139068,1.7400946509643106e-05,0.06105352358216681,0.44707456273894197,0.9432422773565694,0.9511723407636401,0.00015626889709185587,0.4694342434653157,5.5616668481147515,1.2656274548612934,0.7742156078961218,2.457817499718481e-10
5f0b2aae,1000000.0,0.0,-0.00419063396268082,-0.035700596877823586,0.0,3000000.0,500000.9006751494,1000001.8976839206,2000000.0,0.0,0.0,0.0,0.0006443371699943953,-0.03781457644259009,0.024598337384553238,0.08388372760527901,-0.05023574200800314,-0.1407497762307466,0.0,0.0,1000000.0,1000000.0,1000000.0,0.3482308545331479,0.3765414925743889,500000.17590280226,0.09019767286504507,500000.39521786437,500001.4122683834,1000000.0,1000000.0,6.444391972846268e-05,4.5782066828772506e-05,0.007346445881606785,0.09816891341683859,1.6555600228098515,0.8368970973782733,0.9682823347354559,0.00020083349039338923,0.38032963076640725,1.5152979776101865,1.3853864858801224,1.4365881447245998,3.7403366638055843e-10
60f2bb26,2.8208029569146,0.03957086593044127,0.06362770055610305,0.026134268047824576,0.0014942152310249007,0.1881734249631155,0.5135183915283361,0.7894950451198561,1.2077125254300412,-0.011153786600639254,0.04568081146148062,0.08418557293048246,0.03883407319657535,0.08092439489315792,0.07112463357857589,0.004936748655853772,0.049181765656938034,0.024284289830681927,-0.022405223766271735,0.025393654228321537,0.04797658422848782,0.06747607425879894,0.07272076647582873,0.12285076114886775,0.15399382094280428,0.2366738094366641,0.06579784314002836,0.2587624410260009,0.4649347609538269,0.21667775498952657,0.9910347704405145,0.3954294848807081,3.556698060186069e-05,2.852958678307942e-05,0.0751442339641902,0.7017442897347281,0.9233057877025929,0.9513847977812933,0.00041781767208745184,0.8316431360154156,5.931216436744717,0.8340273097140976,0.7439937676989383,7.101674030284956e-10
c9032ca4,3.34571105206011,-0.0018087294547443728,0.018895554459943325,0.01966216408927139,0.031514799217272474,0.37441609637151385,0.7130149411373312,1.053851892616947,1.1662960435437362,-0.010285239684322305,0.0043370960030541346,0.000521955317035052,0.016642632161243343,0.040619030224109905,-0.0005749990055232681,0.03283266619106505,0.006440590927357253,0.019713235149391873,0.03695060406079402,0.026078994373750934,0.09802595350964519,0.16492828058242043,0.11146186227944818,0.0929381224062753,0.21458724786787992,0.40548957086317594,0.13666122123728175,0.4436911774358826,0.4734994939437825,0.17253543978896863,0.9937606037547676,0.047242413437132764,0.00019607922425239608,0.0007961196894764353,0.08363831728391771,1.0354626116814198,0.9189798657865997,0.9590865910384753,0.007009788380427953,0.1731465954205973,5.415900296639594,0.9296610988969498,0.5373654587766254,1.6132439449454278e-10
c07be558,0.3582916471630913,0.11889204664009789,0.21577086535028803,0.2518367855089072,0.33216352380818337,0.11378066743606025,0.030479537936799805,0.0739347980786892,0.02725883046194669,0.08460208311972817,0.14510546386930762,0.1269685929312579,0.12499464913912038,0.24092360911475957,0.2813943377969841,0.12153651717654311,0.3090111999954228,0.32496263935475567,0.21026822626674763,0.45405882134961906,0.005600113742075015,0.06918339417118367,0.03899715952280155,0.008775189827137892,0.018842541695430155,0.0028618064142317563,0.0004640430351726605,0.008806573007056945,0.0646641820364596,0.023337321526028902,0.0039215089359177875,0.032089559255456056,0.06047188171198116,0.00017908980000151504,0.003411077694414611,1.9755271704547928,0.8113933844554214,0.9777602515864405,0.00019902370507284787,0.4818956610345735,3.1706143491143335,0.9966531672542354,0.8502913716550873,1.073886454933248e-09
1136fc6f,1000000.0,0.11535018387092812,0.1381551173602423,0.22543878849355492,0.20439932314772952,1000000.3694453606,500000.9653901406,1000000.8674127088,0.6310368518782719,0.05596516347196978,0.2900853881408146,0.0,0.0745442835676,0.32530235068473895,0.014618717828388006,0.12548769382806674,0.5508286716525981,0.0,-0.04882389895300556,0.4576225452484646,0.10457788397792733,0.264867476614132,1000000.0,0.09016662190361441,0.6269068880630908,500000.24831663066,0.09733790575497225,0.7700748030710896,1000000.0,0.3070528256953326,0.3239840261829393,0.1275823100392174,0.03413981076557398,0.00016354619314682428,0.09517116675273961,1.7418430393834061,0.8118394587603737,0.9567771183756502,0.0005095359082904493,0.6085832815033362,5.767400750948968,1.1299010664811902,1.4922939998623368,2.391550478094743e-09
2c9e23fc,2.982024639429419,0.0002975186401809558,0.1440567287643464,0.2385764573179645,-0.08374095250497643,0.2508082254504633,0.08495196288035631,0.09280770709637601,1.8171856330208431,-0.028454946293256053,0.00025115108714023667,0.029096351126658683,0.05742378441053275,0.1560180137976534,0.218728388084853,0.12212008955547576,0.3547404358752879,0.23886884652312979,-0.05879346853997243,-0.10868843646998043,0.10715587515555176,0.07150340058294775,0.07214894971196377,0.050102295074482654,0.00611109600029758,0.028738571805576082,0.0027090147108116604,0.034204136498606895,0.05589455588695745,0.21644091458985032,1.6007447184309929,0.0008034748773222976,0.002687100637069945,3.6653130311076474e-05,0.005733974600595264,1.3856447107447096,0.9552280380698711,0.9650889395916918,0.0003061348008977494,0.5829468848594547,2.2318455955127807,0.9757148178123797,1.0174131865987253,3.693169005225914e-10
