id,cost,elapsed_min,velocity_scene1,velocity_scene2,velocity_scene4,velocity_scene_wheel,cost_scene1,cost_scene2,cost_scene4,cost_scene_wheel,velocity_scene1_f10,velocity_scene1_f20,velocity_scene1_f30,velocity_scene1_f50,velocity_scene2_f10,velocity_scene2_f20,velocity_scene2_f30,velocity_scene2_f50,velocity_scene4_f10,velocity_scene4_f20,velocity_scene4_f30,velocity_scene4_f50,velocity_scene_wheel_f10,velocity_scene_wheel_f20,velocity_scene_wheel_f30,cost_scene1_f10,cost_scene1_f20,cost_scene1_f30,cost_scene1_f50,cost_scene2_f10,cost_scene2_f20,cost_scene2_f30,cost_scene2_f50,cost_scene4_f10,cost_scene4_f20,cost_scene4_f30,cost_scene4_f50,cost_scene_wheel_f10,cost_scene_wheel_f20,cost_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f20,lateral_scene1_f30,lateral_scene1_f50,lateral_scene2_f10,lateral_scene2_f20,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f20,lateral_scene4_f30,lateral_scene4_f50,lateral_scene_wheel_f10,lateral_scene_wheel_f20,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f20,tumble_scene1_f30,tumble_scene1_f50,tumble_scene2_f10,tumble_scene2_f20,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f20,tumble_scene4_f30,tumble_scene4_f50,tumble_scene_wheel_f10,tumble_scene_wheel_f20,tumble_scene_wheel_f30,yaw_scene1_f10,yaw_scene1_f20,yaw_scene1_f30,yaw_scene1_f50,yaw_scene2_f10,yaw_scene2_f20,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f20,yaw_scene4_f30,yaw_scene4_f50,yaw_scene_wheel_f10,yaw_scene_wheel_f20,yaw_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
68b706a2,2.4061930444754833,10.9,0.082891952775483,0.13054234620967592,0.2022714901546641,0.2682564339061828,1.2303278987619752,0.7172635226156079,0.2917493405211049,0.14405378198606977,0.047072542949749815,0.08389407337757299,0.09862255437379631,0.10197864040081286,0.0777741687227704,0.11890749817591675,0.14137668704824624,0.18411103089177022,0.10568415342979416,0.15465472484058648,0.24786180730258256,0.30088527504569323,0.13506500350159711,0.285800676027165,0.38390362218978624,0.03249949726866379,0.5655853082736045,0.14306712696897633,0.4891759662507307,0.02126496323721144,0.013275998909662034,0.22686697307183648,0.45585558739689797,0.01647219434273342,0.12803797085015167,0.04799328575860696,0.09924588956961285,0.01615843689165086,0.021576703042120605,0.1063186420522983,0.0010312597958058456,0.007946922493225162,0.008571622960667578,0.0028435556556555748,0.0012415992649681218,0.004306613990249034,0.009192676835989623,0.016916332967558234,0.007035707996465287,0.005427381031029671,0.004364456093086145,0.024911826429092496,0.0027013344930791197,0.003941110724600928,0.008614598387762665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.142942650745605,1.6226308694737306,7.003360213648315,17.392752225943994,0.20515430595815273,2.1416604464175855,2.9267118671329366,20.28103930764087,2.8225798239817426,4.450660476523385,14.269690270566803,5.10440739468562,0.8790400818041029,1.5319955562277319,6.052355331108886,0.22673441401876593,0.00016329210047144903,9.029057764067224e-06,0.0006880405972417177,3.0909166393245036,0.32198321705896416,0.6494503366800912,1.7841841411252868e-05,0.4333039311436977,5.050514213052874,0.7821553396485826,0.9687251214307032,1.7590925623162944e-10,0.3567544198095033,1.4817338592513772e-06,0.000487494700959371,0.7622564999811042
f74e6238,1.3713665582655978,10.9,0.10348773583079726,0.1538614551795872,0.2331161939880626,0.3063580790707871,0.31545352840032614,0.44971047013074855,0.5225729057760563,0.04816142205693665,0.05979985376445781,0.10941295829659016,0.11503601586585244,0.12970211539628862,0.10337453570512463,0.11013708392594879,0.14913028708147005,0.25280391400580526,0.10465246026476475,0.15321716890367296,0.2613438018987979,0.4132513448850148,0.15670742233456472,0.302407444156037,0.4599593707217595,0.1410628905129987,0.09030506261589978,0.004805201023230783,0.07928037424819692,0.29398936660576114,0.0037080337377053216,0.14393123850231965,0.008081831284962449,0.022123304496911002,0.14073179005647007,0.015312361307838206,0.344405449914837,0.04451972614286109,0.0006501886026030303,0.0029915073114725305,0.00019133769893513349,0.00017491316769367412,0.002869053420222214,0.012126610431804555,0.00041154676909874356,0.0003824444201427337,0.000502647764428437,0.0052210743582472964,0.004252491097801282,0.0010404030122788815,0.004347009439674845,0.009205949829490233,0.0018384893906768494,0.002638202460569199,0.0037915573747015073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5344854856506571,1.6903377541750213,1.1759467125867744,6.6437676657580145,1.2754238210682265,1.8292193870697948,1.4228939554429667,7.3389085366095745,3.2288484016623253,0.6046342017337186,8.495956612447255,4.663166296171674,1.3147774827330567,1.2497745866814247,1.3507353894548726,0.5231868102943337,0.00019459389448163816,5.636079261170974e-06,0.001161122758611386,2.060679474058083,0.6176439376717764,0.910444539175873,2.908960047151555e-05,0.4326481704938259,5.056683842500314,0.7324832647936667,1.1599938067770021,4.630919587041799e-10,0.020090243821315572,1.2022110048251761e-06,1.6643583957796526e-05,0.9656668821853798
5b91fad4,4.637746073360571,10.9,0.07128359888650179,0.12463600616823003,0.228650622460394,0.3581200233816313,2.4410963104039576,0.9149929943568165,0.4916545689656046,0.6908339213318277,0.04258237800722247,0.0720664584008777,0.06901639804582739,0.10146916109207957,0.07376105060406944,0.09785868459698407,0.12205779216681488,0.20486649730505177,0.10777674823780428,0.14636598391194033,0.2590840351729449,0.4013757225188864,0.18117521431457376,0.3639612252562457,0.5292236305740744,0.1416462446527871,0.924151430861525,0.876084727117552,0.49921390777209346,0.06435617020802352,0.09084636342816203,0.5134424856420712,0.24634797507855982,0.007504811567749666,0.21023208861192286,0.01709793385512355,0.25681973493080856,0.35163730822495287,0.1808912744732936,0.15830533863358134,8.171936020099099e-05,0.004997824048232361,0.001296740259732892,0.011550070954001422,0.0007606789904133028,0.0022553970156671235,0.0010425364963994315,0.004218215045912741,0.0020922925174523283,0.005988028173211709,0.0069356436974377005,0.007737848920420662,0.0014798825407136248,0.0021309560294750793,0.0045953309390777295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9457655493132754,1.497844181209177,2.366725387090187,9.823733795276333,1.7653755755330691,1.3889170222152905,1.7913299121917252,4.196001041010035,1.7075440610979922,1.9000669291823138,3.608937415054824,1.7051770742598698,1.3168466383854156,0.34659569995564055,0.31684304913075234,0.2875974420830166,0.0001954245640684782,4.064314823214055e-06,0.0007920045927898359,2.033541978400421,0.4605992091479845,0.6867871347412484,2.551579993273915e-05,0.6905946366227835,5.084090817108878,0.5770413707872953,1.1718487650541325,5.056157140303135e-10,0.34966079412097395,1.0588873497733261e-06,0.0009468820476374192,0.8309840540609296
f033d9c3,3.6017696922900666,12.6,0.10803830194939362,0.16253870551876992,0.23987752596464096,0.3627807660754896,0.6907161003041583,1.5067604929323386,0.5363347095526504,0.7872091728333395,0.06757870070997385,0.12178812778798237,0.12174742585091586,0.12103895344870239,0.12563081509910054,0.11441438148092917,0.14372117984317725,0.26638844565187264,0.10170166882741916,0.16034524042114565,0.27658348251232845,0.42087971209767056,0.18352868224126787,0.365080039418753,0.539733576566448,0.511669828038752,0.006667433038235014,0.0033844889691190313,0.16899435025805223,1.3004387894764036,0.0042324733143467,0.19976360910318902,0.0023256210383991796,0.0430660471737232,0.08325992595833998,0.0005799242349908389,0.4094288121855964,0.3966028193957928,0.18789792297689667,0.20270843046064999,0.0004427419828436772,0.0014947484859943758,0.001958241455331577,0.019380515218068967,0.001511331119828063,0.0015532935146656546,0.0027634504185320057,0.013548565798219506,0.0009093674818073355,0.001665080446359531,0.005092389245317319,0.019059973023567912,0.002465481491088142,0.0009288020349375089,0.0019842645387856688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1525536178575417,1.6751428304116518,2.7308489022535305,7.373226779477869,0.7364386163573493,2.6106150853248193,2.4789812473443322,3.802366477220445,0.8186250519417976,1.5976412629321517,4.046779316113336,7.787441977053466,0.7049171061125122,1.1713440505366546,1.206073388803255,0.5899121404811133,0.00017511628545011586,1.0442934999084226e-05,0.0008506445243017853,2.041299016767959,0.47063613685482625,0.6272520258776816,2.9918553109815944e-05,0.1887511028720779,5.142492927841513,0.5873443229813412,1.0686897418753338,3.206118789884245e-10,0.3502646796241462,1.0517474056141708e-06,0.000761281661118706,0.8026179672364846
a2003bb7,1.4984772852101471,12.6,0.11108399008271476,0.16180748772523146,0.23906883408919513,0.2975173256329551,0.29498417315418596,0.639129866471739,0.4904329474596879,0.03802533074726618,0.06281781150553359,0.1224145088059614,0.11818686820992245,0.14091677180944157,0.11013773249104876,0.12590925525627453,0.16784908993783612,0.24333387321576633,0.11157303324871153,0.14588895820886819,0.3048918561617237,0.3939214887374771,0.14543208426671206,0.28197952800072096,0.4651403646314322,0.2574416736372588,0.004972274980029119,0.009404447372991082,0.02316577716390699,0.524138277173561,0.06415030464310296,0.021404550086270808,0.0294367345688041,0.00012999075595306883,0.21586667034550444,0.0620477654525764,0.21238852090565405,0.0012464076873787003,0.03037774522901299,0.006401177830874494,0.0001172034861884642,0.0005144008529153262,0.004215743463458547,0.013390771339913827,0.00033086675862692715,0.0008865149799771314,0.0031395362069211977,0.011709289056035854,0.0008590015013257821,0.008163087315946624,0.007819033829004817,0.02527971320665683,0.0025142269936305633,0.0027974649697706166,0.00610528776980839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3551535097402385,1.0400061576002322,6.238286774074318,12.185231479299613,0.6540891434750429,2.5071129682971405,1.0668066045184967,13.449052857196323,0.9663863028121114,7.063078006858537,5.055402366633515,18.51353973535988,0.6561875702050646,0.726353777630184,0.6577837318316124,0.5417098154880348,9.61586816216579e-05,5.604426561150973e-06,0.0008335704645355787,2.367797608599023,0.45333239984244356,0.8494975915728666,2.1939066130480304e-05,0.6108225983947536,5.4260943610674905,0.8297236074367841,1.025857938957433,4.740656987933027e-10,0.16868044839201507,1.331266373407445e-06,6.872880892372023e-05,0.9176402598080493
2215148a,6.169688736245566,12.6,0.09959815630361903,0.20322229948291148,0.29513387524976015,0.29849259616384577,1.6917187254593442,2.542402818141115,1.7848497569941375,0.013328196252976838,0.021856691198646038,0.1257335754779643,0.11481903207042328,0.1359833264674425,0.12988525446197802,0.15047126916801187,0.19725530802693658,0.33527736627471955,0.12194725594062839,0.21418897167054368,0.368622196470962,0.47577707691690646,0.1471551520186964,0.2931291802143223,0.45519345625851865,1.642286149752933,0.00037639254063513087,0.005957504501142572,0.04309867866463341,1.5742859431526848,0.5460315491215214,0.04838405335473584,0.373701272512173,0.03858241853730235,0.13358742114981037,0.5856545699032127,1.0270253474038122,0.0038235533405502277,0.00859068101685762,0.0009139618955689907,0.0007656909933795495,0.0068906368947128545,0.0011736616848966569,0.032210113112963706,0.0014194884823648377,0.0017398651728831433,0.0036377446345392545,0.01676965150228991,0.00060705186934159,0.0023325300677799906,0.008440560498957271,0.007476523130523051,0.0036044088998835396,0.0013007690837404115,0.0036325121090336346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.041666704144745,5.292381892015684,11.667862123564003,11.563184779289413,0.2564004115401933,1.6585757448527072,0.4944399665853825,12.708431023630999,1.2331506782019748,1.3399993480450823,10.63799906932264,1.9775255622576187,1.0008485498149953,0.81161948780033,1.2922019817446433,0.7850830896588377,0.00010345136222337655,1.1296751453639443e-05,0.0015199851580853627,3.638183652087345,0.5839270222433547,0.8156677845968654,2.535373673904753e-05,0.5690574469262962,5.167790023578655,0.8186518065782746,1.1308799730918622,2.340758135558384e-10,0.10752766578270381,1.196558067844269e-06,3.01622007359977e-05,0.9232227794622787
82ac2b2e,2.6429242290111294,12.6,0.0962380369629108,0.17392404812618192,0.1905729796088397,0.3053099641478685,0.5675232722520741,1.2414040425456567,0.7214571266949061,0.04877397607783678,0.05794102014881278,0.10684692662688201,0.1102559898349823,0.1099082112409661,0.10986206534506944,0.14648145766165366,0.20438012488209567,0.23497254461590897,0.08366597305707024,0.16777511340988055,0.2686033440308884,0.24224748793751963,0.1407881705523935,0.334065670099284,0.44107605179192794,0.08669962376216675,0.12019415573110803,0.02531497365416626,0.33531451910463306,0.5135297612296585,0.4356202470977798,0.09556204980789641,0.19669198441032196,0.3218148572882935,0.03932369540888142,0.004625620350379363,0.3556929536473518,0.0035068629783135347,0.04284457749082405,0.002422535608699198,0.0023290306281027635,0.008688638243850322,0.002440485871033719,0.014439826537648276,0.0014071991818353535,0.0032504184960157334,0.011103267032346651,0.014183425165014741,0.004909813986808737,0.003846009883863753,0.007590084570750135,0.053450622719759214,0.0030097530557339548,0.006171466095559731,0.013599159706172651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830493916990568,5.3103091736599755,10.870819467651515,10.151116463791057,3.384331744396658,4.014709200856336,12.38163584996858,2.81135461624038,3.9993602186361095,3.966330708944579,1.586703250963022,22.203826751310146,1.847804429747064,0.7283116330535252,1.8094166038693111,0.4629169081323126,0.00028237015574442603,5.770929581434762e-06,0.0012833317068153124,2.949288586757016,0.38654028920670636,0.9194668809292311,2.5952439187358808e-05,0.5047152669864904,5.024943457073857,1.0177031005794863,0.7914739021915889,2.69047481457359e-10,0.27914781161281554,1.169461529830261e-06,0.00014751359757331518,0.9505042293774714
d79f8aed,2.1846259317853547,12.6,0.09617435944899823,0.15083369312773356,0.23726549301434008,0.3108815330204607,0.846773747269002,0.5964463062525011,0.6176962875851572,0.06828803852396795,0.06382707481425173,0.10195495883275733,0.10085798906788895,0.1180574150810949,0.1061330602363197,0.10256339426586922,0.1483552914789232,0.24628302652982217,0.1035389639561097,0.1482019514178834,0.2781191082912681,0.41920194839209896,0.15920254287286312,0.3108784501966445,0.46256360599187435,0.3041141085093613,0.1870069043092694,0.11298308759383455,0.2426696468565367,0.3798834030980648,0.04340311310792973,0.1513652469947837,0.02179454305172292,0.029228416307380375,0.190118628088611,0.0051530211717502284,0.3931962220174156,0.06246250687391566,0.0014243614554489777,0.0044011701946033085,0.00017746343222579787,0.00026890902128492674,0.0017261547929836433,0.002213100577917121,0.0005312747158258737,0.000943055809044301,0.0010056308063572856,0.006617084386813409,0.0015672400496382507,0.000973428309947612,0.0180790215915503,0.0041008738604203475,0.002127918241433208,0.002939446512784258,0.005237827059942332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.434832435781786,0.6573570536004276,3.5626289964897717,19.73835699668226,1.6281918169247,1.9911323278230184,2.8048503254386343,5.419655574653144,1.0229677676362718,1.3881587856452493,2.4385009488456646,3.4919409952961913,0.8408183684252243,0.9215906483358757,1.4471521370321716,0.5565557432217412,0.000149683444312262,5.676211983882728e-06,0.0012658337912419355,1.5608745899189032,0.5707386196497913,0.8151911061408428,2.8886480929436684e-05,0.4442034800405976,4.938671360642384,0.7041076450571935,1.1811370994573331,4.4706428011744915e-10,0.2261848892111041,1.2313849815674323e-06,1.991448298898366e-05,0.920587160010409
c36b083d,2.244312791683527,12.6,0.10589873263260288,0.19162864041629918,0.2586149121455933,0.3455894635754688,0.2083059918735269,1.0671676576319522,0.48571285475137255,0.4522072164684247,0.053301037260418724,0.116297836225504,0.12916958025281866,0.12482647679167014,0.11049875782522996,0.1386093002035682,0.20535254675613074,0.3120539568802679,0.12139436196038396,0.1836054942094851,0.3341393431998312,0.395320449212673,0.17598198479571348,0.33584129190764683,0.5249451140230461,0.008420482037691157,0.03209267583989736,0.039024920269278084,0.1287679137266603,0.538288548053289,0.2544023108693738,0.1028390286368552,0.17163777007243414,0.03437874069604341,0.0012860661530865651,0.2348324475628666,0.215215600339376,0.26205170905262454,0.048386692682364604,0.14176881473343556,0.0006259139675913013,0.005565970774314465,0.005295534645866551,0.012607703386595908,0.0011108014313861222,0.0030453561301494137,0.003454111787675487,0.0020125029933304333,0.0021194285315022147,0.004428475881703435,0.012106511350278546,0.017696840069421897,0.0023989654969889117,0.005153857667727919,0.004572832059406272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.443952715216548,2.239161932512817,6.248186923230899,9.216444873408177,0.4895446152094934,3.0957013887334384,1.8453198049780617,0.5195878289654124,1.1389241866666853,1.928130689407944,3.780634189826265,6.385410374953833,1.1041067312464299,1.1241468319198857,0.5259006728295644,0.45987274280808554,9.297098402291126e-05,9.729012593050066e-06,0.0014656270811366228,2.633300600855816,0.35097361499537866,0.6557840086424014,4.223968135481457e-05,0.6002930443399614,5.070999843224582,0.8635460335248465,1.1397899322137115,3.087651787676726e-10,0.0889328040319729,1.365460885186445e-06,0.0011848760725330985,0.7765291610675316
d8f175d8,3.091234892616513,12.6,0.09260056615001526,0.16255545683478095,0.24686364507198366,0.33877359758369896,0.6537531199981566,0.49552652772369515,1.5722389122956157,0.2901093134959023,0.055969341048630585,0.10468528777531116,0.09984199747762694,0.10990563829849238,0.1019099376664571,0.13017461126868757,0.15164450865070098,0.2664927697532782,0.07332230757208005,0.20326444327656354,0.24707382165406833,0.4637940077852227,0.1668741026217935,0.3415073859572466,0.5079393041720568,0.04338573125774098,0.14778303175636062,0.12690091800597292,0.33568343897808206,0.25285299007736883,0.11395856126958341,0.1211557112868345,0.007559265089908381,0.5983197430569415,0.05478167333948828,0.05060213554762127,0.8685353603515648,0.13665686447645514,0.06820027522876115,0.08525217379068602,0.0003063389638294127,0.006386903790075357,0.008066614098867718,0.012938141507370176,0.00010794171836969044,0.0006389698931560185,0.0007257153612992964,0.011498500799585337,0.0017115116665647472,0.008532283748075797,0.0025289470343399833,0.012394755607825757,0.0007008044132024195,0.003885412576858207,0.004110969558344749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1284436193481868,1.0898318841935135,4.466539018669145,11.82538395083788,0.9901625519021715,0.8271751640338963,2.5410396745718145,4.509135137131786,3.4999986032599204,5.318728403195812,0.7788143998953915,4.471898476688312,1.6453373448137816,1.5013185599053018,0.7426232663393391,0.46398091372158634,0.00020700289119111442,7.265053942137446e-06,0.0015194145018973119,1.8636501057944996,0.09965848469110605,0.9895446052091629,1.936905073894365e-05,0.40759619965212485,4.723357053325343,0.5363299770172815,0.964060743948168,3.7260734217442023e-10,0.24903733986761376,1.2179594506254158e-06,0.0006030344745042897,0.990487619550344
