timestamp,n_eval,id,cost,vel_scene1_f10,vel_scene1_f30,vel_scene1_f50,vel_scene2_f10,vel_scene2_f30,vel_scene2_f50,vel_scene4_f10,vel_scene4_f30,vel_scene4_f50,vel_scene_wheel_f10,vel_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping
2026-02-12T18:45:30,8,c07be558,0.358292,0.0846,0.1451,0.1270,0.1250,0.2409,0.2814,0.1215,0.3090,0.3250,0.2103,0.4541,0.032089559,0.060471882,0.0001790898,0.0034110777,1.9755272,0.81139338,0.97776025,0.00019902371,0.48189566,3.1706143,0.99665317,0.85029137,1.0738865e-09
2026-02-12T18:52:17,80,67e69184,0.222222,0.0468,0.0924,0.0869,0.1197,0.1610,0.2019,0.1003,0.2512,0.4096,0.1638,0.4684,0.00076573541,0.047563075,3.4491355e-05,0.0014395409,1.646112,0.89210386,0.97872184,0.00045589539,0.26445746,4.7012993,0.5552388,0.76883973,1.194963e-10
