,mass_B,,,,
t,x,y,θ,ω,α
0E+00,4.5E+00,-1.675E+01,-7.496218E+01,,
3.333333E-04,6.240883E+00,-1.658812E+01,-6.938239E+01,1.820004E+04,
6.666667E-04,8.039435E+00,-1.566243E+01,-6.282882E+01,1.970715E+04,-8.394217E+03
1E-03,9.855952E+00,-1.47473E+01,-5.624429E+01,1.821836E+04,-2.166613E+06
1.333333E-03,1.124634E+01,-1.373216E+01,-5.068325E+01,1.767568E+04,-3.373706E+06
1.666667E-03,1.248115E+01,-1.22483E+01,-4.446051E+01,1.674664E+04,-2.96719E+06
2E-03,1.363758E+01,-1.124948E+01,-3.951882E+01,1.498403E+04,-3.491663E+06
2.333333E-03,1.485096E+01,-1.019578E+01,-3.447116E+01,1.478932E+04,-2.060336E+06
2.666667E-03,1.567042E+01,-8.923497E+00,-2.965928E+01,1.360533E+04,-1.912117E+05
3E-03,1.643776E+01,-7.805552E+00,-2.540094E+01,1.426262E+04,-6.553478E+06
3.333333E-03,1.64696E+01,-6.043602E+00,-2.015087E+01,1.052627E+04,-2.311513E+06
3.666667E-03,1.681046E+01,-5.586695E+00,-1.838343E+01,1.030226E+04,1.173026E+06
4E-03,1.692142E+01,-3.994659E+00,-1.328269E+01,1.371051E+04,3.784155E+06
4.333333E-03,1.71786E+01,-2.795586E+00,-9.243092E+00,1.171383E+04,-4.757707E+06
4.666667E-03,1.744203E+01,-1.671327E+00,-5.473473E+00,1.073269E+04,-2.891599E+06
5E-03,1.758622E+01,-6.411585E-01,-2.087966E+00,9.738983E+03,-1.519131E+06
5.333333E-03,1.760587E+01,3.132077E-01,1.019182E+00,9.637759E+03,2.72937E+04
5.666667E-03,1.766371E+01,1.339677E+00,4.337207E+00,9.913063E+03,7.340735E+05
6E-03,1.769121E+01,2.369277E+00,7.62789E+00,1.004546E+04,-1.55168E+06
6.333333E-03,1.779713E+01,3.470431E+00,1.103418E+01,9.094622E+03,-2.631418E+06
6.666667E-03,1.761287E+01,4.290615E+00,1.369097E+01,7.948342E+03,4.236926E+06
7E-03,1.715431E+01,5.027024E+00,1.633308E+01,1.155515E+04,5.124048E+06
7.333333E-03,1.638957E+01,6.421154E+00,2.13944E+01,1.275179E+04,4.046365E+06
