,mass_B,,,,
t,x,y,θ,ω,α
0E+00,-1.1E+01,-5.25E+00,-1.544861E+02,,
3.333333E-04,-1.029309E+01,-6.179197E+00,-1.490226E+02,1.727496E+04,
6.666667E-04,-9.490974E+00,-7.159889E+00,-1.429695E+02,2.074686E+04,6.077075E+06
1E-03,-8.168865E+00,-8.114495E+00,-1.351913E+02,2.211376E+04,3.559221E+06
1.333333E-03,-7.121552E+00,-9.041113E+00,-1.28227E+02,2.221269E+04,-2.579283E+06
1.666667E-03,-5.769409E+00,-9.840467E+00,-1.203829E+02,2.126903E+04,-8.492347E+06
2E-03,-4.774564E+00,-1.06999E+01,-1.140476E+02,1.612714E+04,-8.771073E+06
2.333333E-03,-3.68712E+00,-1.033669E+01,-1.096314E+02,1.471331E+04,1.104648E+07
2.666667E-03,-2.814816E+00,-1.109248E+01,-1.042388E+02,2.330326E+04,1.905274E+07
3E-03,-8.025902E-01,-1.12079E+01,-9.409592E+01,2.939003E+04,-3.010194E+05
3.333333E-03,1.070754E+00,-1.142401E+01,-8.46454E+01,2.260842E+04,-1.757825E+07
3.666667E-03,2.282568E+00,-1.176872E+01,-7.902364E+01,1.626449E+04,-9.843827E+06
4E-03,3.259789E+00,-1.122203E+01,-7.380241E+01,1.656579E+04,9.951829E+06
4.333333E-03,4.498732E+00,-1.112345E+01,-6.797978E+01,2.252078E+04,-1.816163E+06
4.666667E-03,6.200405E+00,-1.023347E+01,-5.878856E+01,1.80328E+04,-7.164892E+06
5E-03,6.643559E+00,-9.833892E+00,-5.595791E+01,1.357083E+04,1.39511E+07
5.333333E-03,7.94188E+00,-9.378454E+00,-4.974134E+01,2.871039E+04,1.667703E+07
5.666667E-03,9.625072E+00,-7.2051E+00,-3.681765E+01,2.832943E+04,-8.5671E+06
6E-03,1.063121E+01,-6.351325E+00,-3.085505E+01,1.84921E+04,-2.204536E+07
6.333333E-03,1.155135E+01,-5.26172E+00,-2.448959E+01,1.577178E+04,2.31696E+06
6.666667E-03,1.238486E+01,-4.591262E+00,-2.034053E+01,1.818135E+04,1.238633E+06
7E-03,1.294891E+01,-2.839584E+00,-1.236869E+01,1.936141E+04,5.972469E+06
7.333333E-03,1.335085E+01,-1.741774E+00,-7.432924E+00,1.938823E+04,-2.910889E+06
7.666667E-03,1.323424E+01,1.286148E-01,5.568023E-01,1.995386E+04,-4.723537E+06
8E-03,1.375805E+01,1.414392E+00,5.869652E+00,1.462518E+04,-1.245808E+07
8.333333E-03,1.373181E+01,2.497207E+00,1.030692E+01,1.202997E+04,-5.399352E+06
8.666667E-03,1.383015E+01,3.41996E+00,1.388963E+01,1.083464E+04,-8.341799E+06
9E-03,1.379728E+01,4.358211E+00,1.753001E+01,7.207173E+03,8.711794E+06
9.333333E-03,1.399627E+01,4.735953E+00,1.869441E+01,1.405953E+04,1.055317E+07
9.666667E-03,1.293984E+01,6.565615E+00,2.690303E+01,1.864636E+04,2.599835E+06
1E-02,1.217843E+01,7.353841E+00,3.112532E+01,1.258635E+04,-9.2507E+06
1.033333E-02,1.160974E+01,8.21831E+00,3.529393E+01,1.320986E+04,2.537252E+06
1.066667E-02,1.089E+01,9.115755E+00,3.993189E+01,1.441842E+04,3.420713E+06
1.1E-02,9.817865E+00,9.785777E+00,4.490621E+01,1.545755E+04,1.876312E+06
1.133333E-02,8.688763E+00,1.044225E+01,5.023693E+01,1.578023E+04,-1.300871E+06
1.166667E-02,7.623682E+00,1.106204E+01,5.542637E+01,1.459276E+04,1.866005E+06
1.2E-02,6.831801E+00,1.181656E+01,5.996543E+01,1.638095E+04,5.715616E+05
1.233333E-02,5.357961E+00,1.223303E+01,6.6347E+01,1.630805E+04,6.07972E+05
1.266667E-02,4.34459E+00,1.250228E+01,7.083746E+01,1.531727E+04,-3.300243E+06
1.3E-02,3.133285E+00,1.311004E+01,7.655851E+01,1.530585E+04,-5.293532E+06
1.333333E-02,2.118962E+00,1.344139E+01,8.104136E+01,1.130072E+04,-1.949311E+06
1.366667E-02,1.338198E+00,1.293253E+01,8.409233E+01,1.309484E+04,7.652051E+06
1.4E-02,5.086432E-02,1.274022E+01,8.977125E+01,1.773539E+04,1.225648E+07
1.433333E-02,-1.317691E+00,1.271648E+01,9.591592E+01,2.059376E+04,8.457361E+05
1.466667E-02,-2.849469E+00,1.186851E+01,1.035004E+02,1.930861E+04,-9.20506E+06
1.5E-02,-3.992956E+00,1.173707E+01,1.087883E+02,1.350169E+04,-5.942209E+06
1.533333E-02,-4.718614E+00,1.139087E+01,1.125015E+02,1.466131E+04,-3.924044E+05
1.566667E-02,-5.838812E+00,1.072582E+01,1.185625E+02,1.503361E+04,1.312211E+06
1.6E-02,-6.571399E+00,1.030552E+01,1.22524E+02,1.385209E+04,2.574468E+06
