,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.529907E+01,-6.991059E+00,-2.455849E+01,,
1.333333E-03,1.595011E+01,-5.348483E+00,-1.853762E+01,4.184116E+03,
2.666667E-03,1.65049E+01,-3.93228E+00,-1.340085E+01,3.039011E+03,-4.637866E+05
4E-03,1.694895E+01,-3.120988E+00,-1.043359E+01,2.695161E+03,-1.587511E+05
5.333333E-03,1.716811E+01,-1.869222E+00,-6.213751E+00,2.903453E+03,-8.107147E+04
6.666667E-03,1.739255E+01,-8.174904E-01,-2.691054E+00,2.375279E+03,-3.500251E+05
8E-03,1.748789E+01,3.672642E-02,1.20327E-01,1.953356E+03,-3.311686E+05
9.333333E-03,1.741841E+01,7.659547E-01,2.517894E+00,1.524963E+03,-3.192934E+05
1.066667E-02,1.719484E+01,1.258755E+00,4.186894E+00,1.071731E+03,-2.96664E+05
1.2E-02,1.726789E+01,1.624952E+00,5.375845E+00,7.427373E+02,-1.362465E+05
1.333333E-02,1.731972E+01,1.871593E+00,6.167527E+00,6.793351E+02,1.378246E+05
1.466667E-02,1.727412E+01,2.17837E+00,7.187405E+00,1.107115E+03,4.792647E+05
1.6E-02,1.703053E+01,2.733895E+00,9.119833E+00,1.968722E+03,6.907775E+05
1.733333E-02,1.674011E+01,3.691989E+00,1.243733E+01,2.97863E+03,5.734075E+05
1.866667E-02,1.663715E+01,5.106449E+00,1.706285E+01,3.551926E+03,6.090565E+05
2E-02,1.632996E+01,6.567625E+00,2.190913E+01,4.441157E+03,1.307833E+05
2.133333E-02,1.540099E+01,8.503884E+00,2.890593E+01,4.260307E+03,1.625635E+05
2.266667E-02,1.467047E+01,9.625689E+00,3.326995E+01,4.326827E+03,1.945519E+04
2.4E-02,1.346576E+01,1.147816E+01,4.044414E+01,4.832607E+03,3.649919E+05
2.533333E-02,1.236998E+01,1.287989E+01,4.615691E+01,4.90446E+03,-1.107836E+05
2.666667E-02,1.074348E+01,1.453101E+01,5.35227E+01,4.884053E+03,2.218447E+05
2.8E-02,9.123614E+00,1.52935E+01,5.918105E+01,5.101953E+03,9.582558E+04
2.933333E-02,6.878144E+00,1.6305E+01,6.71279E+01,5.536741E+03,3.201259E+04
3.066667E-02,4.893618E+00,1.700522E+01,7.394569E+01,4.964948E+03,-2.677093E+05
3.2E-02,2.914013E+00,1.716993E+01,8.036777E+01,4.83789E+03,-1.278139E+05
3.333333E-02,9.476319E-01,1.720135E+01,8.684673E+01,4.677382E+03,1.159811E+04
3.466667E-02,-8.487062E-01,1.710352E+01,9.284079E+01,4.774032E+03,2.147376E+05
3.6E-02,-2.841482E+00,1.684009E+01,9.957748E+01,5.317682E+03,2.812473E+05
3.733333E-02,-4.906932E+00,1.602857E+01,1.070213E+02,5.562855E+03,-1.012098E+05
3.866667E-02,-6.892998E+00,1.518724E+01,1.144118E+02,5.071533E+03,-2.349435E+05
4E-02,-8.344E+00,1.413969E+01,1.205454E+02,4.778985E+03,-1.624156E+05
4.133333E-02,-1.00097E+01,1.320847E+01,1.271557E+02,4.781958E+03,-1.714932E+05
4.266667E-02,-1.133999E+01,1.203486E+01,1.332972E+02,4.290926E+03,-3.722486E+05
4.4E-02,-1.24126E+01,1.094387E+01,1.385982E+02,3.75577E+03,-3.157446E+05
4.533333E-02,-1.326546E+01,9.883221E+00,1.433126E+02,3.444219E+03,-3.367711E+05
4.666667E-02,-1.40477E+01,8.852209E+00,1.477828E+02,2.924165E+03,-3.769104E+05
4.8E-02,-1.465337E+01,8.085623E+00,1.511104E+02,2.35054E+03,-4.365334E+05
4.933333E-02,-1.500905E+01,7.303909E+00,1.540509E+02,1.832995E+03,-2.092304E+05
5.066667E-02,-1.520889E+01,6.771943E+00,1.559984E+02,1.676155E+03,1.092249E+04
5.2E-02,-1.549669E+01,6.097861E+00,1.585206E+02,1.966242E+03,3.882531E+05
5.333333E-02,-1.584065E+01,5.379732E+00,1.612417E+02,2.619362E+03,5.752285E+05
5.466667E-02,-1.607131E+01,4.154649E+00,1.655056E+02,3.597719E+03,6.747807E+05
5.6E-02,-1.636331E+01,2.639838E+00,1.708356E+02,4.393752E+03,1.916423E+05
5.733333E-02,-1.657856E+01,8.043687E-01,1.772223E+02,4.242999E+03,5.437119E+03
5.866667E-02,-1.654871E+01,-6.21359E-01,1.821503E+02,4.132947E+03,-1.394939E+05
6E-02,-1.630363E+01,-2.362014E+00,1.882435E+02,4.135979E+03,-4.186234E+04
6.133333E-02,-1.612422E+01,-3.775836E+00,1.931796E+02,3.818319E+03,-3.132358E+05
6.266667E-02,-1.561364E+01,-5.201729E+00,1.984256E+02,3.463214E+03,-2.845986E+05
6.4E-02,-1.517553E+01,-6.25949E+00,2.024148E+02,2.918584E+03,-3.309021E+05
6.533333E-02,-1.466186E+01,-7.217241E+00,2.062085E+02,2.654466E+03,-1.761594E+05
6.666667E-02,-1.420042E+01,-8.032043E+00,2.094934E+02,2.41213E+03,-2.671135E+05
6.8E-02,-1.377596E+01,-8.823952E+00,2.126409E+02,2.005449E+03,-1.704511E+05
6.933333E-02,-1.333261E+01,-9.280643E+00,2.148412E+02,1.836823E+03,1.643462E+05
7.066667E-02,-1.268478E+01,-9.747122E+00,2.175391E+02,2.482198E+03,2.383443E+05
7.2E-02,-1.203374E+01,-1.063175E+01,2.214604E+02,2.622372E+03,-6.468834E+04
7.333333E-02,-1.142292E+01,-1.123785E+01,2.245321E+02,2.171933E+03,-4.22933E+03
7.466667E-02,-1.06689E+01,-1.154246E+01,2.272523E+02,2.54661E+03,3.718754E+05
7.6E-02,-9.997787E+00,-1.248956E+01,2.31323E+02,3.292874E+03,4.183381E+05
7.733333E-02,-8.762222E+00,-1.300681E+01,2.360333E+02,3.642632E+03,1.184592E+05
7.866667E-02,-7.578362E+00,-1.369241E+01,2.410367E+02,3.624258E+03,1.827475E+05
8E-02,-6.578977E+00,-1.456943E+01,2.456979E+02,4.004877E+03,-1.10693E+05
8.133333E-02,-4.908235E+00,-1.485538E+01,2.517164E+02,3.62045E+03,2.438145E+05
8.266667E-02,-4.093936E+00,-1.566359E+01,2.553525E+02,4.127088E+03,4.911022E+05
8.4E-02,-2.034305E+00,-1.592865E+01,2.62722E+02,5.466363E+03,4.929496E+05
8.533333E-02,-1.969467E-02,-1.59941E+01,2.699294E+02,5.246933E+03,8.760297E+04
8.666667E-02,1.871427E+00,-1.589771E+01,2.767138E+02,5.591426E+03,-2.881148E+05
8.8E-02,4.088365E+00,-1.543031E+01,2.848399E+02,4.826256E+03,-1.473411E+05
8.933333E-02,5.62832E+00,-1.582032E+01,2.895838E+02,4.613454E+03,2.08775E+04
9.066667E-02,7.610354E+00,-1.48448E+01,2.971425E+02,5.402745E+03,3.031206E+05
9.2E-02,9.382874E+00,-1.391534E+01,3.039911E+02,5.187606E+03,-1.069381E+05
9.333333E-02,1.112977E+01,-1.281414E+01,3.109761E+02,5.178783E+03,-5.786446E+04
9.466667E-02,1.269873E+01,-1.151402E+01,3.178012E+02,5.022617E+03,-1.368923E+05
9.6E-02,1.401622E+01,-1.004583E+01,3.243697E+02,4.811257E+03,-1.980913E+05
9.733333E-02,1.501059E+01,-8.447264E+00,3.306312E+02,4.502835E+03,6.015725E+04
9.866667E-02,1.554085E+01,-6.796968E+00,3.363773E+02,4.854982E+03,-3.763894E+05
1E-01,1.618732E+01,-4.770994E+00,3.435778E+02,3.897308E+03,-7.850126E+05
1.013333E-01,1.663967E+01,-3.91196E+00,3.467701E+02,2.271734E+03,-6.433372E+05
1.026667E-01,1.694438E+01,-3.098934E+00,3.496358E+02,2.334953E+03,-3.084578E+04
1.04E-01,1.717403E+01,-2.109725E+00,3.529966E+02,2.292605E+03,-8.471437E+04
1.053333E-01,1.725377E+01,-1.282357E+00,3.557494E+02,2.023268E+03,-1.994412E+05
1.066667E-01,1.723673E+01,-4.838655E-01,3.58392E+02,1.806592E+03,-3.477345E+05
1.08E-01,1.749802E+01,1.731616E-01,3.60567E+02,1.1242E+03,-3.830871E+05
1.093333E-01,1.724512E+01,4.184182E-01,3.613899E+02,6.592134E+02,-2.219972E+05
1.106667E-01,1.738376E+01,7.057672E-01,3.623249E+02,6.272218E+02,-3.811226E+04
1.12E-01,1.742332E+01,9.321724E-01,3.630625E+02,5.332734E+02,-4.556766E+04
1.133333E-01,1.741753E+01,1.140674E+00,3.637469E+02,5.109344E+02,4.177346E+04
1.146667E-01,1.716431E+01,1.328248E+00,3.64425E+02,6.295382E+02,2.269049E+05
1.16E-01,1.720797E+01,1.634426E+00,3.654257E+02,1.100888E+03,5.128688E+05
1.173333E-01,1.697827E+01,2.193245E+00,3.673607E+02,2.001398E+03,7.559984E+05
1.186667E-01,1.68162E+01,3.196542E+00,3.707628E+02,3.139973E+03,8.169198E+05
1.2E-01,1.66438E+01,4.689002E+00,3.757339E+02,4.201743E+03,7.595239E+05
1.213333E-01,1.62451E+01,6.552706E+00,3.819674E+02,5.148882E+03,3.637181E+05
1.226667E-01,1.534795E+01,8.670831E+00,3.894643E+02,5.287301E+03,4.145015E+05
1.24E-01,1.428566E+01,1.040465E+01,3.960669E+02,5.948379E+03,-2.250097E+05
1.253333E-01,1.251441E+01,1.265791E+01,4.053266E+02,5.260491E+03,1.388682E+05
1.266667E-01,1.162819E+01,1.390464E+01,4.100949E+02,5.430249E+03,1.558673E+05
1.28E-01,8.903005E+00,1.530138E+01,4.198073E+02,6.551216E+03,6.13845E+05
1.293333E-01,6.772414E+00,1.640249E+01,4.275648E+02,6.496002E+03,-2.658311E+05
1.306667E-01,3.92076E+00,1.716018E+01,4.3713E+02,6.269888E+03,-2.516547E+05
1.32E-01,1.731448E+00,1.729947E+01,4.442845E+02,5.456806E+03,-3.49766E+05
1.333333E-01,-5.066071E-01,1.725773E+01,4.516815E+02,5.499228E+03,3.630672E+04
1.346667E-01,-2.684485E+00,1.704718E+01,4.589491E+02,5.517272E+03,-3.027531E+04
1.36E-01,-4.771728E+00,1.621902E+01,4.663942E+02,5.461858E+03,-2.949262E+05
1.373333E-01,-6.685504E+00,1.53653E+01,4.73514E+02,4.768132E+03,-3.295046E+05
1.386667E-01,-8.293338E+00,1.489456E+01,4.791092E+02,4.40713E+03,-2.190722E+05
1.4E-01,-9.884406E+00,1.397762E+01,4.852664E+02,4.362346E+03,-4.333016E+04
1.413333E-01,-1.120935E+01,1.30127E+01,4.907421E+02,4.178251E+03,-6.608272E+04
1.426667E-01,-1.236533E+01,1.177189E+01,4.964084E+02,4.24388E+03,-2.201057E+05
1.44E-01,-1.351882E+01,1.05396E+01,5.020591E+02,3.661759E+03,-5.574623E+05
1.453333E-01,-1.426303E+01,9.557969E+00,5.061731E+02,2.654987E+03,-5.380935E+05
1.466667E-01,-1.503261E+01,8.982901E+00,5.091391E+02,2.19097E+03,-3.81166E+05
1.48E-01,-1.529061E+01,8.124795E+00,5.120157E+02,1.748829E+03,-3.81105E+05
1.493333E-01,-1.55998E+01,7.675157E+00,5.138026E+02,1.097425E+03,-2.042061E+05
1.506667E-01,-1.555461E+01,7.272367E+00,5.149421E+02,1.150945E+03,7.352658E+04
1.52E-01,-1.592052E+01,6.799931E+00,5.168718E+02,1.417149E+03,4.184997E+05
1.533333E-01,-1.604308E+01,6.248096E+00,5.187212E+02,2.112384E+03,5.147091E+05
1.546667E-01,-1.640522E+01,5.171017E+00,5.225049E+02,2.980815E+03,6.445321E+05
1.56E-01,-1.693274E+01,4.01208E+00,5.2667E+02,3.68783E+03,4.633695E+05
