,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.0625E+01,-7E+00,-3.337783E+01,,
3.333333E-04,1.087852E+01,-6.061601E+00,-2.912691E+01,1.477932E+04,
6.666667E-04,1.133021E+01,-4.932384E+00,-2.352495E+01,2.045738E+04,-8.177632E+05
1E-03,1.200277E+01,-3.326105E+00,-1.548866E+01,1.612804E+04,-9.497588E+06
1.333333E-03,1.248434E+01,-2.83017E+00,-1.277293E+01,1.09267E+04,-1.631471E+07
1.666667E-03,1.259853E+01,-1.816416E+00,-8.204192E+00,8.000881E+03,-1.719953E+04
2E-03,1.303547E+01,-1.702036E+00,-7.439006E+00,8.064006E+03,5.512402E+06
2.333333E-03,1.305732E+01,-6.450488E-01,-2.828188E+00,1.410067E+04,8.616034E+06
2.666667E-03,1.332421E+01,4.563144E-01,1.961442E+00,1.322413E+04,-3.49799E+06
3E-03,1.340369E+01,1.405924E+00,5.987902E+00,1.14878E+04,-6.991244E+06
3.333333E-03,1.320691E+01,2.238517E+00,9.619976E+00,8.85012E+03,-7.169788E+06
3.666667E-03,1.344609E+01,2.830591E+00,1.188798E+01,6.282373E+03,-5.918422E+06
4E-03,1.314085E+01,3.229703E+00,1.380822E+01,5.136884E+03,5.103803E+06
4.333333E-03,1.314073E+01,3.597995E+00,1.531257E+01,8.947669E+03,7.303154E+06
4.666667E-03,1.257763E+01,4.521614E+00,1.977334E+01,1.161437E+04,-2.78749E+05
5E-03,1.204066E+01,5.124724E+00,2.305549E+01,7.901103E+03,-6.669649E+06
5.333333E-03,1.218187E+01,5.691049E+00,2.504074E+01,6.751071E+03,2.533486E+06
5.666667E-03,1.196916E+01,6.24568E+00,2.75562E+01,9.776625E+03,2.141256E+05
6E-03,1.173018E+01,7.204745E+00,3.155849E+01,7.991099E+03,-8.922776E+05
6.333333E-03,1.161145E+01,7.507067E+00,3.28836E+01,7.248245E+03,-3.189727E+06
6.666667E-03,1.110362E+01,8.183498E+00,3.639065E+01,7.766882E+03,1.136939E+06
7E-03,1.11154E+01,8.703538E+00,3.806152E+01,6.534321E+03,-1.286834E+05
7.333333E-03,1.081398E+01,9.316891E+00,4.074687E+01,8.452675E+03,4.690155E+06
7.666667E-03,1.025271E+01,9.796553E+00,4.369664E+01,9.468564E+03,3.218317E+06
8E-03,9.962792E+00,1.070596E+01,4.705924E+01,1.063965E+04,-3.461023E+06
8.333333E-03,9.18452E+00,1.125722E+01,5.078974E+01,7.725553E+03,7.099669E+05
8.666667E-03,8.881484E+00,1.145391E+01,5.220961E+01,9.320831E+03,3.319713E+06
9E-03,7.78554E+00,1.199034E+01,5.700363E+01,1.219266E+04,6.422292E+06
9.333333E-03,7.106142E+00,1.247764E+01,6.033805E+01,1.197247E+04,1.535958E+06
9.666667E-03,5.893267E+00,1.262968E+01,6.498528E+01,1.407324E+04,9.795674E+06
1E-02,4.930688E+00,1.334384E+01,6.972021E+01,1.77524E+04,1.772451E+06
1.033333E-02,3.284128E+00,1.40242E+01,7.682021E+01,1.688097E+04,3.630145E+05
1.066667E-02,2.298318E+00,1.446882E+01,8.097418E+01,1.575464E+04,-3.690015E+06
1.1E-02,6.592188E-01,1.410056E+01,8.73233E+01,1.637481E+04,-1.26195E+06
1.133333E-02,-4.717394E-01,1.429021E+01,9.189073E+01,1.368224E+04,6.853923E+05
