,mass_B,,,,
t,x,y,θ,ω,α
3.333333E-04,7.037493E+00,-1.083699E+01,-5.700048E+01,,
6.666667E-04,7.970032E+00,-9.430804E+00,-4.979864E+01,2.058998E+04,
1E-03,8.959129E+00,-8.434933E+00,-4.327383E+01,1.874695E+04,-3.78613E+06
1.333333E-03,9.814556E+00,-7.47687E+00,-3.730067E+01,1.796767E+04,-2.616427E+06
1.666667E-03,1.062379E+01,-6.458196E+00,-3.129538E+01,1.72448E+04,-2.424749E+06
2E-03,1.122711E+01,-5.428398E+00,-2.580414E+01,1.61677E+04,2.662544E+06
2.333333E-03,1.184143E+01,-4.431316E+00,-2.051692E+01,1.864493E+04,-1.276402E+05
2.666667E-03,1.226377E+01,-2.915804E+00,-1.337418E+01,1.748488E+04,1.225845E+06
3E-03,1.250644E+01,-1.949587E+00,-8.860335E+00,1.738835E+04,-4.882886E+06
3.333333E-03,1.312422E+01,-4.083074E-01,-1.781954E+00,1.655992E+04,-4.99679E+06
3.666667E-03,1.324189E+01,5.039838E-01,2.179615E+00,1.213594E+04,-6.006909E+06
4E-03,1.320579E+01,1.459957E+00,6.308674E+00,1.318151E+04,2.782111E+06
4.333333E-03,1.295269E+01,2.510075E+00,1.096729E+01,1.415601E+04,1.171085E+06
4.666667E-03,1.288838E+01,3.633931E+00,1.574601E+01,1.395473E+04,4.881227E+06
5E-03,1.281788E+01,4.733961E+00,2.027044E+01,1.681267E+04,1.50148E+06
5.333333E-03,1.180431E+01,6.002782E+00,2.695446E+01,1.645028E+04,-3.340228E+06
5.666667E-03,1.092248E+01,6.624608E+00,3.123729E+01,1.306332E+04,-3.564425E+06
6E-03,1.062437E+01,7.624077E+00,3.566333E+01,1.447844E+04,1.616049E+06
6.333333E-03,1.007462E+01,8.723706E+00,4.088958E+01,1.460617E+04,-1.430416E+06
6.666667E-03,9.515685E+00,9.649748E+00,4.540078E+01,1.310774E+04,-3.247557E+06
7E-03,8.820958E+00,1.037489E+01,4.962808E+01,1.249883E+04,-1.36653E+06
7.333333E-03,7.907163E+00,1.077744E+01,5.373334E+01,1.221907E+04,4.306502E+06
7.666667E-03,7.07081E+00,1.121702E+01,5.777412E+01,1.49626E+04,4.925717E+06
8E-03,5.937117E+00,1.201728E+01,6.37084E+01,1.651253E+04,-3.29192E+06
8.333333E-03,4.699015E+00,1.21038E+01,6.878247E+01,1.239715E+04,-4.90708E+06
8.666667E-03,3.94366E+00,1.211803E+01,7.197317E+01,1.223754E+04,1.694269E+06
9E-03,2.869424E+00,1.237054E+01,7.694083E+01,1.471819E+04,-3.036812E+05
9.333333E-03,1.823626E+00,1.263213E+01,8.17853E+01,1.1968E+04,-1.784619E+06
9.666667E-03,1.128981E+00,1.269879E+01,8.49195E+01,1.239446E+04,1.995374E+06
1E-02,-1.089276E-02,1.292773E+01,9.004828E+01,1.462791E+04,3.691411E+06
1.033333E-02,-1.07241E+00,1.312409E+01,9.467144E+01,1.416857E+04,-1.976602E+06
1.066667E-02,-2.135048E+00,1.276677E+01,9.949399E+01,1.362443E+04,8.042153E+05
1.1E-02,-3.059742E+00,1.249998E+01,1.037544E+02,1.421608E+04,9.785255E+05
1.133333E-02,-4.037983E+00,1.174621E+01,1.089714E+02,1.491268E+04,-7.872375E+05
1.166667E-02,-5.133774E+00,1.169718E+01,1.136962E+02,1.338772E+04,1.387139E+06
1.2E-02,-6.002872E+00,1.133912E+01,1.178965E+02,1.53285E+04,4.581265E+06
1.233333E-02,-7.175747E+00,1.067253E+01,1.239152E+02,1.742386E+04,3.147233E+06
1.266667E-02,-7.981848E+00,9.678478E+00,1.295124E+02,1.684833E+04,-3.027762E+06
1.3E-02,-8.946431E+00,8.900516E+00,1.351474E+02,1.568596E+04,-2.968247E+06
1.333333E-02,-9.673863E+00,8.126047E+00,1.399697E+02,1.450737E+04,-3.110134E+06
1.366667E-02,-1.032809E+01,7.280542E+00,1.44819E+02,1.38919E+04,9.836248E+06
1.4E-02,-1.117237E+01,6.651879E+00,1.49231E+02,1.991726E+04,4.29337E+06
1.433333E-02,-1.158223E+01,4.656696E+00,1.580972E+02,1.973697E+04,6.00527E+05
1.466667E-02,-1.224171E+01,3.885889E+00,1.62389E+02,1.683682E+04,-7.083772E+06
1.5E-02,-1.249406E+01,2.355876E+00,1.693217E+02,1.758544E+04,-6.355222E+06
1.533333E-02,-1.273636E+01,1.313341E+00,1.741126E+02,1.152325E+04,-6.434315E+06
1.566667E-02,-1.280523E+01,6.702265E-01,1.770039E+02,1.240735E+04,5.407554E+06
1.6E-02,-1.230804E+01,-5.124553E-01,1.823842E+02,1.654445E+04,5.924422E+06
1.633333E-02,-1.251006E+01,-1.765633E+00,1.880335E+02,1.606502E+04,-2.097723E+06
1.666667E-02,-1.259375E+01,-2.929312E+00,1.930942E+02,1.48793E+04,1.183262E+06
1.7E-02,-1.236288E+01,-4.005744E+00,1.97953E+02,1.660387E+04,1.273969E+05
1.733333E-02,-1.182485E+01,-5.305231E+00,2.041634E+02,1.596729E+04,-4.36989E+06
1.766667E-02,-1.127351E+01,-6.14598E+00,2.085979E+02,1.272281E+04,-4.328445E+06
1.8E-02,-1.055323E+01,-6.760839E+00,2.126453E+02,1.315208E+04,4.302795E+06
1.833333E-02,-9.90162E+00,-7.561041E+00,2.17366E+02,1.573769E+04,6.809019E+06
1.866667E-02,-8.887312E+00,-8.327401E+00,2.231371E+02,1.791189E+04,4.418095E+06
1.9E-02,-7.834662E+00,-9.110955E+00,2.293072E+02,1.861413E+04,-9.285958E+06
1.933333E-02,-6.478017E+00,-9.441989E+00,2.355465E+02,1.254699E+04,-5.328003E+06
1.966667E-02,-6.229911E+00,-9.844041E+00,2.376719E+02,1.242065E+04,-2.23068E+06
2E-02,-4.953504E+00,-1.007882E+01,2.43827E+02,1.426806E+04,-4.274696E+06
2.033333E-02,-4.51981E+00,-1.074376E+01,2.471839E+02,7.828478E+03,-1.033411E+07
2.066667E-02,-4.214633E+00,-1.100587E+01,2.490459E+02,7.118645E+03,4.093387E+06
2.1E-02,-3.605721E+00,-1.10511E+01,2.519297E+02,1.098256E+04,8.546079E+06
2.133333E-02,-2.720375E+00,-1.121697E+01,2.563677E+02,1.326954E+04,-9.276286E+06
2.166667E-02,-1.861988E+00,-1.146588E+01,2.60776E+02,5.549199E+03,-5.937084E+06
2.2E-02,-2.052951E+00,-1.172315E+01,2.600671E+02,5.968265E+03,4.953417E+06
2.233333E-02,-1.07811E+00,-1.174397E+01,2.647549E+02,1.24862E+04,1.202044E+07
2.266667E-02,-3.315293E-01,-1.180437E+01,2.683913E+02,1.219164E+04,7.110755E+05
2.3E-02,5.913065E-01,-1.174296E+01,2.728826E+02,1.354226E+04,3.359448E+05
2.333333E-02,1.520361E+00,-1.167513E+01,2.774194E+02,1.242166E+04,-1.354244E+06
2.366667E-02,2.409491E+00,-1.220935E+01,2.811637E+02,1.215794E+04,-9.247955E+05
2.4E-02,3.341654E+00,-1.202946E+01,2.855247E+02,1.234468E+04,-2.061655E+05
2.433333E-02,4.168964E+00,-1.184268E+01,2.893935E+02,1.166856E+04,2.139711E+06
2.466667E-02,5.014549E+00,-1.164155E+01,2.933038E+02,1.36239E+04,4.342427E+06
2.5E-02,6.041701E+00,-1.113849E+01,2.984761E+02,1.514826E+04,5.31723E+06
2.533333E-02,6.992092E+00,-1.060302E+01,3.034026E+02,1.654118E+04,4.622029E+06
2.566667E-02,8.017068E+00,-9.72424E+00,3.095036E+02,1.872534E+04,3.051951E+06
2.6E-02,8.953477E+00,-8.680719E+00,3.158862E+02,1.853267E+04,-1.19113E+06
2.633333E-02,9.855211E+00,-7.73895E+00,3.218587E+02,1.7723E+04,-2.006119E+06
2.666667E-02,1.04518E+01,-6.606975E+00,3.277015E+02,1.726511E+04,4.374166E+06
2.7E-02,1.109006E+01,-5.561049E+00,3.333688E+02,2.014297E+04,5.575558E+06
