,mass_B,,,,
t,x,y,θ,ω,α
0E+00,1.01E+01,-1.095E+01,-4.731235E+01,,
3.333333E-04,1.039731E+01,-1.039016E+01,-4.498029E+01,4.228635E+03,
6.666667E-04,1.064056E+01,-1.045399E+01,-4.449326E+01,4.065478E+03,2.259105E+06
1E-03,1.118242E+01,-1.016451E+01,-4.226997E+01,6.84864E+03,3.36851E+05
1.333333E-03,1.157422E+01,-9.686997E+00,-3.99275E+01,4.351362E+03,-3.700847E+06
1.666667E-03,1.13708E+01,-9.329802E+00,-3.936906E+01,3.351786E+03,-5.414775E+06
2E-03,1.158458E+01,-8.951312E+00,-3.769298E+01,2.030982E+03,2.102693E+06
2.333333E-03,1.188662E+01,-9.291882E+00,-3.801508E+01,3.079716E+03,-5.204252E+03
2.666667E-03,1.250582E+01,-8.966446E+00,-3.563983E+01,4.050954E+03,4.948648E+06
3E-03,1.289757E+01,-9.136867E+00,-3.531444E+01,4.429039E+03,-2.712793E+06
3.333333E-03,1.343506E+01,-8.620898E+00,-3.268714E+01,4.194923E+03,4.019166E+06
3.666667E-03,1.278863E+01,-8.152853E+00,-3.251783E+01,4.930063E+03,-2.916467E+06
4E-03,1.331063E+01,-7.500285E+00,-2.940043E+01,4.70471E+03,4.78207E+06
4.333333E-03,1.369264E+01,-7.709535E+00,-2.938135E+01,5.395867E+03,-4.146176E+06
4.666667E-03,1.360261E+01,-6.576693E+00,-2.580319E+01,4.955422E+03,-1.315716E+06
5E-03,1.384444E+01,-6.775654E+00,-2.607774E+01,1.738829E+03,1.389114E+06
5.333333E-03,1.373634E+01,-6.301742E+00,-2.464397E+01,7.046979E+03,1.121079E+07
5.666667E-03,1.434216E+01,-5.614783E+00,-2.137975E+01,9.65129E+03,4.997206E+06
6E-03,1.44722E+01,-4.760952E+00,-1.820977E+01,9.891337E+03,-3.524829E+06
6.333333E-03,1.445785E+01,-3.816022E+00,-1.478553E+01,7.785842E+03,-1.402952E+06
6.666667E-03,1.515494E+01,-3.504147E+00,-1.301921E+01,7.829499E+03,2.42986E+06
7E-03,1.526272E+01,-2.572143E+00,-9.56586E+00,1.046854E+04,9.363256E+06
7.333333E-03,1.527005E+01,-1.615776E+00,-6.040187E+00,1.334564E+04,-2.663435E+06
7.666667E-03,1.522215E+01,-1.776839E-01,-6.687671E-01,1.029918E+04,-3.418189E+06
8E-03,1.569415E+01,2.262504E-01,8.259316E-01,8.444156E+03,5.665438E+05
8.333333E-03,1.57712E+01,1.368893E+00,4.96067E+00,1.260969E+04,9.42728E+06
8.666667E-03,1.592814E+01,2.589038E+00,9.232392E+00,1.404614E+04,2.259853E+06
9E-03,1.570163E+01,4.009523E+00,1.432476E+01,1.454343E+04,1.981414E+06
9.333333E-03,1.548814E+01,5.311235E+00,1.892801E+01,1.483512E+04,-1.03983E+06
9.666667E-03,1.492016E+01,6.710031E+00,2.421484E+01,1.444955E+04,4.15405E+06
1E-02,1.472696E+01,8.016415E+00,2.856104E+01,1.655284E+04,6.685021E+06
1.033333E-02,1.367066E+01,9.661492E+00,3.525007E+01,2.010627E+04,2.953151E+06
1.066667E-02,1.288075E+01,1.158373E+01,4.196522E+01,1.82951E+04,2.500674E+06
1.1E-02,1.177856E+01,1.283011E+01,4.744681E+01,2.063982E+04,1.015451E+07
1.133333E-02,9.935653E+00,1.457884E+01,5.57251E+01,2.63161E+04,7.689807E+06
1.166667E-02,7.37576E+00,1.581079E+01,6.499087E+01,2.586615E+04,-6.901777E+06
1.2E-02,5.144029E+00,1.679307E+01,7.29692E+01,2.132448E+04,-8.01598E+06
1.233333E-02,3.383681E+00,1.774998E+01,7.920719E+01,1.988491E+04,-1.197479E+06
1.266667E-02,1.148598E+00,1.741155E+01,8.62258E+01,2.121142E+04,6.152077E+06
1.3E-02,-1.002664E+00,1.71388E+01,9.334814E+01,2.355141E+04,3.841751E+06
1.333333E-02,-3.450819E+00,1.633751E+01,1.019267E+02,2.454464E+04,-9.173207E+06
1.366667E-02,-5.508123E+00,1.53741E+01,1.097112E+02,1.760478E+04,-7.066877E+06
1.4E-02,-6.979991E+00,1.59286E+01,1.136633E+02,1.754796E+04,-2.277991E+06
1.433333E-02,-8.802337E+00,1.441496E+01,1.214099E+02,1.912188E+04,6.788264E+06
1.466667E-02,-9.742466E+00,1.320896E+01,1.264112E+02,1.944881E+04,2.958911E+06
1.5E-02,-1.152503E+01,1.177894E+01,1.343757E+02,2.307035E+04,6.269251E+06
1.533333E-02,-1.252663E+01,9.860525E+00,1.417914E+02,2.269421E+04,-1.232109E+06
1.566667E-02,-1.345686E+01,7.925048E+00,1.495052E+02,2.257521E+04,-2.732977E+05
1.6E-02,-1.402897E+01,6.000782E+00,1.568416E+02,2.225169E+04,2.726892E+06
1.633333E-02,-1.464266E+01,4.104928E+00,1.643397E+02,2.428723E+04,-3.556174E+06
1.666667E-02,-1.553493E+01,1.898355E+00,1.73033E+02,2.107369E+04,-3.446838E+06
1.7E-02,-1.555488E+01,4.375284E-01,1.783888E+02,1.977337E+04,-2.087184E+06
1.733333E-02,-1.54362E+01,-1.681077E+00,1.862153E+02,2.170921E+04,-2.704274E+06
1.766667E-02,-1.436784E+01,-3.280547E+00,1.928616E+02,1.731075E+04,-6.061402E+06
1.8E-02,-1.420135E+01,-4.547473E+00,1.977558E+02,1.685929E+04,-8.234392E+05
1.833333E-02,-1.372644E+01,-6.140461E+00,2.041011E+02,1.791879E+04,1.889975E+06
1.866667E-02,-1.275411E+01,-7.275305E+00,2.097017E+02,1.740315E+04,2.980486E+06
1.9E-02,-1.204827E+01,-8.658597E+00,2.157032E+02,1.995821E+04,7.293981E+06
1.933333E-02,-1.018658E+01,-9.50151E+00,2.230071E+02,2.26347E+04,2.099641E+05
1.966667E-02,-8.632717E+00,-1.058213E+01,2.30793E+02,2.044221E+04,-3.804845E+06
2E-02,-7.447294E+00,-1.130956E+01,2.366353E+02,1.895744E+04,7.265435E+06
2.033333E-02,-6.170094E+00,-1.233824E+01,2.434313E+02,2.539576E+04,-1.561044E+06
2.066667E-02,-3.654339E+00,-1.238905E+01,2.535658E+02,2.055061E+04,-4.419008E+06
2.1E-02,-3.09414E+00,-1.35442E+01,2.571317E+02,1.789165E+04,-2.843924E+06
2.133333E-02,-1.081356E+00,-1.372017E+01,2.654935E+02,2.248853E+04,4.242566E+06
2.166667E-02,5.054052E-01,-1.362663E+01,2.721241E+02,1.906805E+04,-5.306812E+06
2.2E-02,1.950474E+00,-1.352602E+01,2.782056E+02,1.898108E+04,-1.054646E+06
2.233333E-02,3.623406E+00,-1.373524E+01,2.847782E+02,1.882116E+04,-2.801526E+06
