,mass_B,,,,
t,x,y,θ,ω,α
0E+00,5.486535E+00,-1.139587E+01,-6.429155E+01,,
3.333333E-04,6.678753E+00,-1.104685E+01,-5.88435E+01,1.629569E+04,
6.666667E-04,7.560633E+00,-1.019071E+01,-5.342775E+01,1.557971E+04,-2.459183E+06
1E-03,8.492279E+00,-9.584278E+00,-4.845702E+01,1.452741E+04,-2.243341E+05
1.333333E-03,9.237411E+00,-8.840676E+00,-4.374281E+01,1.525646E+04,3.297305E+06
1.666667E-03,1.003357E+01,-7.92007E+00,-3.828605E+01,1.700776E+04,5.577079E+06
2E-03,1.094043E+01,-6.944163E+00,-3.24043E+01,1.882849E+04,-3.411044E+06
2.333333E-03,1.252634E+01,-6.0376E+00,-2.573372E+01,1.560962E+04,-8.907455E+06
2.666667E-03,1.169069E+01,-4.722845E+00,-2.199789E+01,1.14314E+04,-2.875333E+05
3E-03,1.198915E+01,-3.921618E+00,-1.811278E+01,1.555385E+04,3.715162E+06
3.333333E-03,1.265529E+01,-2.604355E+00,-1.162866E+01,1.554784E+04,-1.357012E+06
3.666667E-03,1.287509E+01,-1.751663E+00,-7.747557E+00,1.281E+04,-3.789332E+06
4E-03,1.293847E+01,-6.981551E-01,-3.088663E+00,1.392074E+04,2.307886E+06
4.333333E-03,1.308609E+01,3.501994E-01,1.532937E+00,1.412829E+04,1.392207E+06
4.666667E-03,1.301504E+01,1.443817E+00,6.330199E+00,1.486461E+04,9.825102E+03
5E-03,1.275331E+01,2.581406E+00,1.144268E+01,1.437044E+04,4.912726E+05
5.333333E-03,1.264599E+01,3.604808E+00,1.591049E+01,1.466769E+04,8.652893E+05
5.666667E-03,1.238339E+01,4.808456E+00,2.122113E+01,1.550731E+04,-1.951601E+06
6E-03,1.153608E+01,5.688639E+00,2.62487E+01,1.331694E+04,-2.984921E+06
6.333333E-03,1.122103E+01,6.504365E+00,3.009909E+01,1.288323E+04,-3.399925E+06
6.666667E-03,1.05327E+01,7.33065E+00,3.483752E+01,1.199967E+04,8.719663E+05
7E-03,1.023043E+01,8.021361E+00,3.809887E+01,1.228408E+04,-1.94732E+06
7.333333E-03,9.549096E+00,8.913062E+00,4.30269E+01,1.211374E+04,-1.502045E+06
7.666667E-03,9.005676E+00,9.382735E+00,4.61747E+01,1.007271E+04,1.151705E+06
8E-03,8.335785E+00,9.843855E+00,4.974204E+01,1.310023E+04,5.440619E+06
8.333333E-03,7.593131E+00,1.080721E+01,5.490818E+01,1.44455E+04,4.952109E+05
8.666667E-03,6.634549E+00,1.120608E+01,5.937238E+01,1.286264E+04,-4.091295E+06
9E-03,5.760914E+00,1.154617E+01,6.348328E+01,1.179394E+04,-1.41029E+05
9.333333E-03,4.963095E+00,1.182696E+01,6.723501E+01,1.2511E+04,1.700625E+06
9.666667E-03,3.993135E+00,1.216231E+01,7.182394E+01,1.341388E+04,3.247512E+06
1E-02,3.082042E+00,1.252668E+01,7.617759E+01,1.422891E+04,2.512748E+06
1.033333E-02,1.937264E+00,1.26747E+01,8.130989E+01,1.546363E+04,2.745142E+06
1.066667E-02,7.94779E-01,1.294513E+01,8.648668E+01,1.586362E+04,1.155909E+06
