,mass_B,,,,
t,x,y,θ,ω,α
0E+00,-6.254651E+00,-1.633798E+01,-1.109483E+02,,
3.333333E-04,-4.574702E+00,-1.658382E+01,-1.054217E+02,1.9462E+04,
6.666667E-04,-2.426156E+00,-1.732086E+01,-9.797362E+01,1.753911E+04,-2.224743E+06
1E-03,-1.136362E+00,-1.743566E+01,-9.372896E+01,1.576167E+04,-1.955657E+06
1.333333E-03,7.734419E-01,-1.747561E+01,-8.746584E+01,1.791216E+04,3.672645E+06
1.666667E-03,2.509894E+00,-1.739062E+01,-8.178752E+01,1.746545E+04,-3.101186E+06
2E-03,4.264943E+00,-1.68824E+01,-7.582221E+01,1.631838E+04,-5.018167E+06
2.333333E-03,5.784941E+00,-1.671402E+01,-7.09086E+01,1.37494E+04,-6.354413E+05
2.666667E-03,7.026304E+00,-1.628042E+01,-6.665594E+01,1.5452E+04,4.108316E+06
3E-03,8.673886E+00,-1.539824E+01,-6.060727E+01,1.749293E+04,-2.126361E+06
3.333333E-03,1.014754E+01,-1.448896E+01,-5.499399E+01,1.388508E+04,-6.298692E+06
3.666667E-03,1.087152E+01,-1.359443E+01,-5.135055E+01,1.23413E+04,-6.507399E+06
4E-03,1.182394E+01,-1.257645E+01,-4.676645E+01,1.079459E+04,-6.451057E+06
4.333333E-03,1.258433E+01,-1.221815E+01,-4.415415E+01,7.099335E+03,-2.198019E+06
4.666667E-03,1.241761E+01,-1.119404E+01,-4.203356E+01,9.143639E+03,1.828851E+07
5E-03,1.399233E+01,-1.095499E+01,-3.80584E+01,1.915856E+04,7.520766E+06
5.333333E-03,1.559197E+01,-8.73592E+00,-2.926119E+01,1.714729E+04,-2.202478E+06
5.666667E-03,1.574049E+01,-7.891486E+00,-2.662687E+01,1.325161E+04,-7.288593E+06
6E-03,1.63241E+01,-6.079564E+00,-2.042678E+01,1.556994E+04,-3.205407E+06
6.333333E-03,1.6226E+01,-4.728498E+00,-1.624691E+01,9.866621E+03,-8.641568E+06
6.666667E-03,1.638019E+01,-4.038228E+00,-1.384903E+01,9.192534E+03,1.85624E+06
7E-03,1.697203E+01,-3.02885E+00,-1.011856E+01,1.194887E+04,6.152363E+06
7.333333E-03,1.693572E+01,-1.745092E+00,-5.883116E+00,1.316014E+04,2.075519E+06
7.666667E-03,1.758935E+01,-4.130209E-01,-1.345133E+00,1.33865E+04,2.33922E+05
8E-03,1.790618E+01,9.513406E-01,3.041218E+00,1.318287E+04,-2.727717E+06
8.333333E-03,1.757661E+01,2.296356E+00,7.443444E+00,1.180724E+04,-5.08653E+04
8.666667E-03,1.736541E+01,3.348046E+00,1.091271E+01,1.245347E+04,4.66378E+06
9E-03,1.747956E+01,4.92835E+00,1.574576E+01,1.555062E+04,2.752143E+06
