,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
0E+00,6.018087E-02,2.573375E-03,,,6.699806E-02,2.528229E-03,,,-2.043283E+01,,-3.794367E-01
1E-03,6.015979E-02,2.577165E-03,-7.947451E-03,8.522338E-03,6.698758E-02,2.521355E-03,-3.254365E-03,3.082302E-03,-2.002359E+01,2.0536E+02,-4.683227E-01
2E-03,6.016497E-02,2.59042E-03,4.451226E-03,2.477796E-03,6.699155E-02,2.534393E-03,4.785624E-03,1.76475E-03,-2.002211E+01,3.773848E+01,-4.70227E-01
3E-03,6.016869E-02,2.58212E-03,-8.281252E-04,-3.429475E-03,6.699715E-02,2.524884E-03,7.43968E-04,-3.993091E-03,-1.994811E+01,7.292742E+01,-4.802419E-01
4E-03,6.016332E-02,2.583561E-03,-1.204093E-03,2.936304E-03,6.699303E-02,2.526407E-03,1.645215E-03,4.122261E-03,-1.987625E+01,4.98229E+01,-4.794664E-01
5E-03,6.016629E-02,2.587993E-03,0E+00,1.026523E-14,6.700044E-02,2.533129E-03,-1.232025E-03,2.227199E-03,-1.984846E+01,6.075884E+01,-4.599573E-01
6E-03,6.016493E-02,2.585675E-03,-7.087347E-03,4.116441E-03,6.699218E-02,2.532975E-03,-9.642601E-03,2.739756E-03,-1.975474E+01,8.848897E+01,-4.422596E-01
7E-03,6.015211E-02,2.596226E-03,-5.999435E-03,-4.653903E-05,6.698115E-02,2.538608E-03,-1.156894E-02,-9.780983E-04,-1.967149E+01,1.393325E+02,-4.834008E-01
8E-03,6.015293E-02,2.585582E-03,-4.036163E-03,-4.072471E-03,6.696904E-02,2.531019E-03,-1.976162E-02,-2.570604E-04,-1.947607E+01,2.575174E+02,-4.586426E-01
9E-03,6.014404E-02,2.588081E-03,-1.003813E-02,-1.711121E-03,6.694163E-02,2.538094E-03,-2.080469E-02,4.602071E-03,-1.915645E+01,4.775164E+02,-4.213223E-01
1E-02,6.013285E-02,2.582159E-03,-1.582272E-02,1.826712E-03,6.692743E-02,2.540223E-03,-2.582003E-02,1.332213E-03,-1.852104E+01,1.136773E+03,-3.536286E-01
1.1E-02,6.011239E-02,2.591734E-03,-1.745811E-02,1.460759E-02,6.688999E-02,2.540758E-03,-5.666861E-02,3.773466E-03,-1.68829E+01,1.601997E+03,-4.309255E-01
1.2E-02,6.009793E-02,2.611374E-03,-1.27047E-02,8.136959E-03,6.681409E-02,2.54777E-03,-6.408901E-02,9.187498E-03,-1.531704E+01,2.541453E+03,-5.425985E-01
1.3E-02,6.008698E-02,2.608008E-03,-4.300211E-02,-2.991075E-03,6.676181E-02,2.559133E-03,-4.058605E-02,1.295338E-03,-1.18E+01,4.281603E+03,-4.195256E-01
1.4E-02,6.001193E-02,2.605392E-03,-8.296971E-02,9.19938E-03,6.673292E-02,2.55036E-03,-2.785263E-02,-4.723967E-03,-6.753837E+00,6.479864E+03,-4.691317E-01
1.5E-02,5.992105E-02,2.626407E-03,-5.738498E-02,-1.274859E-02,6.670611E-02,2.549685E-03,-5.579577E-02,-1.528833E-02,1.159728E+00,1.043621E+04,-6.478382E-01
1.6E-02,5.989716E-02,2.579895E-03,-4.525431E-02,-1.145574E-02,6.662133E-02,2.519784E-03,-6.470173E-02,-1.584189E-02,1.411858E+01,1.436979E+04,-5.121882E-01
1.7E-02,5.983054E-02,2.603495E-03,-7.862799E-02,3.213565E-02,6.65767E-02,2.518002E-03,-5.6859E-02,-5.3489E-03,2.989931E+01,1.765022E+04,-7.260661E-01
1.8E-02,5.97399E-02,2.644166E-03,-7.288552E-02,1.174591E-02,6.650761E-02,2.509086E-03,-7.306697E-02,-6.269158E-03,4.941902E+01,1.462546E+04,-1.143447E+00
1.9E-02,5.968477E-02,2.626987E-03,-6.729468E-02,3.652992E-03,6.643057E-02,2.505463E-03,-5.73519E-02,-5.089355E-03,5.915024E+01,1.212703E+04,-1.032056E+00
2E-02,5.960531E-02,2.651472E-03,-6.371359E-02,2.229123E-02,6.639291E-02,2.498907E-03,-3.385966E-02,-1.521267E-02,7.367308E+01,1.237772E+04,-1.287624E+00
2.1E-02,5.955734E-02,2.67157E-03,-7.15635E-02,-8.686349E-05,6.636285E-02,2.475038E-03,-5.931573E-02,5.455226E-03,8.390568E+01,1.207373E+04,-1.654145E+00
