,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
0E+00,5.760559E-02,1.085118E-03,,,6.487116E-02,1.037939E-03,,,-2.245743E+00,,-3.720453E-01
1E-03,5.756431E-02,1.12167E-03,-1.763432E-02,1.860973E-02,6.488855E-02,1.11543E-03,8.119433E-03,3.76788E-02,-1.924906E+00,1.664748E+02,-4.882063E-02
2E-03,5.757032E-02,1.122337E-03,3.402749E-03,-1.95897E-03,6.48874E-02,1.113296E-03,-3.86635E-04,-4.84532E-03,-1.912793E+00,1.100943E+02,-7.079385E-02
3E-03,5.757112E-02,1.117752E-03,-7.487349E-04,-2.811661E-03,6.488777E-02,1.105739E-03,-1.620217E-03,-1.910701E-03,-1.704717E+00,1.703243E+02,-9.40764E-02
4E-03,5.756883E-02,1.116714E-03,1.340352E-03,6.321439E-04,6.488416E-02,1.109475E-03,1.034649E-03,2.54466E-03,-1.572144E+00,6.106421E+01,-5.669758E-02
5E-03,5.75738E-02,1.119017E-03,1.786248E-03,1.757872E-03,6.488984E-02,1.110828E-03,2.36694E-03,1.391619E-03,-1.582589E+00,-2.016994E+01,-6.412848E-02
6E-03,5.75724E-02,1.120229E-03,-2.26587E-04,1.96329E-03,6.488889E-02,1.112258E-03,-5.449055E-03,2.465321E-03,-1.612484E+00,-4.078347E+01,-6.242485E-02
7E-03,5.757335E-02,1.122943E-03,-2.851241E-03,2.146403E-03,6.487894E-02,1.115759E-03,-1.705493E-02,7.454669E-03,-1.664156E+00,-9.762441E+00,-5.634559E-02
8E-03,5.75667E-02,1.124522E-03,-5.745094E-03,1.869263E-03,6.485478E-02,1.127167E-03,-2.306617E-02,1.504095E-02,-1.632009E+00,8.740795E+01,2.079436E-02
9E-03,5.756186E-02,1.126682E-03,-8.563248E-03,1.172326E-03,6.483281E-02,1.145841E-03,-1.750502E-02,3.304302E-02,-1.48934E+00,2.547339E+02,1.509737E-01
1E-02,5.754957E-02,1.126867E-03,-1.324487E-02,4.236799E-03,6.481977E-02,1.193253E-03,-3.741833E-02,9.049868E-02,-1.122541E+00,4.271583E+02,5.231706E-01
1.1E-02,5.753537E-02,1.135155E-03,-1.03327E-02,8.361417E-03,6.475798E-02,1.326838E-03,-7.591869E-02,6.447992E-02,-6.350232E-01,4.613317E+02,1.52023E+00
1.2E-02,5.75289E-02,1.14359E-03,-1.289666E-02,3.565423E-03,6.466794E-02,1.322213E-03,-8.687223E-02,8.900148E-02,-1.99878E-01,1.476304E+03,1.43328E+00
1.3E-02,5.750957E-02,1.142286E-03,-3.201545E-02,9.873267E-03,6.458423E-02,1.504841E-03,-9.659884E-02,9.588673E-02,2.317584E+00,2.142713E+03,2.933668E+00
1.4E-02,5.746487E-02,1.163336E-03,-3.240453E-02,4.141001E-02,6.447474E-02,1.513987E-03,-5.917041E-02,5.465537E-02,4.085548E+00,1.932357E+03,2.863686E+00
1.5E-02,5.744476E-02,1.225106E-03,-5.041838E-02,8.130933E-02,6.446589E-02,1.614152E-03,-2.96226E-02,9.485775E-02,6.182298E+00,1.893355E+03,3.171556E+00
1.6E-02,5.736404E-02,1.325955E-03,-7.370664E-02,5.8394E-02,6.441549E-02,1.703702E-03,-4.127032E-02,1.373535E-01,7.872257E+00,2.829682E+03,3.066409E+00
1.7E-02,5.729735E-02,1.341894E-03,-6.03216E-02,6.60514E-02,6.438335E-02,1.888859E-03,-2.60694E-02,1.266624E-01,1.184166E+01,3.339772E+03,4.413879E+00
1.8E-02,5.724339E-02,1.458058E-03,-7.604511E-02,1.025088E-01,6.436335E-02,1.957027E-03,-8.542916E-02,1.093354E-01,1.45518E+01,3.853778E+03,4.008751E+00
1.9E-02,5.714526E-02,1.546912E-03,-5.216373E-02,1.19961E-01,6.421249E-02,2.10753E-03,-7.421919E-02,1.40844E-01,1.954922E+01,5.034961E+03,4.535568E+00
2E-02,5.713906E-02,1.69798E-03,-8.445337E-02,9.411334E-02,6.421492E-02,2.238715E-03,-9.800811E-02,1.341912E-01,2.462172E+01,6.018318E+03,4.370039E+00
2.1E-02,5.697635E-02,1.735139E-03,-1.00943E-01,9.359865E-02,6.401648E-02,2.375912E-03,-1.558423E-01,1.185219E-01,3.158585E+01,6.952192E+03,5.200582E+00
2.2E-02,5.693718E-02,1.885177E-03,-6.244974E-02,1.604335E-01,6.390323E-02,2.475759E-03,-1.103319E-01,1.33233E-01,3.852611E+01,7.586782E+03,4.845946E+00
2.3E-02,5.685145E-02,2.056006E-03,-9.019285E-02,1.873082E-01,6.379581E-02,2.642378E-03,-1.411905E-01,9.532754E-02,4.675942E+01,1.054973E+04,4.826531E+00
2.4E-02,5.675679E-02,2.259793E-03,-6.278148E-02,1.92431E-01,6.362085E-02,2.666414E-03,-1.811987E-01,7.022372E-03,5.962557E+01,1.331488E+04,3.390188E+00
2.5E-02,5.672589E-02,2.440868E-03,-3.724311E-02,1.568248E-01,6.343341E-02,2.656423E-03,-1.209915E-01,-1.677314E-02,7.338917E+01,1.607309E+04,1.840643E+00
2.6E-02,5.668231E-02,2.573443E-03,-4.764818E-02,1.351727E-01,6.337887E-02,2.632868E-03,-8.683859E-02,9.394753E-03,9.177175E+01,1.962564E+04,5.08423E-01
2.7E-02,5.663059E-02,2.711213E-03,-6.564667E-02,1.558497E-01,6.325974E-02,2.675212E-03,-6.07186E-02,1.006294E-02,1.126405E+02,2.600312E+04,-3.111513E-01
2.8E-02,5.655101E-02,2.885142E-03,-1.290935E-01,1.691255E-01,6.325743E-02,2.652993E-03,-2.833799E-02,6.251772E-02,1.43778E+02,2.940327E+04,-1.982557E+00
2.9E-02,5.637241E-02,3.049464E-03,-1.763431E-01,1.410868E-01,6.320306E-02,2.800248E-03,-7.850433E-02,1.806328E-01,1.71447E+02,3.534413E+04,-2.089509E+00
3E-02,5.619833E-02,3.167316E-03,-1.837527E-01,7.280884E-02,6.310042E-02,3.014259E-03,-1.049756E-01,1.058476E-01,2.144663E+02,4.477179E+04,-1.270351E+00
