timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,vel_scene1_f20,vel_scene1_f30,vel_scene1_f50,vel_scene2_f10,vel_scene2_f20,vel_scene2_f30,vel_scene2_f50,vel_scene4_f10,vel_scene4_f20,vel_scene4_f30,vel_scene4_f50,vel_scene_wheel_f10,vel_scene_wheel_f20,vel_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f20,lateral_scene1_f30,lateral_scene1_f50,lateral_scene2_f10,lateral_scene2_f20,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f20,lateral_scene4_f30,lateral_scene4_f50,lateral_scene_wheel_f10,lateral_scene_wheel_f20,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f20,tumble_scene1_f30,tumble_scene1_f50,tumble_scene2_f10,tumble_scene2_f20,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f20,tumble_scene4_f30,tumble_scene4_f50,tumble_scene_wheel_f10,tumble_scene_wheel_f20,tumble_scene_wheel_f30,yaw_scene1_f10,yaw_scene1_f20,yaw_scene1_f30,yaw_scene1_f50,yaw_scene2_f10,yaw_scene2_f20,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f20,yaw_scene4_f30,yaw_scene4_f50,yaw_scene_wheel_f10,yaw_scene_wheel_f20,yaw_scene_wheel_f30,pitch_rms_scene1_f10,pitch_rms_scene1_f20,pitch_rms_scene1_f30,pitch_rms_scene1_f50,pitch_rms_scene2_f10,pitch_rms_scene2_f20,pitch_rms_scene2_f30,pitch_rms_scene2_f50,pitch_rms_scene4_f10,pitch_rms_scene4_f20,pitch_rms_scene4_f30,pitch_rms_scene4_f50,pitch_rms_scene_wheel_f10,pitch_rms_scene_wheel_f20,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-22T14:57:54,98.2,1008,2347cb2e,0.122472,0.0569,0.1072,0.1343,0.1588,0.0874,0.1323,0.1566,0.2549,0.1043,0.1928,0.2744,0.3641,0.1450,0.3014,0.4468,0.000109,0.004250,0.002724,0.013005,0.000101,0.001731,0.002319,0.012640,0.000807,0.000917,0.004476,0.029478,0.000739,0.001725,0.004429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.9,0.6,3.4,7.5,0.7,3.8,4.1,6.1,2.1,1.9,4.3,5.3,0.1,1.4,1.4,2.17,7.54,9.98,9.53,2.62,5.97,6.37,7.45,1.76,1.37,1.75,2.70,0.26,0.16,0.16,np.float64(0.41860242910255785),np.float64(0.00011961187647855524),np.float64(1.2504825839377944e-05),np.float64(0.004210806069094459),np.float64(7.06991743668735),np.float64(0.12116100513709309),np.float64(0.3434291533174141),np.float64(7.376837486942583e-05),np.float64(0.8054390340810461),np.float64(6.3945634549440085),np.float64(0.5192249479056619),np.float64(1.2460428721107228),np.float64(5.287694029347761e-10),np.float64(0.4229455941298567)
2026-02-22T15:16:23,116.7,1200,0d9345d4,0.106420,0.0571,0.1085,0.1314,0.1606,0.0854,0.1358,0.1562,0.2883,0.1082,0.1971,0.2703,0.3626,0.1455,0.2955,0.4473,0.000351,0.003414,0.003508,0.013673,0.000354,0.002123,0.002389,0.005170,0.001936,0.001213,0.014168,0.020700,0.000730,0.001065,0.006206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.8,1.9,2.1,12.3,1.1,1.8,5.5,11.7,0.7,1.6,6.7,12.8,1.4,0.7,0.3,2.21,7.84,12.11,11.80,2.33,6.33,6.54,7.02,1.88,1.33,1.90,2.94,0.27,0.19,0.20,np.float64(0.42069931162961943),np.float64(0.00011722757903870478),np.float64(1.1232181437261449e-05),np.float64(0.004337551302108514),np.float64(8.045546239426832),np.float64(0.1157626286991284),np.float64(0.35028507908255496),np.float64(7.449551794775032e-05),np.float64(0.798777815444441),np.float64(6.40992017667097),np.float64(0.5428221686128951),np.float64(1.2226091287188277),np.float64(5.290612740521047e-10),np.float64(0.42546275772509645)
2026-02-22T15:34:19,134.6,1384,2b9b3db3,0.105935,0.0562,0.1081,0.1248,0.1597,0.0867,0.1348,0.1527,0.2825,0.1070,0.1939,0.2757,0.3590,0.1423,0.2943,0.4549,0.000700,0.000531,0.003196,0.005954,0.001431,0.004637,0.001470,0.003874,0.003024,0.004182,0.002037,0.016258,0.001858,0.004415,0.006091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.0,3.4,0.8,5.1,1.2,5.6,2.6,8.3,2.6,2.6,2.8,9.2,1.5,1.5,2.0,2.18,7.58,12.26,11.06,2.43,5.88,5.47,5.92,1.92,1.36,1.99,2.92,0.27,0.20,0.15,np.float64(0.422128575009773),np.float64(0.00010280480096994602),np.float64(1.1593105818501569e-05),np.float64(0.004082909313586521),np.float64(9.417235439217416),np.float64(0.1401725427196884),np.float64(0.3551306358225531),np.float64(6.778540514363072e-05),np.float64(0.8507362852198679),np.float64(6.414433036206179),np.float64(0.5658894760097887),np.float64(1.150760211039436),np.float64(5.580760632923918e-10),np.float64(0.4454881012577523)
2026-02-22T15:40:31,140.8,1448,f9c21678,0.104187,0.0552,0.1065,0.1318,0.1543,0.0857,0.1333,0.1575,0.2702,0.1131,0.1970,0.2777,0.3783,0.1489,0.3073,0.4491,0.000334,0.000853,0.002866,0.011893,0.001191,0.001819,0.004343,0.016226,0.001956,0.001174,0.013180,0.007135,0.000628,0.003441,0.005495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.4,3.4,1.0,8.5,1.7,1.5,2.0,20.7,1.7,2.0,1.1,20.2,1.1,0.5,0.3,2.36,6.68,11.27,11.21,3.07,5.97,5.95,7.28,2.13,1.39,2.20,2.77,0.13,0.13,0.35,np.float64(0.4158409802393651),np.float64(0.00011176964793363229),np.float64(1.1356618128872309e-05),np.float64(0.004612527191142602),np.float64(9.959127153149634),np.float64(0.06655554675200359),np.float64(0.3582535720907865),np.float64(7.2632429547507e-05),np.float64(0.8487400853634186),np.float64(6.399671607780585),np.float64(0.5760891654515686),np.float64(1.1345587572166727),np.float64(5.76805608368202e-10),np.float64(0.4009295311192204)
2026-02-22T15:41:18,141.6,1456,81b3c062,0.102771,0.0560,0.1072,0.1273,0.1632,0.0852,0.1314,0.1565,0.2630,0.1085,0.1970,0.2718,0.3610,0.1424,0.2965,0.4534,0.000266,0.001193,0.000721,0.002741,0.000210,0.000833,0.000814,0.012049,0.000681,0.000965,0.005965,0.019764,0.000605,0.001919,0.006883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.8,1.9,1.9,13.8,0.4,0.9,3.9,3.4,2.0,0.5,2.9,0.7,0.7,1.7,0.8,2.24,6.75,11.96,12.80,2.65,7.24,6.90,8.22,1.94,1.39,2.04,2.65,0.12,0.19,0.36,np.float64(0.41691777603076424),np.float64(0.0001105077322749953),np.float64(1.1462861647896641e-05),np.float64(0.004552619651355395),np.float64(9.660716952791615),np.float64(0.08044454584668967),np.float64(0.3587548268896512),np.float64(7.327184838440786e-05),np.float64(0.8257107084779713),np.float64(6.390211739931117),np.float64(0.5686380251865149),np.float64(1.1469270269994725),np.float64(5.751391292179987e-10),np.float64(0.4103036281342062)
2026-02-22T15:42:05,142.4,1464,586f8f9c,0.099851,0.0555,0.1069,0.1285,0.1546,0.0848,0.1336,0.1559,0.2665,0.1104,0.1955,0.2659,0.3820,0.1452,0.2959,0.4556,0.000406,0.002522,0.003676,0.007975,0.000874,0.002697,0.001932,0.010018,0.000530,0.000917,0.008393,0.006013,0.000900,0.002553,0.001586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.3,0.5,3.2,4.9,0.7,1.2,2.6,8.5,0.3,1.9,5.3,7.8,0.6,0.0,3.1,2.13,7.74,12.58,10.35,2.76,6.47,5.80,7.09,1.94,1.33,2.17,2.89,0.28,0.13,0.18,np.float64(0.40139449015488327),np.float64(0.00010122189076638926),np.float64(1.1845301085828274e-05),np.float64(0.004586071680455453),np.float64(9.917512059316373),np.float64(0.09259555746034942),np.float64(0.35105647741968227),np.float64(7.536181884818522e-05),np.float64(0.8371118600661979),np.float64(6.388681854587154),np.float64(0.5739946425287075),np.float64(1.1299853255648582),np.float64(5.647756467065698e-10),np.float64(0.41111065900554766)
2026-02-22T16:06:10,166.5,1704,1eea8a11,0.099041,0.0559,0.1086,0.1312,0.1575,0.0866,0.1358,0.1532,0.2684,0.1049,0.1937,0.2733,0.3471,0.1433,0.2951,0.4483,0.000053,0.002056,0.002183,0.000479,0.000359,0.001349,0.002706,0.007371,0.002198,0.002625,0.009271,0.023502,0.000602,0.001292,0.003060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.3,1.2,3.2,5.5,1.7,3.5,1.0,3.9,1.8,1.3,4.5,6.8,1.1,1.6,0.7,2.17,7.03,11.22,10.74,2.49,6.49,5.99,8.27,1.85,1.39,1.70,2.67,0.23,0.17,0.14,np.float64(0.41319568585799404),np.float64(0.00011194850479565976),np.float64(1.1901373991209097e-05),np.float64(0.004541234164007028),np.float64(9.840214969912115),np.float64(0.1016076334050083),np.float64(0.3239171147319875),np.float64(7.248461365561008e-05),np.float64(0.8210541320075921),np.float64(6.374753533471356),np.float64(0.5648434641665092),np.float64(1.130295794894714),np.float64(5.610669986815303e-10),np.float64(0.39257990497822676)
2026-02-22T16:28:04,188.4,1920,6c2ae468,0.092744,0.0560,0.1085,0.1299,0.1630,0.0857,0.1292,0.1543,0.2742,0.1099,0.1924,0.2815,0.3632,0.1471,0.3025,0.4482,0.000431,0.001650,0.003279,0.012132,0.000301,0.002260,0.004832,0.010576,0.003184,0.002265,0.009011,0.016818,0.001131,0.002608,0.001978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.2,1.4,1.1,17.3,1.7,1.7,2.9,3.9,0.8,3.6,2.3,6.7,0.9,1.5,5.0,2.21,7.26,11.92,10.29,2.73,6.14,5.38,6.73,2.08,1.28,1.85,2.64,0.15,0.08,0.15,np.float64(0.4095097647375493),np.float64(0.00010512850530208361),np.float64(1.1890014716854517e-05),np.float64(0.004599742774963541),np.float64(9.51523932252788),np.float64(0.0790888134851847),np.float64(0.3420270457052283),np.float64(7.20623200391156e-05),np.float64(0.7869730642997291),np.float64(6.369337749496971),np.float64(0.5661451311976412),np.float64(1.1334967298617031),np.float64(5.550906585966494e-10),np.float64(0.39403114326117294)
2026-02-22T16:31:18,191.6,1952,89eb8b29,0.090431,0.0555,0.1080,0.1288,0.1530,0.0846,0.1336,0.1593,0.2554,0.1098,0.1977,0.2838,0.3812,0.1450,0.2989,0.4483,0.000570,0.000795,0.006481,0.006761,0.000428,0.003600,0.002120,0.004041,0.001039,0.002203,0.002319,0.018145,0.000907,0.001715,0.004385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.3,2.0,4.9,20.3,1.0,3.9,4.1,2.4,3.0,5.2,1.7,5.4,0.5,1.6,0.7,2.12,7.14,11.55,10.53,2.67,5.95,5.21,5.62,2.09,1.33,1.97,3.05,0.14,0.14,0.29,np.float64(0.41650379230447204),np.float64(0.00010076783454217128),np.float64(1.1697409918766076e-05),np.float64(0.004604033989091108),np.float64(9.296530184335667),np.float64(0.07888363550380441),np.float64(0.35186130196418425),np.float64(7.174925644437166e-05),np.float64(0.7889396480481444),np.float64(6.3746422874715),np.float64(0.5652111445756947),np.float64(1.143252804951701),np.float64(5.562216801493089e-10),np.float64(0.40295365264575544)
2026-02-22T16:44:47,205.1,2088,c4d738f7,0.083960,0.0562,0.1097,0.1268,0.1533,0.0864,0.1320,0.1552,0.2605,0.1063,0.2000,0.2653,0.3616,0.1456,0.2937,0.4476,0.000143,0.006311,0.002423,0.002863,0.000090,0.002074,0.001595,0.000946,0.001017,0.002796,0.007370,0.002467,0.001469,0.003147,0.003328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.1,1.7,1.6,2.3,2.4,3.2,0.7,4.5,1.9,2.5,1.2,7.3,1.8,2.0,2.3,2.55,7.14,12.15,10.25,2.58,6.55,5.58,6.71,1.99,1.42,2.06,2.89,0.11,0.14,0.25,np.float64(0.41789164637467335),np.float64(9.409912367998643e-05),np.float64(1.1805268653209848e-05),np.float64(0.004544624825122905),np.float64(9.469787609191659),np.float64(0.09395828005761347),np.float64(0.35805974406543273),np.float64(7.163070101786796e-05),np.float64(0.7826514637241536),np.float64(6.3938004305523926),np.float64(0.5608166312644491),np.float64(1.1471307316277786),np.float64(5.621324820722962e-10),np.float64(0.4183395404383823)
2026-02-22T17:06:16,226.6,2312,415a68fa,0.080495,0.0557,0.1100,0.1354,0.1496,0.0844,0.1328,0.1612,0.2729,0.1089,0.2048,0.2731,0.3840,0.1434,0.3033,0.4393,0.000673,0.000726,0.006170,0.013853,0.000435,0.001866,0.002080,0.012180,0.002385,0.002983,0.001140,0.022073,0.001146,0.001239,0.000712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.6,2.7,4.2,7.0,1.4,2.8,3.7,3.6,2.0,1.7,3.6,4.0,0.5,1.5,0.9,2.67,6.67,11.56,10.23,2.87,6.21,5.82,5.98,1.99,1.40,1.67,2.82,0.23,0.14,0.41,np.float64(0.41855088365761783),np.float64(9.407708286039681e-05),np.float64(1.1697142665734054e-05),np.float64(0.0047855911044965265),np.float64(8.488580017627568),np.float64(0.06948875229760329),np.float64(0.37773845040773407),np.float64(7.281051193351415e-05),np.float64(0.7502928835053853),np.float64(6.39731600947108),np.float64(0.5649835105560623),np.float64(1.1457340745426339),np.float64(5.604297583653294e-10),np.float64(0.42094085524663305)
