id,cost,velocity_scene1,velocity_scene2,velocity_scene4,velocity_scene_wheel,cost_scene1,cost_scene2,cost_scene4,cost_scene_wheel,velocity_scene1_f10,velocity_scene1_f30,velocity_scene1_f50,velocity_scene2_f10,velocity_scene2_f30,velocity_scene2_f50,velocity_scene4_f10,velocity_scene4_f30,velocity_scene4_f50,velocity_scene_wheel_f10,velocity_scene_wheel_f30,cost_scene1_f10,cost_scene1_f30,cost_scene1_f50,cost_scene2_f10,cost_scene2_f30,cost_scene2_f50,cost_scene4_f10,cost_scene4_f30,cost_scene4_f50,cost_scene_wheel_f10,cost_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f30,lateral_scene1_f50,lateral_scene2_f10,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f30,lateral_scene4_f50,lateral_scene_wheel_f10,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f30,tumble_scene1_f50,tumble_scene2_f10,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f30,tumble_scene4_f50,tumble_scene_wheel_f10,tumble_scene_wheel_f30,pitch_rms_scene1_f10,pitch_rms_scene1_f30,pitch_rms_scene1_f50,pitch_rms_scene2_f10,pitch_rms_scene2_f30,pitch_rms_scene2_f50,pitch_rms_scene4_f10,pitch_rms_scene4_f30,pitch_rms_scene4_f50,pitch_rms_scene_wheel_f10,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping
b30649f6,36.93504098848244,-0.000563541676147357,0.05398959167125528,0.0313367419545822,-0.01863540919018292,12.216659490501453,5.1976372972747065,7.949865964443309,11.485410028182635,0.0055665965897299784,0.0011428959217107454,-0.008400117539882795,0.04419875146968355,0.048800323660884694,0.06896969988319758,0.048933422845820154,0.05236055158464694,-0.0072837485667204774,-0.02041452853748861,-0.01685628984287723,3.603647552829145,3.9112715629446138,4.701740374727693,1.1613388140087157,1.9814493686265555,2.0548491146394348,1.6047964046363836,2.7023142605579142,3.6427552992490115,6.496412541685762,4.988997486496872,0.02936953977860999,0.04101672124260011,0.014498687645851173,0.03960796558578675,0.03510872313861099,0.03296541139349033,0.036717709716322856,0.060257701653350065,0.048786372287005574,0.07160849314017162,0.039960844603954895,0.026614159817017147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05027804255860849,0.0,10.368823508492087,8.580936547811401,7.827954206646416,9.518599805400301,10.106070209156947,7.687862195065494,5.544642660121096,5.960957009691497,5.426981617409426,8.240510753677324,6.162884353296738,0.003986201418905149,0.0009089093061666784,0.0015642568162848316,0.028636123647210188,0.9797529068668027,0.8801713260598852,0.9935048236134831,0.0016991691613025051,0.3748068304173461,3.6627736474506825,0.8609693449262059,0.8602751626185431,2.616315245010773e-10
bc5b24aa,11.97563459164046,0.04847322995919967,0.2262844805785779,0.29602018217027126,0.2958426865792571,9.629495337437325,0.8538240848356893,0.9565230617457311,0.04100792718494221,-0.018960473381195025,0.07851902033880248,0.08586114291999156,0.07559091066768862,0.21157001047069746,0.3916925205973476,0.0930477783391615,0.27458602958519207,0.5204267385864603,0.1532275273377783,0.4384578458207359,8.788495579943742,0.28390073166399393,0.5570990258295886,0.028554408924821133,0.03193649560230493,0.7933331803085633,0.0690609022680517,0.0003221806702981135,0.8871399788073813,0.02976045306654642,0.011247474118395787,0.0030957419543889524,0.016218482120177544,0.058602141595368376,0.0007644085472136783,0.002183413558400889,0.030144361271869147,0.016748262142520856,0.01278708837417692,0.07567729887639424,0.02291355221060414,0.10145120757157317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236798650010282,4.76645224954552,4.164554942814135,3.399025193027766,2.245674321900985,3.524999735589274,1.34935730547356,1.8110527956205562,1.7915039966979895,0.1297293119518681,0.17140232063238936,0.0007543292009828768,0.0003037544576161097,0.0006781291973329334,0.004967606171143252,1.1442756501620432,0.8382740828170322,0.9568621220723825,0.0027523678024273268,0.43979298653692384,3.520259162672948,0.5725591044176679,0.8366782730232392,2.3898814197155e-10
be0e3e49,25.77427253452129,0.007831086220516863,0.11572772329456706,0.16585145775356694,0.021386241467059676,14.117500435755831,1.041237079044866,0.7947431985348665,9.518257329560527,-0.01740764992381553,0.024098217742751817,0.0168026908426143,0.07927233899664395,0.14234995851258836,0.1255608723744689,0.07404136035887207,0.20083034136982814,0.2226826715320006,-0.004719446407630123,0.04749192934174948,8.543805181381353,2.3850270642026015,3.1886681901718763,0.009599795116813895,0.07678692730833256,0.9548503566197195,0.4090046560209645,0.1899688925252452,0.19576964998865692,5.871207433447752,3.647049896112774,0.011968102548230296,0.005714926003940236,0.024446651250806844,0.02788531134857425,0.04298539968301586,0.03257284618891452,0.007541197538555294,0.042534712392995076,0.22026282386218726,0.1222527723335401,0.038783030875666154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65847413717737,4.800164038938542,4.857275807302239,4.2428613016214625,3.950208414428662,4.259003487692758,1.8246172651406902,2.048369149015909,2.153784778363943,0.765601000608038,0.7691740260059433,0.0012771647407370068,0.0012963128885222547,0.0006603999123191012,0.008175058429043409,0.8694852392023774,0.9861665830172046,0.9742800412503194,0.00048159079589822,0.7193453098941838,3.133734226797514,1.0626614885123304,0.5071918734083117,8.843492964554194e-11
7d3e230b,35.51429101765221,0.022975980602529048,0.22481701092498527,0.3652122291993509,-0.11392183582634119,9.907118168890968,0.7595213308030379,2.584311007361762,21.08500672859604,-0.007287151717723208,0.02779006735890191,0.04842502616640844,0.0786542274422816,0.21062359000983732,0.3851732153228369,0.1297148134228125,0.3661418194799343,0.599780054695306,-0.08168132195402282,-0.14616234969865954,6.017682855895821,2.170892926624971,1.7185423863701765,0.008173875662599844,0.048191599570332075,0.703155855570106,0.055229172012241465,0.33651028367985913,2.192571551669661,12.658236059971635,8.426770668624403,0.004043092647668715,0.013655097283441288,0.0459015058366251,0.007205511999824211,0.020411868061209308,0.011454023088485124,0.017994308746000783,0.025254935458114414,0.011297820104120072,0.3064890165689721,0.0030035017406040932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142860294751962,5.678976277822562,5.34281099524191,4.245431054898502,3.726313111541119,2.582675800224643,1.3038943590018275,1.722171515130897,0.7267703080257311,0.9508211288434831,1.0042361622449136,0.003240435372386201,0.0016654853852401412,0.0011256694501788093,0.009232198103605717,0.9596675016031591,0.8131893886977036,0.964153133959198,0.0007274525123666265,0.7818992603250442,3.603089055276075,0.5022192210037936,1.0972293042789112,1.6965553141322508e-10
d64c6886,11.605459680491006,0.02578875821709294,0.13733496470619871,0.2701900162504712,0.07970998883889546,5.9739212677198825,0.577038354574443,0.42323924971953125,4.352844449118361,0.02770702098934598,0.036453446232139045,0.01320580742979379,0.0753417891798888,0.10371541167789633,0.232947693260811,0.11479266936489917,0.2422666110598184,0.4535107683266959,0.07568919337883796,0.08373078429895296,0.8520206814100122,1.735288472739367,3.3866121135705027,0.03213656642367113,0.5338974771132619,0.011004311037510019,0.0018807014803144866,0.024018118863913432,0.39734042937530334,1.3048098211897619,3.0480346279285992,0.0017674851516189596,0.01472907388961166,0.0040714214878705465,0.006081792434669277,0.042170311859272475,0.07933965234167036,0.03081915746792075,0.09014956414497066,0.17311033747082724,0.09855976829646766,0.18380568450863338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.632128772287533,4.937839644278492,4.972611943582166,4.870078863130768,5.259439697297605,3.7932914524118906,2.3774264478608576,2.278751951244591,1.2392789497859082,1.4665019507649815,1.9873743248425004,0.0017720190784288887,0.0015258210161710549,0.0020384601977335003,0.01902774223183494,0.7982308696917679,0.875416549529423,0.9796119117357982,0.001961875382178006,0.37222020324125604,3.44430037897042,0.6680867421491536,0.641122829832087,3.8803154891142383e-10
d7273d72,46.113705639004834,-0.007695387786801421,0.015715070063003492,0.021575479014097277,-0.012363599657869618,16.308876562824715,10.72433458818321,9.275192788741514,9.776751090116113,-0.008721471470805538,-0.020570697174771554,0.006206005285172831,0.012260637623459778,0.007392095160206427,0.027492477405344273,0.02674382932618491,0.015502215861146237,0.022480391854960688,0.006726113519173519,-0.031453312834912754,6.755579824757412,5.6980361796552526,3.855260558412051,3.6970431459784563,3.764830188152648,3.2624612540521043,2.5878211165459026,3.7836762552396745,2.9036954169559355,4.475788441663392,5.300962648452721,0.01942956721271564,0.037984608661736495,0.026249253947936244,0.07522075159866494,0.09958863397949941,0.05181752529424337,0.08145719753394161,0.020870938914050473,0.003458642110238135,0.024566325027363885,0.024747151503492153,0.023889197730990273,0.0002652509776697489,0.06583403161512048,0.0,0.05634922559907607,0.04579344399589931,0.07037184318751757,0.0,0.0,0.0,0.0,17.572171193772533,12.43273749783912,13.15078984834565,10.598233232246873,12.609428140553902,10.324752159953933,6.164179113876579,5.888422327390623,4.835632965240212,7.281376272200557,6.453062027136626,0.007218002066600454,0.0009514739018340937,0.0020001482438851284,0.01283784297483209,0.8564610961197685,0.9178883883488662,0.9931816935017477,0.0009755553139260252,0.8946333577576009,2.714049263256903,1.2465802349853794,1.0261152253229968,1.8004940672387004e-10
0dc1e444,42.459867585007004,-0.005944231551486605,0.06534397483675869,0.03857411970892792,-0.026215612320886372,16.572051454766815,4.591005722667289,9.229078977719125,11.946238560508727,-0.01558982017253295,-0.014148081947504922,0.011905207465578055,0.034638310389860504,0.1054176198895466,0.055975994230868964,0.007817904064293132,0.05833681166786382,0.04956764339462681,-0.021150685240600212,-0.031280539401172536,7.975211396607048,5.133483971996531,3.463356086163234,1.6870553200650302,0.49679570944316453,2.407154693159094,4.375374286429757,2.547823912376245,2.305880778913123,6.650534485266954,5.295704075241773,0.04132363199673034,0.042161822339211966,0.019027879769764264,0.03607005799719748,0.04233221162251675,0.06388559563402892,0.01285659718078342,0.04412731556482154,0.03754860848630651,0.03681406592512859,0.04708170075867425,0.0,0.0,0.0,0.0,0.0,0.020773853813231026,0.0,0.0,0.0,0.0,0.0,7.165249769812695,7.6580022920697655,8.92267777079476,8.841139309160932,7.895611596843878,7.992734303104081,3.8706113063409395,4.02395693198144,3.7362444935623076,5.406992168312295,5.348506554223646,0.003013514090407428,0.00025335357231133965,0.0008592072376532717,0.012797790828117833,1.493375034524362,0.8621762195093357,0.9630740174521912,0.0007070804574466811,0.7441072313872198,3.598628746910825,0.8410658261346008,1.153986744620006,2.3671329404111957e-10
7aacb144,25.12428779300932,0.008807996961520372,0.1439465529089433,0.22655084607303624,-0.018774519019230308,11.676611731285803,0.8255425400287157,0.12040216518740807,12.030436458833115,0.0019050942003898189,0.006700366936349168,0.01781852974782213,0.08749551490859017,0.17693913522211602,0.16740500859612362,0.11900154279208014,0.2908803425604721,0.26977065286655644,-0.026898533785693686,-0.010650504252766927,4.995289664347808,3.537984617523543,3.1433374494144517,0.4431627404488552,0.0018790776640967774,0.38050072191576384,0.03488961667450237,0.003554940488058165,0.08195760802484754,7.0860662190617125,4.944370239771403,0.06754568860609267,0.006200486408921654,0.030747027076161185,0.03635438388408145,0.043342805560615615,0.08925190546026746,0.010809776092594637,0.05870461718115735,0.08759950993257991,0.03558012849752378,0.13577652289909956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3133467135487855,7.168370716945255,7.14702022351286,5.082307017199363,4.605396127603396,4.4368877843644405,1.94296867607112,2.1613791304802,2.2154338605763346,1.1481719360207197,1.1318767571387813,0.005522535174069271,0.000615720001518358,0.0007974447438918249,0.007627218654183514,0.6109387608240291,0.9137542842140898,0.978578383728854,0.0010035385918976652,0.4374434310999608,3.0753740790497,0.8738015494771746,0.8971812951118576,1.271755869035822e-10
cf44e0fa,6.537933695038994,0.040908959531292845,0.1732955438253958,0.26472269193567316,0.2765887969855178,5.471979087011158,0.031981018933572816,0.6814669635062033,0.09975139476633936,0.007962299627918428,0.06389120136812176,0.050873377597838325,0.08828097037301606,0.19786898325230243,0.233736677850869,0.08549477276837679,0.23042780664337514,0.4782454963952676,0.1587725901333901,0.39440500383764554,3.2154926583216703,0.6328193427095292,1.623667085979959,0.016068358300950603,0.004756794370320222,0.011155866262301991,0.1695211234400028,0.037231938643608596,0.47471390142259184,0.050383879832715986,0.049367514933623374,0.0006455677679068847,0.009843380280147772,0.01795663666372734,0.005668873061397236,0.006935772152165679,0.09713333434538435,0.01702231014963465,0.00934272317237485,0.013051456007744862,0.011327366668925684,0.07185108387966704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4048027867870507,4.094090269660036,3.2138136957505425,3.4128055105310087,3.434139101085822,3.753656954104577,1.3627138908947027,1.8151976977425774,1.0801647274201591,0.15363707441312593,0.17583373413840675,0.0005262725384097004,0.001156308244394205,0.0007432753230096272,0.0053510533448694565,1.2942763854233599,0.8562574852177349,0.9766564608491135,0.0008611312018756784,0.685529937291554,3.0132106614586975,0.7334342233070505,0.5213303827584429,1.5676795711547968e-10
b55dad3a,4.856851535782169,0.05547213199193293,0.16614396938832313,0.21138789857443774,0.30051077476791666,3.2884481054710997,0.9823857923212203,0.12663059039259084,0.2777131812012987,0.016648590734927936,0.0820484996898492,0.06771930555102165,0.11766705424975288,0.18839470187505297,0.19237015204016353,0.09388622193758747,0.227491345704806,0.3127861280809197,0.1776703821311152,0.4233511674047181,2.0457397338011862,0.20585948969271106,1.0368488819772024,0.7919498403566206,0.0013977555528758496,0.18903819641172384,0.0665610474277715,0.04785788177704702,0.012211661187772298,0.275120214685895,0.0025929665154036793,0.003276215633198444,0.022945082514150887,0.02338714206467998,0.01142990052684917,0.0364970415440153,0.11136247750620303,0.004491317739771459,0.029264387790785655,0.0998937556020405,0.002908157517239393,0.02440680844022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5616284596358163,5.12377834236378,4.846804132169983,2.4148062878850727,4.222894410562907,4.220803624305198,1.3794006307208813,1.9614977814918717,2.1850742558603717,0.19699283806077483,0.19729256266182346,0.005442925516195768,0.0005021698597169765,0.0021971597023780565,0.0038233570783445083,1.195141713766172,0.8236283419329058,0.9733451972389461,0.0013729468024826937,0.4934072701442257,3.1226762141304234,1.0031128685196073,0.5380630003954495,4.708260569494699e-10
