timestamp,elapsed_min,n_eval,id,cost,vel_scene_wheel_f20_step,lateral_scene_wheel_f20_step,tumble_scene_wheel_f20_step,yaw_scene_wheel_f20_step,best_trial_scene_wheel_f20_step,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-02-24T23:45:19,0.1,16,21a31f17,0.016719,0.0012,0.003191,0.013521,179.9,2,0.07609302584082255,0.012436421626900373,1.8660300587226067e-05,0.0012628285000650817,3.4495809745950683,0.5698021295377115,0.12457694962748622,0.0003815354644282756,0.17961424262493098,5.3916310089493305,0.7656936811031314,1.2609085482027935,4.9485701127802635e-09,30.10953375675179,1.873927256982795e-05,0.0015367009867594415,0.6233824102811811
