timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,lateral_scene1_f10,tumble_scene1_f10,yaw_scene1_f10,progress_scene1_f10,best_trial_scene1_f10,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-06-12T16:53:34,0.6,16,3d7a3854,0.003624,0.0194,0.000002,0.000000,0.3,0.0000,0.0000,0.5453449623945159,0.004353294308048063,0.00018883906779300978,0.0007202148953423294,4.154572403205594,0.025092708959494447,0.6673284488616068,0.0007381885857315426,0.6953159880132525,4.288818280854216,0.7330729461375973,0.7814965520560528,3.5885982183765e-10,31.604985951475037,0.0009905590744889868,6.445002084814537e-06,0.67560934642854
