id,cost,elapsed_min,velocity_scene1,velocity_scene2,velocity_scene4,velocity_scene_wheel,cost_scene1,cost_scene2,cost_scene4,cost_scene_wheel,velocity_scene1_f10,velocity_scene1_f20,velocity_scene1_f30,velocity_scene2_f10,velocity_scene2_f20,velocity_scene2_f30,velocity_scene4_f10,velocity_scene4_f20,velocity_scene4_f30,velocity_scene_wheel_f10,velocity_scene_wheel_f20,velocity_scene_wheel_f30,cost_scene1_f10,cost_scene1_f20,cost_scene1_f30,cost_scene2_f10,cost_scene2_f20,cost_scene2_f30,cost_scene4_f10,cost_scene4_f20,cost_scene4_f30,cost_scene_wheel_f10,cost_scene_wheel_f20,cost_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f20,lateral_scene1_f30,lateral_scene2_f10,lateral_scene2_f20,lateral_scene2_f30,lateral_scene4_f10,lateral_scene4_f20,lateral_scene4_f30,lateral_scene_wheel_f10,lateral_scene_wheel_f20,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f20,tumble_scene1_f30,tumble_scene2_f10,tumble_scene2_f20,tumble_scene2_f30,tumble_scene4_f10,tumble_scene4_f20,tumble_scene4_f30,tumble_scene_wheel_f10,tumble_scene_wheel_f20,tumble_scene_wheel_f30,yaw_scene1_f10,yaw_scene1_f20,yaw_scene1_f30,yaw_scene2_f10,yaw_scene2_f20,yaw_scene2_f30,yaw_scene4_f10,yaw_scene4_f20,yaw_scene4_f30,yaw_scene_wheel_f10,yaw_scene_wheel_f20,yaw_scene_wheel_f30,best_trial_scene1_f10,best_trial_scene1_f20,best_trial_scene1_f30,best_trial_scene2_f10,best_trial_scene2_f20,best_trial_scene2_f30,best_trial_scene4_f10,best_trial_scene4_f20,best_trial_scene4_f30,best_trial_scene_wheel_f10,best_trial_scene_wheel_f20,best_trial_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
41b29d7e,6.79046651077893,45.9,0.024896008323910212,0.0588827013077619,0.08000345134902481,0.03599796838633889,2.6227207436145514,2.8353535437736928,1.0486328836759007,0.12842200422992606,0.008601742055410087,0.04298810296740662,0.023098179948913916,0.02465937056166648,0.08781863772918042,0.0641700956324388,0.0871209655441243,0.09908117676552818,0.05380821173742195,0.000512926559746484,-0.0011592011728303363,0.10864017977210053,1.823000126483999,0.18963328674136334,0.6100873303891893,1.4852934729912812,0.0015648229321471323,1.3484952478502643,0.23496222995255545,0.010343402623113536,0.8033272511002316,0.0005600799955927624,0.0027063276651720265,0.12515559656916125,0.00238275255363813,0.00018610958229732782,0.0018593537035072976,0.0021500548227535677,0.0006222952190705843,0.0015210405711127552,0.0029991362719980945,0.003164668290917283,0.011241008403221708,0.005821742368572801,0.004339694342873937,0.0014821729950316278,0.0,0.14808196456544873,0.15355096305933555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.069439634925143,36.77592493505966,5.797394017919399,9.524508616642247,1.3208329625263848,3.140713753801685,13.538078654985572,7.507502759641306,1.3063817084277767,4.848766073953227,8.154881896642276,28.89738333551792,0,0,2,0,1,0,0,0,2,2,0,1,0.43655133786404804,0.002092349119170188,2.792035019998865e-05,0.012143044615200348,2.9178823516607566,0.8528178490376718,0.45801238109114434,0.0002446583928621628,0.37326153238786913,4.277326896985613,1.0346874177536836,0.7047551640899554,1.0523271568780371e-09,30.369415093157055,2.1327956779630632e-05,0.00012588388545869684,0.9201832952159349
b1a4d4e3,7.242566689936994,45.9,0.03220074607702288,0.08996521282930799,0.08728854527493772,4.735241493196993e-05,0.1837762682497849,0.14673329834677123,0.28297284310082144,6.440203067076284,0.020042590059662885,0.04296702551443223,0.03359262265697351,0.0614500291776736,0.080619564776311,0.1278260445339394,0.07434309941245201,0.11597991202159974,0.07154262439076137,-0.0009679151864683058,-0.00015629855259482786,0.0012662709838590434,0.000257530470480941,0.04202298534842149,0.14149575243088247,0.08946981627977448,0.048231568261544386,0.00903191380545236,0.007340221977155668,0.06886215533391009,0.2067704657897557,0.0018744709616488574,5.769597832434264e-05,6.438270900136311,0.00090593976342944,0.00803008222697653,0.007705259747478645,0.002296711583699556,0.0006934513076129415,9.84285133416575e-05,0.0011781987671590703,0.0043070872894968425,0.009621318098089523,0.0008668017402537921,0.0029727938438220552,0.0071672528613798145,0.0,0.0,0.14032888383479442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00918545407023,1.647823112176439,9.561914894998692,0.8777107999752171,17.98112140721496,11.578370227158521,7.17744483114222,0.7782742111700708,16.821027670377134,1.561651767334711,2.452990578356239,29.934121428776752,0,0,2,2,0,2,0,2,0,0,1,1,0.38705102975083694,0.00264943821247679,2.9727235750774474e-05,0.00850816924929345,2.7312830622191013,0.5520112547525684,0.43571597978422105,0.00015662599968314762,0.4838761989625221,4.316035375057659,1.0347753528094874,0.6671867843904844,7.949785420020372e-10,30.424512188803522,3.747360904828984e-05,0.0002983785602371121,0.7471635382223785
12cbc843,9.39473096639919,45.9,0.03865778823308853,0.08809418760193222,0.13172257642764607,0.024754932687232816,1.9206708891504571,0.16267383260959375,6.793625896867537,0.2320475737791124,0.029326731929319158,0.04351041618370203,0.043136216586244405,0.058096495417356404,0.07467150070814428,0.13151456668029596,0.08099779909269873,0.12149347287213029,0.1926764573181092,5.812431560004884e-05,0.0005832973037944318,0.07362337644230396,1.1219829249613906,0.20241045191582682,0.5962775122732399,0.025850796212578266,0.13571018083178338,0.0011128555652321205,0.08614526009165853,0.14527993775093265,6.562200699024946,6.769127846883097e-06,0.0006869646251384422,0.23135384002612708,0.0004599506408424156,0.0002959176199304101,0.004105998892369152,0.0030288830406679183,0.0003816140636488056,0.002636265311874617,0.002639097284881694,0.0011823096632513287,0.0016356198462681598,0.00011070555060580249,0.0025481632425602536,0.0028643993116651933,0.0,0.17031585380067726,0.13658228498649985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3034386641891365,0.9334488546574545,179.42951740502514,0.019336200396382137,11.884001572121175,18.16200043497139,5.168074808362521,2.371471949374059,12.207041758436535,2.833391970728758,11.655078019253963,15.696786295145898,1,1,1,2,2,0,2,0,1,1,2,0,0.42410879424281267,0.002273328547819218,3.148915376765631e-05,0.008138431021671074,4.653567299877439,0.7410092641996223,0.44453144462846816,0.00019350409474814035,0.43229588485320203,4.1802162846777655,1.0549204587060104,0.9205057306245176,1.0712362384197609e-09,30.429259843596725,3.7653603178189525e-05,0.00013267817160900756,0.8560943369858913
15bcdc2b,1000000.0,45.9,0.026444300366634435,0.09903122255743979,0.10127343350225874,0.00019069865693070972,5.083091788342495,0.18923848424907996,1.8043735849726148,6.591079915791967,0.0032205797484996107,0.039539867569798826,0.03657245378160487,0.0582297197283726,0.10547085245576808,0.13339309548817868,0.05612076676855017,0.10768121681107617,0.14001831692714986,-0.00012807946282557432,-0.0005941173329804398,0.0012942927665981433,4.662479028118096,0.30828272091316206,0.11233003931123677,0.027638994238951567,0.16158699824169237,1.2491768436047176e-05,0.23369285551643496,0.0070174906035587545,1.563663238852621,5.008322123525585e-05,0.0007622421423120354,6.59026759042842,0.0007319154877019197,0.00233659245479648,0.003874653251247346,0.000267107404328427,0.0035366571845628714,0.00304721224909242,0.0011799988500761475,0.005190808176375396,0.0023917389949242676,0.004156263182220359,0.0075027549351191,0.0010858459970954088,0.0,0.17369556791840435,0.05728661633069443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1709918999682364,3.441816220664496,7.640465505564011,171.5073084731859,8.775855085194054,4.078732883211688,11.925210606747862,3.8206893814477008,0.5501098830032027,1.6190477851795861,4.013764383602362,4.338065460502927,161.93652542340268,0,0,2,0,2,2,0,0,2,2,1,0,0.31872446024830464,0.0017578537945042417,4.912182312712461e-05,0.009266367649356677,3.825952490567004,0.6990967542216885,0.401368554947135,0.00012437620697310499,0.2625371534537331,4.286086155663195,1.1195620125171453,0.823704860343525,9.011715793273498e-10,30.482607523577165,2.5759364508235443e-05,0.00025398431257556245,0.8198297183031373
87b9da4a,17.243738586125207,45.9,0.013700478269436267,0.07127592324873218,0.11586244217692467,-8.076909784717823e-05,6.696914502550193,1.0512809753452572,1.9765847784687864,7.0946118115921495,0.005043401213580665,0.013574792963928849,0.022483240630799286,0.039405264077312284,0.0900949145344147,0.08432759113446955,0.07460429932600723,0.16570435385572688,0.10727867334903991,0.0009306848509707056,-0.0003149574122135963,-0.000858034732298644,3.6405352463609417,2.5419107928966183,0.5144684632926332,0.37261140023589323,0.00031173478626104833,0.678357840323103,0.008805291606212257,1.778351839765799,0.18942764709677526,0.0017461486856990027,0.0006833952133028135,7.092182267693148,0.0009942778026880037,0.004417021796845353,0.008485906877584212,0.007764408455879518,0.003103207171886379,0.003623885375358853,0.0015160893083948938,7.765373724911398e-05,0.001992449888827918,0.003714848859142682,0.0220226898967007,0.0169990148263075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.817372129236173,7.9284797413597365,10.103335602236095,0.5361502499259176,14.872119314897583,7.842878290518794,21.194026696884265,4.797423891107999,1.315545343259671,1.6266131746834724,2.8895737561817416,58.49000967150781,0,1,0,1,1,1,1,0,2,0,0,0,0.3186243320405654,0.0024034539163472106,4.064153566331103e-05,0.010774387900140237,3.5169580635914235,0.6745714253945959,0.431458090172747,0.0001247062413515522,0.302348970173196,4.366093978413666,1.0701422060507626,0.7172688397699377,8.748955174007657e-10,30.3210724012418,2.5326465292274905e-05,0.00017362149518299297,0.8149370708724656
b764bb29,16.092504446117065,47.4,0.023872870200937747,0.06268372198567781,0.06959000229841085,0.0005947650259013889,5.020031285890824,3.5803073124994373,0.7897318685134598,6.310456941989638,0.033076238913512954,0.020766748076917085,0.0177756236123832,0.0201126712993889,0.10589181429831945,0.06204668035932508,0.06622035079750282,0.06658733793218367,0.07596231816554605,-0.0007682744509052024,0.0009796362291886562,0.001572933299420713,2.1920325310601054,1.573456058780537,1.2545426960501815,1.977794308468774,0.17015201935642604,1.4323609846742376,0.02822634496102161,0.6426694481217464,0.11883607543069179,0.0012008207609826447,0.0019419255278480471,6.307314195700807,0.0010577802880373387,0.009693340730213194,0.0041479558850856845,0.010400776861689949,0.0014367908696825062,0.000789924777615315,0.00042438656341463256,0.006759668449258644,0.01051541606918709,0.004508824365093887,0.004748815091168392,0.003884984705884272,0.0,0.0,0.1828096807379341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.226015296159963,19.642126589970758,16.804215021559248,6.792184597876982,0.36790680185794755,9.351901586220986,13.734495761874909,13.961677286089511,26.85132578573498,0.6839315755544662,32.82112201239864,21.47556056035264,2,0,1,1,0,0,0,2,0,1,1,1,0.4773744918785161,0.002084457908535094,3.508702514846204e-05,0.0099140491316909,2.336270726757889,0.9390585566697967,0.6245824216167318,0.00018156800223395635,0.22034796459734965,4.178550263459255,0.9740429992752291,0.7236858414920287,6.951616947864935e-10,30.33877078046089,2.188962435181285e-05,7.544985806525924e-05,0.9770590526796322
04720a9d,10.070052429413927,47.4,0.024956319279544576,0.10205827348581843,0.0651465511766104,0.056684085650852145,1.5528195409512668,2.5226035814689864,2.1965785609778417,3.4146393485144233,0.024128047452290555,0.026351540717656108,0.02438936966868707,0.022481850811702283,0.09801687778289798,0.18567609186285502,0.06973267896516956,0.03506137702550325,0.09064559753915838,-0.0010069310390002652,-0.00022934554832300562,0.17128853353987972,0.22571011390309986,0.9807774153898368,0.3463320116583303,1.7123912862945632,0.04645097665488081,0.7637613185195423,0.003426073235913623,2.1926973454081233,0.000455142333804792,0.0021071224383376924,0.00022384347879164494,3.4123083825972937,0.0019693829974266348,0.006474046482839069,0.00795953252354962,0.007918517729265514,4.2077197759263565e-05,0.003532123774246932,0.005026589918086556,0.002962237552582689,0.0034342882284320916,0.008905178478468896,0.010892415605387298,0.008437780567615554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.565478333136622,5.068246252552067,3.177304754608072,20.51600716386299,18.731688471301922,24.472557076712206,11.917936683615878,2.6019387300675874,25.075640790944135,12.039981744830373,137.94158978817606,18.964456302319682,0,1,1,1,0,1,2,1,1,2,2,1,0.4491370123775262,0.0011659342444298685,3.677168961894873e-05,0.009262129964254734,3.112357898612078,0.7484715301912596,0.6115483015716418,0.0001463302850131951,0.21725608692865464,4.202489500504048,1.1446078005601155,0.679474249206291,8.345953853373006e-10,30.387845331209274,3.7888473476424795e-05,7.300709353499114e-05,0.9022321838695516
2599972e,1.530547521753196,47.4,0.02947206214541503,0.08873447254245359,0.10351782915949716,0.03146025925873879,0.3207988425787104,0.06808875650352354,1.0826603486123147,0.002345316929308014,0.02094821432036232,0.037064802626103996,0.03040316948977877,0.05356217889552911,0.09342597716342524,0.11921526156840645,0.08966066314863205,0.142273889772239,0.07861893455762044,-0.00016917209726423853,0.0010516401606019568,0.09349830971287865,0.013875988518856726,0.24408207577703855,0.06284077828281508,0.0007007915328010386,0.01014064454193418,0.05724732042878832,0.31813686615123954,0.6869221530444132,0.07760132941666203,6.778079469303497e-05,0.002212517247204869,6.501888741010985e-05,0.0017865055143034573,0.0001082284117180669,0.0060593176427176255,0.0028934708464189393,0.0008082542983339925,0.0006398344175693683,0.0013942503524306355,0.000226266896049804,0.009310950970521141,0.0032469058667403657,0.0007894253752257128,0.0036462990889143004,0.0,0.009961173873715016,0.02961298765720439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6139084042190266,173.8153432571211,108.39107464821305,4.63315192521027,3.5812846449109403,2.963571462222345,14.310579164806253,9.667317461737637,21.11906686641102,10.206140227271367,22.756583402203418,14.432908056165958,2,2,1,2,1,1,2,2,2,2,0,0,0.434900659994793,0.0019514857857518004,3.7154916088840925e-05,0.009060774598419308,3.721203523368387,0.8147376410891854,0.3862810059683701,0.0001417981650232316,0.3978323343533122,4.244021855729085,1.0766645473178176,0.7248067643906145,1.1475618872630164e-09,30.330609038353625,3.049067283238852e-05,0.0002828115471550985,0.8862623433567313
83c2cc91,6.524029051148133,47.4,0.03140630050562,0.06962053270868172,0.09734827484180368,0.022939444696009097,3.002025988443354,1.5767902600633046,1.350603981765308,0.3583208111053698,0.032900827726323856,0.035088036647566524,0.026230037142969634,0.04210745073331569,0.10015069861312777,0.06660344877960171,0.07426784966493338,0.08451762168952798,0.1332593531709497,-0.00018247821863955912,0.0002979696147556347,0.06870284269191121,2.134075029078041,0.48432933484035245,0.3836216245249603,0.24891464705028124,0.07230524372536537,1.2555703692876579,0.006978531467044233,0.17255271054444027,1.1710727397538234,6.65980549769308e-05,0.00022532879075100163,0.35802888425964186,0.004335730529800585,0.005013381342879538,0.0026750807748041994,0.004981034716166474,0.0004919652466870045,0.008691037246058885,0.0060678065752540955,0.003169835854408356,0.0002554211671948071,3.8136874509164765e-05,0.0069106445513974265,0.009288716810277486,0.0,0.1510169450133977,0.16822582808949502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92673705235424,8.207745945424827,6.663121571600221,9.393484014869907,0.31658057987071886,3.358189450162263,8.84749395576641,7.947894833293895,21.37730455668199,3.644695512655503,2.316039098460682,4.2018790202396765,1,1,1,0,1,2,0,2,2,1,0,2,0.5041871510574674,0.003120118164395697,3.843315567004109e-05,0.01001630267336211,2.6663395166122936,0.6567383844150234,0.35814764568062035,0.00019071196333021812,0.34344276925305195,4.1408671860512865,1.1049046896263448,0.6454241460409001,1.187750612948566e-09,30.5674920955431,2.2515217356027806e-05,0.00010539400121012453,0.7796409091247408
b5161600,8.377306978872806,47.4,0.035459698877607,0.08512592351709462,0.09732986840106474,-0.00014487640533665825,0.41329878311165924,0.3508333941006869,0.3713279664333917,7.008438458060658,0.02506065875936423,0.05080351083945207,0.03051492703400468,0.052913548607251525,0.06590355483182217,0.13656066711221013,0.06889112928441567,0.1317480086213066,0.091350467297472,-0.00018038087861714836,-0.00017704980406385137,-7.719853332897505e-05,0.3362596409692609,0.027433194822223176,0.04960594732017516,0.0028169696442385955,0.3453866556391968,0.002629768817251523,0.007156998130346837,0.3625088868962071,0.0016620814068378465,6.509932614389495e-05,6.654770989833989e-05,7.008306811024616,0.0006858278924569562,0.0011716809901071892,0.0007057449823612925,0.00039432329749514335,0.0022319110829967957,0.0012970150350369919,0.00041373947681908746,0.0058942049652559395,0.013097523599790613,0.00015749096007754525,0.0019632737099659803,0.00856174375884173,0.0,0.0,0.01910827306143009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03833242117023441,4.620738061310154,9.498451206491119,0.4980763390114935,5.052790844313137,13.597482917015592,5.798354008599686,3.1473382353628336,37.65483342895773,0.7280361204495084,1.6181198579108673,4.185641433016443,1,2,1,0,2,1,2,0,1,0,2,2,0.3830888468463177,0.0013750703258960486,2.7043370371446215e-05,0.005890990961467937,3.6897785658903226,0.7201760123302731,0.3718151318444889,0.00018087721517358806,0.26137917076124645,4.1831037272634894,0.9802112774743754,0.6574787243722863,9.144284121557146e-10,30.385484987957106,3.820502233724446e-05,0.00011523175212177405,0.8241816236857588
