scene,freq,trial_idx,y_off_mm,fail,vel_mm_s,lat_cm,yaw_deg,yaw_pen,tumble,rank_cost
scene4,10.0,13,5.101609642634324,FALSE,2.21,0.015,1.1,0.0000,0.0000,-0.0111
scene4,10.0,14,-10.591270409204421,FALSE,-0.01,0.000,0.0,0.0000,0.0000,0.0001
scene4,10.0,15,-5.333592699251928,FALSE,0.02,0.001,0.1,0.0000,0.0000,-0.0001
scene4,10.0,16,-10.2731397888555,FALSE,0.63,0.014,3.3,0.0000,0.0000,-0.0032
scene4,10.0,17,-2.8906026822499586,FALSE,0.73,0.037,2.5,0.0000,0.0000,-0.0037
scene4,10.0,18,-1.7221941054277237,FALSE,0.22,0.034,0.3,0.0000,0.0000,-0.0011
scene4,10.0,19,-8.317724337139962,FALSE,0.87,0.009,5.5,0.0000,0.0000,-0.0044
scene4,30.0,0,-8.421737582470467,FALSE,0.07,0.002,0.1,0.0000,0.0000,-0.0003
scene4,30.0,1,-1.3907035605860048,FALSE,0.04,0.000,0.1,0.0000,0.0000,-0.0002
scene4,30.0,2,3.366592045709953,FALSE,2.24,0.102,5.6,0.0000,0.0000,-0.0112
scene4,30.0,3,1.1538669156419719,FALSE,-0.14,0.007,0.7,0.0000,0.0000,0.0007
scene4,30.0,4,-6.709326538133178,FALSE,0.01,0.002,0.1,0.0000,0.0000,-0.0001
scene4,30.0,5,-1.6982289587122117,FALSE,0.24,0.033,2.0,0.0000,0.0000,-0.0012
scene4,30.0,6,-5.815920427742899,FALSE,0.59,0.053,4.5,0.0000,0.0000,-0.0030
scene4,30.0,7,8.632377472277117,FALSE,2.48,0.049,10.7,0.0000,0.0000,-0.0124
scene4,30.0,8,6.17267077275346,FALSE,0.67,0.039,3.2,0.0000,0.0000,-0.0034
scene4,30.0,9,-7.899092743446771,FALSE,0.08,0.002,0.0,0.0000,0.0000,-0.0004
scene4,30.0,10,-7.909969801641478,FALSE,0.47,0.032,5.0,0.0000,0.0000,-0.0024
scene4,30.0,11,-9.627664496455235,FALSE,1.92,0.142,2.3,0.0000,0.0000,-0.0096
scene4,30.0,12,2.660127751293496,FALSE,0.01,0.034,1.5,0.0000,0.0000,-0.0001
scene4,30.0,13,11.192188668002016,FALSE,1.91,0.129,2.1,0.0000,0.0000,-0.0095
scene4,30.0,14,-4.734800430960773,FALSE,1.05,0.087,4.9,0.0000,0.0000,-0.0053
scene4,30.0,15,-3.000504172556999,FALSE,-0.06,0.001,0.1,0.0000,0.0000,0.0003
scene4,30.0,16,-4.2652453015333816,FALSE,-0.15,0.001,0.1,0.0000,0.0000,0.0007
scene4,30.0,17,5.318371210608137,FALSE,-0.02,0.001,0.0,0.0000,0.0000,0.0001
scene4,30.0,18,-0.40719864343334405,FALSE,2.99,0.045,7.1,0.0000,0.0000,-0.0149
scene4,30.0,19,1.4256829066046361,FALSE,-0.05,0.001,0.3,0.0000,0.0000,0.0003
scene4,50.0,0,8.51287002884967,FALSE,1.91,0.200,1.3,0.0000,0.0000,-0.0096
