timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10_flat,lateral_scene1_f10_flat,tumble_scene1_f10_flat,yaw_scene1_f10_flat,best_trial_scene1_f10_flat,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-02-24T23:47:53,0.1,16,bcd7558d,0.619030,0.0477,0.001403,0.011341,163.9,1,0.2831963151345367,0.006649411271590921,6.302451826025337e-05,0.005513930963246465,2.563441712340729,0.6998387383011304,0.5236539522693897,0.00014023520944824616,0.4023496386748282,4.455626774345244,0.6273389957427091,1.4976855069698178,1.1866723166684713e-09,29.331703337326307,3.262275630286203e-06,0.0019313266458459578,0.8569670039126831
2026-02-24T23:47:57,0.1,32,43c1a727,0.309380,0.0449,0.008947,0.188450,0.2,2,0.11214514625171115,0.021858626052382018,0.00014186936525163943,0.004722349847549976,2.8946086445583945,0.387790722061643,0.019247840171347633,0.00223066738143791,0.7516647079741431,4.811349812177707,1.0900691912849592,1.2981074086932067,9.853685678002512e-09,30.10480360781805,1.71328072042272e-05,0.0033634160350680398,0.3995725036107995
2026-02-24T23:48:06,0.3,64,2e85935c,0.224400,0.0517,0.007354,0.187168,3.1,0,0.1456710743526734,0.003533315931381413,0.0002846344951789723,0.00562905950700451,3.1997966928430404,0.21797065425022177,0.3329112859795981,0.0007309086677523839,0.35807214840500257,4.65593804321525,1.0163000059958511,1.1137038840897244,9.524262173436204e-09,29.50188615332576,1.867092008045296e-05,0.003272644011597441,0.47828375828896624
2026-02-24T23:48:46,0.9,240,d7a69985,0.221773,0.0546,0.005385,0.172564,2.6,2,0.17998307980159284,0.0004439545128917147,1.6553084278817448e-05,0.004385421414324086,1.1544746544086222,0.23218176773744645,0.5002300707662407,0.0020504261655003527,0.9557698537600021,5.040301272566863,1.3968338549554717,0.8624247179987716,1.3305291638527562e-09,29.12490862567237,1.3260583923810946e-05,0.0013447021784323756,0.6162175133906769
2026-02-24T23:50:20,2.5,720,9acce19d,0.150290,0.0524,0.000726,0.143978,0.8,0,0.6955228139290947,0.00419232914984302,5.088477271807279e-06,0.007949774055009457,2.025098299983075,0.7099058877281117,0.5159986570504408,0.0032317001758698136,0.15865326303462993,4.541889417470859,0.7053390208598391,0.7011156470099281,5.783333673564188e-09,28.922021419202668,1.7648644964989417e-05,0.0001026872588867003,0.8595424602129408
2026-02-24T23:52:21,4.5,1264,73588d35,0.141925,0.0475,0.000104,0.114923,0.7,1,0.5881688377091577,0.000865093232398261,4.367543408374893e-06,0.017101501701909255,1.53301939790694,0.44119824438147737,0.4405880577634741,0.00019251314426976392,0.3107010276615901,4.7564126078681594,0.5766638311064279,0.7846554760481407,5.604558054808377e-09,28.886696804404874,1.79595285630062e-05,3.9466974387581164e-05,0.6873555657584854
2026-02-24T23:52:40,4.8,1344,1e6c2b92,0.127808,0.0507,0.000789,0.123407,1.4,0,0.5280681080473572,0.001351515851464884,2.831052801591331e-06,0.015576434829268834,1.2702627856543807,0.38829965882515394,0.6083551646571598,0.00018224563750329038,0.32225211120827296,4.7673861207055666,0.6792197161410286,0.682306212999469,4.739432531663295e-09,28.59037580224085,1.5542734571458417e-05,0.00014764216885294152,0.7603698850849525
2026-02-24T23:55:32,7.7,2112,ddaa5b15,0.122318,0.0472,0.000571,0.088373,1.4,1,0.7531324641404966,0.0010698627957033823,3.206254076783628e-06,0.009843490849105338,1.347144500554072,0.3814231329133989,0.6799936537755318,8.506427678168299e-05,0.1812994246443277,4.76990090555032,0.6550724827888244,0.7877400144713688,6.221507155368919e-09,28.650653401665018,2.6269642080445082e-05,0.00014042337241862129,0.8019834775392607
2026-02-25T00:02:33,14.7,4080,3cdbce8b,0.094702,0.0470,0.000159,0.060801,0.9,1,0.6765598536107742,0.003949224637550438,4.460950949882688e-06,0.012551418944684253,1.1962714461542563,0.5345010056881458,0.4721654725930838,5.34155687694546e-05,0.1663472842197598,4.658181397146743,0.6315571852122794,0.766353243886943,6.1319526238867275e-09,28.3377393993504,1.4148835478205877e-05,0.0002982471113272608,0.7542463417817484
2026-02-25T00:02:50,15.0,4160,5397eb99,0.094285,0.0495,0.000519,0.086141,0.1,1,0.682152773591012,0.0037406605729501303,5.3116542224456415e-06,0.012999547679868025,1.2130697819567167,0.5289274964757121,0.46500778719404756,5.208370336158217e-05,0.2033129764524536,4.694638091282014,0.6387506641574613,0.7706282063330109,6.195773752230044e-09,28.39959087457847,1.3599265918926894e-05,0.0003139528282645405,0.747933378168782
2026-02-25T00:03:24,15.6,4320,0f8c391a,0.094009,0.0500,0.000875,0.086925,0.5,2,0.6923611937611825,0.003575859934733071,5.57241709683414e-06,0.012776365508649447,1.1984170233785096,0.4687626674895187,0.45892135394972355,4.160598540180528e-05,0.22088715217698257,4.706998391280367,0.6531014168680194,0.7625994031371843,6.144587126286706e-09,28.373013774033165,1.3197820507586248e-05,0.00027407967188129256,0.7125129312584734
