id,cost,elapsed_min,velocity_scene1,velocity_scene2,velocity_scene4,velocity_scene_wheel,cost_scene1,cost_scene2,cost_scene4,cost_scene_wheel,velocity_scene1_f10,velocity_scene1_f20,velocity_scene1_f30,velocity_scene1_f50,velocity_scene2_f10,velocity_scene2_f20,velocity_scene2_f30,velocity_scene2_f50,velocity_scene4_f10,velocity_scene4_f20,velocity_scene4_f30,velocity_scene4_f50,velocity_scene_wheel_f10,velocity_scene_wheel_f20,velocity_scene_wheel_f30,cost_scene1_f10,cost_scene1_f20,cost_scene1_f30,cost_scene1_f50,cost_scene2_f10,cost_scene2_f20,cost_scene2_f30,cost_scene2_f50,cost_scene4_f10,cost_scene4_f20,cost_scene4_f30,cost_scene4_f50,cost_scene_wheel_f10,cost_scene_wheel_f20,cost_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f20,lateral_scene1_f30,lateral_scene1_f50,lateral_scene2_f10,lateral_scene2_f20,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f20,lateral_scene4_f30,lateral_scene4_f50,lateral_scene_wheel_f10,lateral_scene_wheel_f20,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f20,tumble_scene1_f30,tumble_scene1_f50,tumble_scene2_f10,tumble_scene2_f20,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f20,tumble_scene4_f30,tumble_scene4_f50,tumble_scene_wheel_f10,tumble_scene_wheel_f20,tumble_scene_wheel_f30,yaw_scene1_f10,yaw_scene1_f20,yaw_scene1_f30,yaw_scene1_f50,yaw_scene2_f10,yaw_scene2_f20,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f20,yaw_scene4_f30,yaw_scene4_f50,yaw_scene_wheel_f10,yaw_scene_wheel_f20,yaw_scene_wheel_f30,pitch_rms_scene1_f10,pitch_rms_scene1_f20,pitch_rms_scene1_f30,pitch_rms_scene1_f50,pitch_rms_scene2_f10,pitch_rms_scene2_f20,pitch_rms_scene2_f30,pitch_rms_scene2_f50,pitch_rms_scene4_f10,pitch_rms_scene4_f20,pitch_rms_scene4_f30,pitch_rms_scene4_f50,pitch_rms_scene_wheel_f10,pitch_rms_scene_wheel_f20,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
610be61d,1000000.0,0.7,0.04457079863643514,0.05879333702694672,0.045659893017195176,0.0,9.22228276753339,8.131864936630418,15.047234073363787,3000000.0,0.04415607652050573,0.03484480024790244,0.04206543262547953,0.05721688515185289,0.06160853715976483,0.055489435291580964,0.06392654597281183,0.05414882968362925,0.033244507877706275,0.04131807506237864,0.05671012771871892,0.05136686140997687,0.0,0.0,0.0,0.45197715479666545,4.26155403836068,2.088453871453432,2.4202977029226123,0.3367830197545842,1.2973570516753383,3.295329635861219,3.2023952293392774,3.369772671377498,3.5625531127610994,4.115016292700911,3.999891996524278,1000000.0,1000000.0,1000000.0,0.014176902875850416,0.017646131600795024,0.004924943484394877,0.03555181266436196,0.003665766353787104,0.0024995867374363006,0.014986853969290108,0.02452296724963259,0.0006834933122722807,0.0054315906168781345,0.03230963288963651,0.044898288944917805,0.0,0.0,0.0,0.0,0.0,0.001371045818680399,0.0024062934092573215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.05544921597692,175.19518835473903,22.864433190252942,46.44138546788038,13.408570792349748,37.78003703936718,159.14388133344912,113.77875569994987,153.99039423260749,32.64582043317508,143.25477384224044,106.49117322132948,0.0,0.0,0.0,5.940531407435007,9.926805409213426,9.811712866972238,13.798224364376134,6.497058272764124,7.699267203522049,8.485854859674951,8.417893168439472,3.398339307406069,3.6889110629553428,4.216934702433299,4.213560935635631,0.0,0.0,0.0,0.09278686229664905,0.00015357115421944318,1.7023075135614238e-06,0.003676677687836505,1.905914501490563,0.2447298118104843,0.11234226126496066,2.341182223960112e-05,0.6454034454373917,5.676044257668095,0.7191106855764398,1.381972758812759,3.8451289409417604e-10,0.32956733839158037
1ea07e52,98.73659180516297,0.7,-0.018720886824788393,0.0067094991093507635,-0.03292159594634511,-0.04996581170822112,32.50456180383257,20.34040443241792,25.569443589594748,20.268500140638306,0.013292459240730225,-0.03136190314980304,-0.03134290881938121,-0.02547119457069955,-0.00029462287941129793,-0.002257575513426634,0.01104686026615526,0.018343334564085725,0.0052048387268539545,-0.04240849564381949,-0.02155957100538032,-0.07292315586303459,0.022706930878009495,-0.08092355367165702,-0.09168081233101585,9.00326082282302,7.906981478516382,8.270762785557066,7.323556716936106,5.1156732109736796,5.933872705220607,4.9599541106598535,4.330904405563777,4.683776014750507,7.588534173746899,5.8204366472019675,7.476696753895377,4.101421503178262,8.767356390771486,7.399722246688559,0.19905625221982537,0.062187880284324655,0.042427686587508985,0.019032590273325104,0.05141198680235925,0.05687023672076174,0.023139131936620465,0.02571935789645891,0.054328817875361646,0.03399937322531466,0.030406494684523742,0.016142657977539797,0.12911462951186195,0.04715727992859575,0.1737869313696468,0.09357394714702882,0.03735333290018745,0.01778435812587253,0.008515451198146817,0.0,0.0021894556952206665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87839768271317,56.54857363091057,98.71089273980246,118.87557399591313,71.77340952534418,100.62333173593736,94.39990907660462,10.56451850578391,93.31376951332443,122.39954919382035,48.760861892394715,105.1557957899098,88.19208699209359,137.4082672362855,24.80667784902742,17.59365906336658,16.066915078743108,15.142459543276951,10.062304951801362,8.025544204877422,7.007920403845214,9.747680042442283,6.653291128146524,3.7934417483816647,3.9202115834802154,4.312420647296391,3.8400670562032224,7.990599137727176,7.48752096526765,6.458398481235305,0.16231421138382385,0.00013170364662693423,1.2232125758376463e-05,0.006161457902686547,2.2348669996693826,0.24846019994327562,0.32150670993117686,2.549689012460065e-05,0.6545932311024257,5.3451591088854205,1.0303936648173382,1.1504994623919498,1.6901901759163814e-10,0.49005313777085446
b5f5bf73,1000000.0,0.7,0.0,0.0,0.0,0.0,4000000.0,4000000.0,4000000.0,2000011.1004889559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,11.100488955790702,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046196538287571406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06046926772508227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43359054078681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.748535879477693,0.0,0.7766482527350352,3.9256601238175354e-05,1.0535132439532302e-05,0.0030311492145779105,1.177294630797411,0.04693961079851769,0.01284044286958235,5.370813327713481e-05,0.5837566107890451,5.796362684854432,0.9711581597516042,1.067270373397642,4.448670918188772e-10,0.05917604423303428
3dcdb4d8,20.802561717319193,0.7,0.07085310360659253,0.15166045101985326,0.19703500118143086,0.03632499432979783,4.683502589646327,0.7419562456712631,0.36205312570984416,14.77994852820065,0.021968720819548693,0.06279467775995388,0.11370649034593967,0.08494252550092782,0.054025774422096634,0.12761013335675364,0.1643124331095526,0.26069346319101017,0.09655705029090911,0.16084213500659378,0.24913560047278574,0.2816052189554348,-0.0019292059790245088,0.02580388714050578,0.0851003018279122,1.6297680806774892,1.3530914132975176,0.07424648362112221,1.6263966120501974,0.6148209341120603,0.08233145579251938,0.0363535761248673,0.008450279641815975,0.09612422145273916,0.07994699538097412,0.044057418532292475,0.14192449034383836,5.6662387201757465,4.739843178540488,4.373866629484416,0.0010887162560968202,0.00910553689410769,0.01160777808714077,0.028657851077188535,0.005832125510695115,0.002598997521996736,0.0050285893197740865,0.02715277050148585,0.0021250138728121305,0.005424712479364733,0.012278688485381462,0.01199890874017084,0.0939001546588062,0.04002690850296391,0.0477407642073195,0.0,0.054366216246703285,0.0709922593807545,0.06868587968095993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.918657723534033,1.9867445224751854,7.138536326382893,125.09601989984544,5.776324498688134,7.724901928542208,8.254634011602553,14.349527052709785,1.071955843940709,0.9593510557578969,23.922024663997984,22.912955188317934,140.90110826372128,125.66893546074317,80.6280195773723,4.877198280056517,19.741539716214056,24.986632136108483,23.626744356765936,7.9162905599272415,10.704015002737384,11.504355435133194,8.065381070648987,3.05116285271312,2.7861089432237396,4.358476981865836,4.671246472864294,2.1651788306920254,2.960106454948572,3.199223545281721,0.14259029286145683,0.00011583029363273784,9.601406083211025e-06,0.0029883677785870664,2.853810048253206,0.04981982040018666,0.8182785422917531,1.2611791308100381e-05,0.6707697208834305,5.768717441584121,0.8654501645816784,1.2698893892035998,7.792976849173784e-10,0.8272500448234089
57c74e1b,19.0403270060452,0.7,0.05553053434497542,0.09126427007450885,0.1263294904656205,0.11502137838771466,5.591884786459321,3.8138790992215754,4.618161132224708,4.927874599624891,0.04925640604764242,0.04719684745379454,0.06871881080864888,0.05695007306981583,0.07549315228489964,0.08564383230803185,0.11877621927300565,0.08514387643209828,0.08987859255561507,0.12483218402436895,0.15592684841265608,0.13468033686984196,0.09959644961042685,0.11627101559970747,0.12919666995300966,0.008294533278253425,1.9635029526935681,0.8867066827873797,2.7333806177001203,0.04310455690281219,0.29472304357248674,0.5735591283194237,2.902492370426853,0.19648486157112002,0.5187471753761497,0.9403421323700359,2.9625869629074026,0.46719026745785214,1.9209161660785123,2.5397681660885265,0.0028551622325142176,0.005698197910506939,0.008060148659688389,0.004962275143533561,0.002967913871244078,0.0032752803741940427,0.0044218630020528326,0.011071603194091213,0.0015685320976643413,0.007021363690646514,0.028869993950512613,0.008319390607445003,0.011668661101587275,0.0025373575879917933,0.01923729566515944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.249249422190836,6.574618218861898,4.753053467562833,153.16662279744943,3.0855806339724743,0.6092466641517426,10.111580278845864,119.61786294295376,5.571101675656328,1.211136002633869,7.5988339245569545,164.96110097635258,7.5956722942053325,14.51093161966587,19.303737101104314,4.835862986193803,10.776349377587588,12.459467676213364,13.655269530629518,4.18185454975483,6.1355000468930845,8.422594068767603,9.402074580483482,2.5447040326163926,3.7298813660232017,5.370489448757526,8.577718350817486,2.752586905556324,2.99760042155615,3.259380216665749,0.34272563651118526,0.000168086956702946,7.261004341629228e-06,0.002030335484191307,1.9246420486921099,0.2263695376105446,0.10587020276508757,0.000109310513803254,0.7039525771637494,5.1867920299690455,0.8201110750237909,0.9812160877459415,5.298798403483495e-10,0.3082633645086882
1d96ecac,56.21925361580584,0.7,0.006612957917675039,0.08474086494096647,0.15429953366464771,-0.03967642720491747,22.385241543488824,8.790257912845071,3.4017086463334127,21.285713710148627,-0.0010684218187790098,-0.04130725300012424,0.010121109225026516,0.058706397264576896,0.04017654349622535,0.08407379909415934,0.12407699333800314,0.09063612383547807,0.10183266080497148,0.20001723748440764,0.15299979024686966,0.1623484461223421,-0.03822839677969062,-0.037748982577732855,-0.04305190225732894,5.940155565549167,8.802312324510295,5.368892183594483,2.2738814698348806,2.704982158194668,0.3298354146927836,2.2447850444111483,3.5106552955464716,0.04194451015293248,0.040048019959844854,0.9950060609817715,2.3247100552388638,8.128487780414357,6.617737485076854,6.539488444657416,0.008335858765450201,0.02288296249852334,0.008016329529375366,0.012954559950888404,0.020195850046739173,0.01298787664107078,0.024582083843164133,0.015707907996264526,0.003012716755580319,0.005305147370424915,0.048085854384229396,0.055257550400115936,0.09641533535131507,0.0980169427207116,0.03348633598383084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.6061526980901,49.1008087949586,139.64287086043177,78.62460224920763,5.92638946411963,5.035873053149601,102.11183810904373,163.1651877423633,1.5759358034217668,2.2545532018927332,13.98629719617564,153.84397112673557,74.97241184761985,105.80954474844776,81.06732251074416,7.613238664117692,8.740746653484381,7.342559415643009,7.58677788646862,4.515356655571914,4.753765117257465,4.8177384369074705,4.518206922458794,1.4064926293020827,1.7167298145560663,2.2700091900166353,2.4396378494881525,0.6427737903883383,0.6677724085903719,0.7169530374017392,0.5054071043458056,0.00012275833215494162,5.851682638186299e-06,0.002412371958117182,1.8335523197424095,0.5476833384402104,0.6162475810327528,6.832970154547338e-05,0.5039838288246635,5.548588067148081,0.6203196529290653,1.4691248094826486,1.65214903673583e-10,0.8263607622291378
e823d569,3.395768125239991,0.7,0.08652168247422874,0.1622181759063002,0.242310518802407,0.3057286251592308,1.9192074045634628,0.4545372863153246,0.9334930355264872,0.011235227783490866,0.05604136131769323,0.0858366399869306,0.12116253972539433,0.08304618886689681,0.10370747572985366,0.12998921937381122,0.17001445523417266,0.24516155328736322,0.07834547970018142,0.21062293955054112,0.26522489006760275,0.41504876589130263,0.1488129464852723,0.3096696716191064,0.45870325737331374,0.04472035188780765,0.5149246827665425,0.0031104516202230354,1.3564519182888897,0.30384863946856755,0.1115770433863105,0.014272836444257333,0.02483876701618923,0.455821440087131,0.10758587079809762,0.009166945493355378,0.3609187791479031,0.007682071289865435,0.0008631409021438386,0.0026900155914815925,0.0008329069987001684,0.002506675399621662,0.006887793302923175,0.0209879933924308,0.0025536912407319117,0.002831116769723889,0.001759379325908612,0.03281070151788035,0.022283989391263956,0.02344759104968354,0.016527861184983055,0.0025223450169887373,0.0009411595023811402,0.0029441934475028983,0.008673428307530269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396443996888398,3.1714455757697717,12.774555764061741,75.81990325958184,2.729384493735141,1.6440761456908775,1.4789564464282177,9.795112065950017,11.045308722646599,5.48542147774616,0.570231846657064,12.992154055984223,1.018728954709558,1.061900172746357,4.591769817092049,1.8006872462360168,8.100194501293782,6.06935930747926,6.070062254323012,1.8640951491397584,3.7815762222782143,2.485443888748339,5.853693035541833,0.9675494079573028,1.8106823294235401,1.8618745189790022,2.53194602911697,0.01812986144487716,0.02281570713024785,0.12837772582529838,0.6801324002569846,0.0001390173809908708,7.287916527214268e-06,0.0023216020988753028,2.2784148968948865,0.0057917293410480256,0.8393109865954209,1.7622016945774982e-05,0.48150714072261896,5.925755768925704,0.5480370686821711,1.0180836438500442,3.778803123049095e-10,0.8401577227704807
7812915d,16.945916874030377,0.7,0.05362160381653062,0.15705231502497824,0.18333094724018348,0.11456165844089872,8.88297491298627,1.7169901748572745,0.9186310459114863,5.218594133587711,-0.004304069831306834,0.06276939546643243,0.06785272705585602,0.08816836257514085,0.09032627155908786,0.13194813785742152,0.19222645879733333,0.21370839188607027,0.08039507635061867,0.18632129168909858,0.2203091636810652,0.24629825723995144,0.08085719200970928,0.13521854554144605,0.12760923777154082,5.876000290402995,1.2670922738370787,0.9178146898907322,0.8220676588554633,0.03668385859553479,0.13907975067116546,0.024717820147451452,1.5165087454431228,0.400071500866653,0.005072543392316656,0.19880084344973561,0.314686158202781,0.9477153988693773,1.5566794561354302,2.714199278582904,0.0023410660568027202,0.0019981427553553777,0.007991059325847488,0.0022856916977109783,0.000674398921330711,0.005123890625340364,0.015769905602984562,0.017951018991668354,0.004049217827242453,0.025616721443921808,0.02357600513869871,0.039682927510615904,0.008603195411382108,0.013129342097178948,0.02019492450086792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7123093700138696,8.260359745205816,2.832966131603984,26.81006524199956,3.577445088466433,3.9222408217530735,5.870503333479987,161.58819991572483,2.684126130436149,9.119759914851201,7.230234110795672,24.780201884739956,24.747179843094024,14.23287673789609,13.250306466933901,4.757418483622855,6.618582804294216,7.623589228722185,6.621491609940695,3.081615161723443,5.550175956352171,3.9921985465968097,3.6874984181675514,1.3311861402325245,2.1494287431689902,2.1687188386960456,2.4116513565882305,0.37786119157334047,0.30287205753151397,0.39150167702387906,0.45744930359436575,5.472465894664528e-05,9.532317670837363e-06,0.005033281434775228,1.5736662294760686,0.3201490356154289,0.5971586911903087,1.6473213872727267e-05,0.9797289829760969,5.325482802414186,0.7586275470661844,0.715233903889785,2.696139901199042e-10,0.7260682318426697
19f66299,32.9520727101688,1.5,0.034738317513340035,0.14278843518419831,0.1792230484697418,0.014408600704429335,15.168378698752045,0.34916118651656,2.877196487114882,14.217024412828017,-0.015711854183684388,0.03555190710263943,0.057906654761686924,0.061206562372718175,0.08267613169572621,0.1201930213880205,0.15749301738565374,0.21079157026739287,0.0644340004815138,0.2058999815499662,0.2393002745661578,0.2072579372813293,0.053276589232915054,0.0011214654843077856,-0.011172252603934835,8.53988032580478,2.5829326354132927,1.3115558162804772,2.734009921253494,0.045901047662138,0.019992925256180263,0.07575621383238318,0.20751099976585852,0.904039555939412,0.07011949826276229,0.0921363498610434,1.810901083051664,1.9747778219778784,5.787087966169569,6.455158624680571,0.006254213975272528,0.0025793644930547335,0.0029871204194840727,0.009796540491002698,0.002386468918604662,0.005706083374886789,0.007935744065223568,0.04161887838302922,0.0021637415253048533,0.0033128972208484532,0.011672617171355579,0.02778898431297575,0.025016953816103006,0.043523363044192534,0.04058792260606729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3374141296169344,7.315983255430933,20.147833396130626,145.5224249009496,3.081869975944259,14.955798821575621,9.448695227458972,38.88511203131758,3.464318205426559,3.7370091015219624,7.493653641027736,158.6890689540742,0.6874690636568459,168.97970923003328,155.7193186506353,5.650847543116152,7.346904570412741,6.6828143693434106,6.3395697557214445,2.754711562492534,5.048523498633657,2.9691371979721564,5.515921513195796,1.0359877218451343,1.9333649701589886,2.333804050649468,2.5320656039914704,0.25674522049664,0.4127742782288586,0.41231318594020683,0.39952916467459215,5.4366872432932606e-05,7.001972632003068e-06,0.004346913610356913,1.7429829479737968,0.433416201107107,0.5362809549130683,2.7858105990756844e-05,0.42058256426883567,5.6820334760434195,0.5922182923656629,0.8731591231486567,1.263209595839987e-10,0.7372106737201702
fd9e3003,63.365965732994276,1.5,-0.02702735070004341,0.11439544135698002,0.17776417726594285,-0.02024295939494815,38.08236130923737,4.259768456466568,2.280124005827304,18.104991009415485,-0.033388930619201986,-0.06580401533339175,-0.020689189460781132,0.011772732613201227,0.03281281439976461,0.10365422235181855,0.1845422628288392,0.1365724658474977,0.11176125483733046,0.21275715092984904,0.2173818560805668,0.16915644721602502,-0.025748935987649376,-0.013522287721717098,-0.021457654475477973,14.870762415498623,11.978022081133439,6.9954287245516715,4.238148088053636,2.26781438405115,0.19312556821908836,0.06452052330897945,1.7343079808873498,0.03318980793621648,0.12115183227440912,0.2705228105338504,1.855259555082828,7.1621461810801,5.452564621503461,5.490280206831926,0.030940839406931306,0.039229216546482426,0.023196003049892656,0.009841677178422497,0.004292569065488378,0.008774192473890718,0.003503277818180173,0.018949043933939924,0.0008443776904033145,0.009972380193283642,0.010198854402466996,0.040230574289519386,0.01603183597436372,0.023264475313235358,0.016102310694968824,0.030466906011637665,0.1052518439363567,0.014035439524692536,0.0,0.13167037731703712,0.0,0.0,0.00021996822003752785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.66538269769582,158.24626025051867,25.69687326643007,32.721708474560685,43.1874550352453,33.018973543692475,14.77905891970257,165.38551894274428,1.5536352702780452,4.291751087463297,6.471590717320801,38.522277439040494,85.77597402995575,68.2710554083135,79.99178251002735,17.39234746348883,17.387080903700436,15.569670386369422,13.210814583617644,8.27385195851141,7.541445969686622,7.198945630018274,9.215015796981032,2.4028488906528707,2.755525801563098,3.5077004552400695,4.2206158313455955,3.109984102563597,3.790000856512036,3.338321449249659,0.5733531429919448,0.00010451555469806424,5.956881414811183e-06,0.004774721932115039,1.2055933892910815,0.4461179033318728,0.39289538921161105,4.567312764454934e-05,0.5192330486950302,5.381831891362291,0.9811174779272502,1.4109020133222945,7.428561586255707e-10,0.6636963357407186
