timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,vel_scene1_f30,vel_scene2_f10,vel_scene2_f30,vel_scene2_f50,vel_scene4_f10,vel_scene4_f30,lateral_scene1_f10,lateral_scene1_f30,lateral_scene2_f10,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f30,tumble_scene1_f10,tumble_scene1_f30,tumble_scene2_f10,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f30,yaw_scene1_f10,yaw_scene1_f30,yaw_scene2_f10,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-02-28T12:32:50,4.7,16,9c43554d,33.136645,0.0056,0.0009,0.0744,0.2841,0.0972,0.1933,0.0852,0.002287,0.002043,0.008566,0.025338,0.008776,0.032126,0.011275,0.090846,0.088255,0.093271,0.079703,0.083211,0.077238,0.080495,97.3,145.9,92.4,52.1,119.8,152.1,145.2,0.10943247041894745,0.0054137856157975995,6.468765143711126e-05,0.0007610148492326899,3.93207626079664,0.8470362370206123,0.4138497587206871,0.0005701054236414092,0.9110995363326464,4.774457789432787,1.4769867510212185,1.017750763514779,2.0703741860005755e-09,30.59333302453996,2.247169416279317e-05,0.0031194525792655557,0.9102988684467682
2026-02-28T12:38:52,10.8,32,e4214dc3,28.223859,0.0021,0.0011,0.0354,0.0155,0.1179,0.0532,0.0186,0.003329,0.006097,0.000834,0.003216,0.011725,0.001442,0.005627,0.005349,0.080879,0.088252,0.103418,0.083510,0.089836,0.112620,178.0,3.2,7.6,10.6,11.6,160.6,13.6,0.05130989736552816,0.038813373756218045,2.4086423594953103e-05,0.0009568794591760808,5.566914483796786,0.7876703624575874,0.42842046576757253,0.0015827488541698279,0.3504008781758989,4.806634504640061,1.4078879485312812,1.089752968806624,3.4824293477741307e-09,29.893894459457318,2.5122331707723403e-05,0.0023555874932835773,0.8785938826231909
2026-02-28T12:41:53,13.8,64,ae19cbd1,26.626501,0.0041,0.0117,0.0275,0.0143,0.0027,0.0519,0.0195,0.003055,0.003607,0.006168,0.068032,0.071510,0.068110,0.009562,0.090503,0.034644,0.067788,0.108812,0.084321,0.087390,0.071600,176.0,164.9,41.3,91.6,85.9,125.6,57.2,0.10659738190873694,0.01225528243624744,2.4298482530495937e-05,0.0009005384237224502,3.508867307939439,0.5029575143894522,0.46337469815859045,0.0022151047353463744,0.9007508697755857,5.227270236908312,0.5779741720604343,1.4267148129501463,5.482112529085578e-10,30.355805686826912,7.413002520126914e-05,0.002835481712169584,0.7332280886614195
2026-02-28T12:43:35,15.5,80,fa56f907,24.886202,0.0026,0.0176,0.0647,0.0621,0.0420,0.0264,0.0200,0.002494,0.002748,0.005819,0.003622,0.002762,0.004833,0.001282,0.000000,0.089358,0.082400,0.082656,0.070808,0.086223,0.078670,6.9,167.1,167.6,125.1,22.3,71.6,115.1,0.0934164158415229,0.015848948119451593,7.468407601036141e-05,0.001788571486887766,3.72762618295166,0.7709710912085379,0.11559740981390076,0.0035703346567471273,0.8355857418974456,5.053805892620779,1.1411250872050114,1.3971674193043115,2.2172109219959914e-09,29.030485862546364,0.00010860447728106979,0.0033531997790002136,0.7974346800963537
2026-02-28T12:49:32,21.4,144,367f0c70,22.163129,0.0023,0.0021,0.0616,0.2359,0.1028,0.0739,0.2548,0.006537,0.001064,0.001465,0.026408,0.009864,0.002297,0.023149,0.000000,0.040276,0.068154,0.087151,0.063469,0.091226,0.071929,2.6,172.3,17.9,49.0,170.9,172.4,49.8,0.028855121062484376,0.02148876378556129,0.0001363057635277173,3.107361265505754e-05,9.967677228604796,0.565164039890336,0.45850153129779697,0.009585712618362436,0.594824829835221,5.541037823847139,1.0818417741368893,1.4305404626770304,2.413635846629349e-09,28.201434347342424,0.0001861530506257885,0.0017129370435383093,0.764491143310835
2026-02-28T12:51:57,23.9,176,c1d952e2,21.987453,0.0113,0.0633,0.0027,0.1880,0.0209,0.0445,0.0810,0.002258,0.007860,0.002777,0.017468,0.005866,0.007801,0.017514,0.082052,0.080487,0.088583,0.079286,0.085794,0.075265,0.062276,119.0,38.0,150.7,137.2,42.4,86.2,96.3,0.2111301680566142,0.016343372703464937,3.954704705465323e-05,0.00036267585602257473,3.542139750999948,0.42157710009958116,0.4677303796640776,0.0022316746576772576,0.7234269164381428,5.457231403997786,1.2312105963819038,0.9657249248041272,4.044130297568321e-09,28.308324683325925,0.00024098887785476087,0.003815441008587376,0.6920762896384345
2026-02-28T12:52:44,24.6,192,b8a8e7f3,21.525501,0.0093,0.0016,0.0488,0.0586,0.0433,0.0265,0.0768,0.000246,0.001948,0.003427,0.003901,0.004516,0.001903,0.010329,0.114607,0.094109,0.068577,0.070674,0.089156,0.082160,0.063889,125.9,159.0,77.9,98.2,42.0,99.3,72.1,0.23868728621012075,0.01360379451518425,5.0232884605730975e-05,0.00014107342457308426,2.978603576368729,0.5506769385014008,0.40789503411122946,0.012149065145545306,0.8187637198495136,5.4555507675619275,1.2643776068857298,1.114033960861686,2.2756129058793598e-09,27.64648501033614,0.0003688084764557838,0.0031196960324507955,0.7339127944949229
2026-02-28T12:56:05,28.0,240,af11f3f7,20.117287,0.0445,0.0436,0.0281,0.0513,0.0356,0.0432,0.0160,0.003492,0.010082,0.005721,0.003426,0.006116,0.006437,0.010796,0.072318,0.074518,0.081374,0.074591,0.079320,0.073052,0.087266,31.6,73.9,162.4,125.1,139.6,30.8,32.6,0.18918778545353376,0.006834255436597899,8.708101503267172e-05,0.00023187100711260253,4.22292916680728,0.2425758106177146,0.195364302226258,0.0024912319841119052,0.9506147643414318,6.072196575401149,1.4848108018427502,0.8827939021036268,6.905975987023587e-10,28.358113691475626,3.565698367915212e-05,0.004120727451092231,0.39052992243545126
2026-02-28T12:57:09,29.1,256,76eadeeb,17.241306,0.0504,0.0257,0.0578,0.2271,0.0573,0.0896,0.0257,0.006907,0.003517,0.007682,0.006339,0.001090,0.007288,0.003950,0.086040,0.073279,0.078646,0.079051,0.078773,0.077665,0.066853,110.9,114.4,119.4,99.3,106.0,70.0,162.7,0.3828163307630287,0.004560170886634832,0.00015781564821894736,0.00011808895493382692,3.825050656395331,0.6204489290294292,0.1506368378232475,0.009735036030536819,0.893518823610479,5.472995066193451,1.3150789396917006,0.8953775126785323,1.940174372503697e-09,28.704183871498053,3.188234336265995e-05,0.004404374259852227,0.6776082384690806
2026-02-28T13:27:53,59.8,624,e017186d,14.978018,0.0435,0.0178,0.0693,0.1325,0.0330,0.0549,0.0021,0.004905,0.002657,0.003601,0.056409,0.003649,0.003522,0.002004,0.084283,0.101467,0.099710,0.080500,0.075544,0.072161,0.000000,40.6,100.9,68.7,22.6,113.3,174.3,103.6,0.07774086310943863,0.01736876952138072,0.0004457803284711837,1.394312825988015e-05,4.922551205934156,0.25116548070519396,0.7301453458546678,0.2539330058547357,0.7328844096449634,5.87389028769924,1.4895527305620484,0.8342657741483722,4.768197393357898e-09,28.206729427326607,0.00018170707072801004,0.004588062948001843,0.7978505052490286
