,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
1.000000E-03,3.504921E-03,3.338807E-03,-6.227532E-05,-1.226250E-02,-3.332207E-03,3.338807E-03,-6.656029E-05,-1.226250E-02,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-03,3.504859E-03,3.326545E-03,-6.227532E-05,-1.226250E-02,-3.332273E-03,3.326545E-03,-6.656029E-05,-1.226250E-02,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-03,3.504713E-03,3.304472E-03,-1.453155E-04,-2.207250E-02,-3.332428E-03,3.304472E-03,-1.553013E-04,-2.207250E-02,0.000000E+00,0.000000E+00,0.000000E+00
4.000000E-03,3.504485E-03,3.272590E-03,-2.283709E-04,-3.188250E-02,-3.332672E-03,3.272590E-03,-2.440277E-04,-3.188250E-02,0.000000E+00,0.000000E+00,0.000000E+00
5.000000E-03,3.504173E-03,3.230898E-03,-3.114504E-04,-4.169250E-02,-3.333005E-03,3.230898E-03,-3.327313E-04,-4.169250E-02,0.000000E+00,0.000000E+00,0.000000E+00
6.000000E-03,3.503779E-03,3.179395E-03,-3.945626E-04,-5.150250E-02,-3.333427E-03,3.179395E-03,-4.214037E-04,-5.150250E-02,0.000000E+00,0.000000E+00,0.000000E+00
7.000000E-03,3.503301E-03,3.118083E-03,-4.777164E-04,-6.131250E-02,-3.333937E-03,3.118083E-03,-5.100367E-04,-6.131250E-02,0.000000E+00,0.000000E+00,0.000000E+00
8.000000E-03,3.502740E-03,3.046960E-03,-5.609203E-04,-7.112250E-02,-3.334535E-03,3.046960E-03,-5.986217E-04,-7.112250E-02,0.000000E+00,0.000000E+00,0.000000E+00
9.000000E-03,3.502096E-03,2.966028E-03,-6.441833E-04,-8.093250E-02,-3.335222E-03,2.966028E-03,-6.871507E-04,-8.093250E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.000000E-02,3.501369E-03,2.875285E-03,-7.275139E-04,-9.074250E-02,-3.335998E-03,2.875285E-03,-7.756151E-04,-9.074250E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.100000E-02,3.500558E-03,2.774733E-03,-8.109209E-04,-1.005525E-01,-3.336862E-03,2.774733E-03,-8.640067E-04,-1.005525E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.200000E-02,3.499663E-03,2.664370E-03,-8.944129E-04,-1.103625E-01,-3.337814E-03,2.664370E-03,-9.523170E-04,-1.103625E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.300000E-02,3.499259E-03,2.607062E-03,-4.043517E-04,-5.730752E-02,-3.338245E-03,2.607062E-03,-4.303622E-04,-5.730761E-02,0.000000E+00,0.000000E+00,-6.832342E-07
1.400000E-02,3.499133E-03,2.585172E-03,-1.261175E-04,-2.189087E-02,-3.338379E-03,2.585171E-03,-1.344068E-04,-2.189098E-02,0.000000E+00,0.000000E+00,-1.588805E-06
1.500000E-02,3.499096E-03,2.577516E-03,-3.671347E-05,-7.655458E-03,-3.338418E-03,2.577516E-03,-3.936134E-05,-7.655557E-03,0.000000E+00,0.000000E+00,-2.416768E-06
1.600000E-02,3.499088E-03,2.575502E-03,-7.886085E-06,-2.014341E-03,-3.338427E-03,2.575501E-03,-8.732534E-06,-2.014413E-03,0.000000E+00,0.000000E+00,-3.019162E-06
1.700000E-02,3.499090E-03,2.575661E-03,1.482605E-06,1.596362E-04,-3.338426E-03,2.575661E-03,1.211955E-06,1.595906E-04,0.000000E+00,0.000000E+00,-3.401684E-06
1.800000E-02,3.499094E-03,2.576616E-03,4.586029E-06,9.545131E-04,-3.338421E-03,2.576616E-03,4.499482E-06,9.544864E-04,0.000000E+00,0.000000E+00,-3.625452E-06
1.900000E-02,3.499100E-03,2.577824E-03,5.663476E-06,1.207980E-03,-3.338416E-03,2.577823E-03,5.635800E-06,1.207965E-03,0.000000E+00,0.000000E+00,-3.751781E-06
2.000000E-02,3.499106E-03,2.579077E-03,6.079340E-06,1.252903E-03,-3.338410E-03,2.579076E-03,6.070490E-06,1.252894E-03,0.000000E+00,0.000000E+00,-3.824995E-06
2.100000E-02,3.499112E-03,2.580297E-03,6.273537E-06,1.220602E-03,-3.338403E-03,2.580297E-03,6.270707E-06,1.220597E-03,0.000000E+00,0.000000E+00,-3.872491E-06
2.200000E-02,3.499119E-03,2.581460E-03,6.388145E-06,1.162412E-03,-3.338397E-03,2.581459E-03,6.387240E-06,1.162408E-03,0.000000E+00,0.000000E+00,-3.909551E-06
2.300000E-02,3.499125E-03,2.582558E-03,6.469081E-06,1.098057E-03,-3.338391E-03,2.582557E-03,6.468792E-06,1.098052E-03,0.000000E+00,0.000000E+00,-3.943990E-06
2.400000E-02,3.499132E-03,2.583593E-03,6.531146E-06,1.034834E-03,-3.338384E-03,2.583592E-03,6.531054E-06,1.034830E-03,0.000000E+00,0.000000E+00,-3.979434E-06
2.500000E-02,3.499138E-03,2.584568E-03,6.579060E-06,9.752051E-04,-3.338378E-03,2.584567E-03,6.579031E-06,9.752006E-04,0.000000E+00,0.000000E+00,-4.017310E-06
2.600000E-02,3.499145E-03,2.585488E-03,6.614288E-06,9.197790E-04,-3.338371E-03,2.585487E-03,6.614279E-06,9.197742E-04,0.000000E+00,0.000000E+00,-4.057975E-06
2.700000E-02,3.499151E-03,2.586356E-03,6.637260E-06,8.684882E-04,-3.338364E-03,2.586356E-03,6.637257E-06,8.684830E-04,0.000000E+00,0.000000E+00,-4.101302E-06
2.800000E-02,3.499158E-03,2.587177E-03,6.648093E-06,8.210406E-04,-3.338358E-03,2.587177E-03,6.648093E-06,8.210352E-04,0.000000E+00,0.000000E+00,-4.146977E-06
2.900000E-02,3.499165E-03,2.587954E-03,6.646831E-06,7.770927E-04,-3.338351E-03,2.587954E-03,6.646830E-06,7.770870E-04,0.000000E+00,0.000000E+00,-4.194642E-06
3.000000E-02,3.499171E-03,2.588691E-03,6.633511E-06,7.363105E-04,-3.338344E-03,2.588690E-03,6.633511E-06,7.363047E-04,0.000000E+00,0.000000E+00,-4.243953E-06
3.100000E-02,3.499178E-03,2.589389E-03,6.608192E-06,6.983900E-04,-3.338338E-03,2.589389E-03,6.608192E-06,6.983840E-04,0.000000E+00,0.000000E+00,-4.294605E-06
3.200000E-02,3.499184E-03,2.590052E-03,6.305700E-06,6.630826E-04,-3.338331E-03,2.590052E-03,6.305700E-06,6.630802E-04,0.000000E+00,0.000000E+00,-4.314481E-06
3.300000E-02,3.499190E-03,2.590682E-03,5.984209E-06,6.300960E-04,-3.338325E-03,2.590682E-03,5.984209E-06,6.301037E-04,0.000000E+00,0.000000E+00,-4.249240E-06
3.400000E-02,3.499196E-03,2.591281E-03,5.941281E-06,5.992438E-04,-3.338320E-03,2.591281E-03,5.941281E-06,5.992478E-04,0.000000E+00,0.000000E+00,-4.215564E-06
3.500000E-02,3.499202E-03,2.591852E-03,5.901666E-06,5.703549E-04,-3.338314E-03,2.591851E-03,5.901666E-06,5.703534E-04,0.000000E+00,0.000000E+00,-4.228090E-06
3.600000E-02,3.499208E-03,2.592395E-03,5.855922E-06,5.432548E-04,-3.338308E-03,2.592395E-03,5.855922E-06,5.432496E-04,0.000000E+00,0.000000E+00,-4.271853E-06
3.700000E-02,3.499214E-03,2.592913E-03,5.800238E-06,5.177936E-04,-3.338302E-03,2.592912E-03,5.800238E-06,5.177863E-04,0.000000E+00,0.000000E+00,-4.332618E-06
3.800000E-02,3.499219E-03,2.593407E-03,5.733167E-06,4.938389E-04,-3.338296E-03,2.593406E-03,5.733167E-06,4.938307E-04,0.000000E+00,0.000000E+00,-4.401439E-06
3.900000E-02,3.499225E-03,2.593878E-03,5.107455E-06,4.713063E-04,-3.338291E-03,2.593877E-03,5.107455E-06,4.713087E-04,0.000000E+00,0.000000E+00,-4.381312E-06
4.000000E-02,3.499230E-03,2.594328E-03,5.019644E-06,4.499949E-04,-3.338286E-03,2.594327E-03,5.019644E-06,4.499994E-04,0.000000E+00,0.000000E+00,-4.342985E-06
4.100000E-02,3.499235E-03,2.594758E-03,4.944555E-06,4.298922E-04,-3.338281E-03,2.594757E-03,4.944555E-06,4.298912E-04,0.000000E+00,0.000000E+00,-4.351029E-06
4.200000E-02,3.499239E-03,2.595169E-03,4.867164E-06,4.108954E-04,-3.338276E-03,2.595168E-03,4.867164E-06,4.108898E-04,0.000000E+00,0.000000E+00,-4.397881E-06
4.300000E-02,3.499244E-03,2.595562E-03,4.781368E-06,3.929218E-04,-3.338271E-03,2.595561E-03,4.781368E-06,3.929135E-04,0.000000E+00,0.000000E+00,-4.467317E-06
4.400000E-02,3.499249E-03,2.595938E-03,4.684798E-06,3.758993E-04,-3.338267E-03,2.595937E-03,4.684798E-06,3.758897E-04,0.000000E+00,0.000000E+00,-4.547674E-06
