id,cost,avg_velocity,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width
abe1b74c,0.0005341522266620768,0.23311173352784417,0.00014225746640521907,0.0021388784110800154,5.292387847485097e-05,0.001,0.7414912155887285,0.9084351427617432,0.9734506827063522,0.0037927813470769885
fb8f8865,0.0006810104081330508,0.23609617612090036,1e-05,1.020281521566406e-05,0.0032055112542692193,0.001,0.7832325780547095,0.9619459002358581,0.9733673524669795,0.01
0374919b,0.0011614725639802121,0.24408038385905023,0.0486254212066573,0.0021758500135427026,1.7851837014497967e-05,0.001,0.7727430206909343,0.9160032079371363,0.9722996133549832,0.0017451916383484562
fd01847e,0.002621833240123168,0.26120384009157094,0.06383768344296166,0.003122686238575219,3.205160595696324e-05,0.001,0.9024479100591611,0.9119784167188987,0.9721501800315884,0.0019135595363821143
efa97507,0.0029715149154744243,0.264511603493884,0.010020481013304605,0.0288360718098694,3.134064096715947e-05,0.0010095653747228474,0.7900112285823887,0.9093630468488902,0.9735103567690431,0.0016107357709626564
9fb30f12,0.004123438572309486,0.2742140060447056,0.002677536755990637,0.001255053056653138,2.7218360307848067e-05,0.001,0.9600934051005375,0.8031633434739308,0.9703973142911413,0.0015058808641496382
c4e2a930,0.005059679502028342,0.2811314241529603,0.15050048855016485,0.029795598348597924,1e-05,0.001,1.296037168143938,0.9753700364562042,0.9717410799345252,0.007427014566636149
80c1e754,0.005391704228109511,0.2834282250099341,4.093472224379571e-05,0.0016105060388626512,2.3080448302808625e-05,0.001,1.2598166450888737,0.9779188493168902,0.972427822497028,0.0015346884022483724
6cad5d73,0.00813555549767059,0.3001973142486548,0.8,0.0017761328085923323,2.9415215286287768e-05,0.001,1.9118521143259248,0.9196935366400651,0.9831564567090512,0.01
5a2e5853,0.008790952302711364,0.3037600784060645,0.04905308704855445,0.0021194201023055042,1e-05,0.001,2.0,0.9074558859482668,0.9714945925489173,0.001270924012827503
