timestamp,elapsed_min,n_eval,id,cost,vel_scene4_f10_flat,lateral_scene4_f10_flat,tumble_scene4_f10_flat,yaw_scene4_f10_flat,best_trial_scene4_f10_flat,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-02-24T23:43:21,0.1,16,a4349b7e,0.343229,0.1042,0.005162,0.292452,0.4,1,0.07480666705091497,0.0039014387999195457,7.979373890741458e-06,0.005871878841515228,1.4120524872251121,0.0013210047396354071,0.4436816395977694,0.00046083627727124536,0.34442910030974494,4.603268164365411,1.4275215539777144,1.013880188473927,1.0309148416869643e-09,30.556363797200373,6.335492455467998e-06,0.0018998269703414095,0.44437217062464723
