id,cost,elapsed_min,velocity_scene1,velocity_scene2,velocity_scene4,velocity_scene_wheel,cost_scene1,cost_scene2,cost_scene4,cost_scene_wheel,velocity_scene1_f10,velocity_scene1_f30,velocity_scene1_f50,velocity_scene2_f10,velocity_scene2_f30,velocity_scene2_f50,velocity_scene4_f10,velocity_scene4_f30,velocity_scene4_f50,velocity_scene_wheel_f10,velocity_scene_wheel_f30,cost_scene1_f10,cost_scene1_f30,cost_scene1_f50,cost_scene2_f10,cost_scene2_f30,cost_scene2_f50,cost_scene4_f10,cost_scene4_f30,cost_scene4_f50,cost_scene_wheel_f10,cost_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f30,lateral_scene1_f50,lateral_scene2_f10,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f30,lateral_scene4_f50,lateral_scene_wheel_f10,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f30,tumble_scene1_f50,tumble_scene2_f10,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f30,tumble_scene4_f50,tumble_scene_wheel_f10,tumble_scene_wheel_f30,yaw_scene1_f10,yaw_scene1_f30,yaw_scene1_f50,yaw_scene2_f10,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f30,yaw_scene4_f50,yaw_scene_wheel_f10,yaw_scene_wheel_f30,pitch_rms_scene1_f10,pitch_rms_scene1_f30,pitch_rms_scene1_f50,pitch_rms_scene2_f10,pitch_rms_scene2_f30,pitch_rms_scene2_f50,pitch_rms_scene4_f10,pitch_rms_scene4_f30,pitch_rms_scene4_f50,pitch_rms_scene_wheel_f10,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
5bdd3590,1000000.0,0.3,0.0,-0.0005002372518462103,-0.0017413391424947802,-0.00031037113702121164,1000000.0,5.013740249094791,4.645338085218418,4.9311636977901845,0.0,,,-0.0005002372518462103,,,-0.0017413391424947802,,,-0.00031037113702121164,,1000000.0,,,5.013740249094791,,,4.645338085218418,,,4.9311636977901845,,0.0,,,0.07484939973529924,,,0.002171307973199151,,,0.0008106237998576556,,0.0,,,0.08566201949489959,,,0.01785523482769466,,,0.0,,0.0,,,17.189332158103678,,,21.60897403163967,,,59.76656056164986,,0.0,,,33.959781186743975,,,13.247766269732105,,,2.81786401448627,,0.0002614979762194783,0.005432328662224165,3.0114763345167153e-06,0.0037728856464702113,0.22052369946140576,0.4908369567187846,0.10992052932513735,0.00016129413330830879,0.48480943809223176,5.647127733018558,0.8050681908295749,1.1296814335170355,5.372165803452657e-11,0.5467934358961211
75fc8594,147.84907533947333,0.3,0.3032541053526158,-9.959020731253e-05,-0.00013701286543717475,0.00044929028385002056,120.02706738931093,4.849638618677958,4.904132825481169,4.913873574231446,0.3032541053526158,,,-9.959020731253e-05,,,-0.00013701286543717475,,,0.00044929028385002056,,120.02706738931093,,,4.849638618677958,,,4.904132825481169,,,4.913873574231446,,0.7455494429818905,,,0.0001511273016528656,,,0.00021886424629759697,,,4.0701982855172156e-05,,0.0,,,0.0,,,0.0,,,0.0,,101.51356728972834,,,70.82933451033512,,,117.87144472231975,,,44.264745043746295,,9.843844076093172,,,4.557977223495232,,,2.439238010692459,,,3.627339968264392,,0.000664127954459555,0.004205325564594854,8.198115685048053e-05,0.008920451827200753,0.28754272438327566,0.4949734631215149,0.36959099402395507,0.00018593960128774045,0.4948157857018022,5.095652485047435,0.8565049851174205,1.0268087652828286,1.1149834080621329e-11,0.6815897637955074
cff75ea9,1000000.0,0.3,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,0.0,,,0.0,,,0.0,,1000000.0,,,1000000.0,,,1000000.0,,,1000000.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.009023287603830216,0.0005593166969550576,6.39161802364445e-05,0.0027348062864465503,0.09880028203548076,0.2714184987983925,0.018783112227817977,0.0006436157124550062,0.4176849502091097,5.847658444995787,0.8321434456200326,0.9898196240214481,6.849860016788594e-11,0.2851016485913516
32a5bae5,907.3625678525717,0.3,0.10046790369297084,-0.0006527244591435524,0.00011376933609090039,-3.848093207692053e-05,891.0361428694656,5.436310929046344,4.487892960421496,4.954783877947116,0.10046790369297084,,,-0.0006527244591435524,,,0.00011376933609090039,,,-3.848093207692053e-05,,891.0361428694656,,,5.436310929046344,,,4.487892960421496,,,4.954783877947116,,0.43506757225774195,,,0.0012612478277838348,,,0.0004963587860037038,,,0.00013248338456154773,,0.0691048987647073,,,0.011170927541075664,,,0.0,,,0.0,,125.63115327336247,,,113.25771990301875,,,72.20978049055556,,,77.49133993996918,,36.98178007892214,,,13.608156947908022,,,4.180001119766165,,,2.288558388107313,,0.0005351482618581149,0.0033950034419202805,5.475648275380827e-05,0.0026707779668415396,0.43217338392949395,0.2746997744943372,0.9105078397538883,5.752471833005536e-05,0.512429643712363,5.801583039545268,1.0860752497491715,1.0798687100855888,1.7436937266835086e-10,0.935000265208531
ce95cd13,1000000.0,0.3,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,0.0,,,0.0,,,0.0,,1000000.0,,,1000000.0,,,1000000.0,,,1000000.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0023079966298254497,0.006314805525845742,3.437203991768564e-05,0.0014023638813385445,0.22414696446476468,0.4704778441866776,0.134792215827855,0.0021037611660941584,0.5485609754672106,4.831707353520143,0.8008514669333174,0.9515748929234585,9.16769640648269e-11,0.5418398296771152
7fb9e255,1000000.0,0.3,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,0.0,,,0.0,,,0.0,,1000000.0,,,1000000.0,,,1000000.0,,,1000000.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0044095379854800975,0.003740143416186299,2.398899685410299e-05,0.0018691959390213905,0.20674662254521883,0.8267722958910894,0.6905236474442814,0.00096141098705326,0.33082392698032537,5.434700748818536,0.9771325458659189,1.1999870959943626,1.0534010063847581e-11,0.9463210696060287
b25e891d,1000000.0,0.3,0.0,0.0,0.00026839681804278386,-0.0004757870269006007,1000000.0,1000000.0,4.8738582157438355,5.105190687224,0.0,,,0.0,,,0.00026839681804278386,,,-0.0004757870269006007,,1000000.0,,,1000000.0,,,4.8738582157438355,,,5.105190687224,,0.0,,,0.0,,,0.009705791443082935,,,0.0016305897762201402,,0.0,,,0.0,,,0.06255595613378286,,,0.0,,0.0,,,0.0,,,64.57240333459757,,,96.08798031082038,,0.0,,,0.0,,,22.357128857758727,,,5.109662826572751,,0.007232913834852856,0.004601701680193526,3.4584629674142376e-05,0.001753452568306742,0.2969415226847262,0.13080210310208518,0.9334093061608497,0.00010045831718846358,0.30635006410050813,6.0633135851145745,0.9449994540205522,0.9679597801927375,5.218611948898835e-11,0.9420261680314216
d50b68e6,1000000.0,0.3,0.2754969389420033,-0.0007322860559806,0.00011373341129923797,-4.272051767277071e-06,213.91004271471752,6.007059271621953,5.021654436440145,4.948800347417752,0.2754969389420033,,,-0.0007322860559806,,,0.00011373341129923797,,,-4.272051767277071e-06,,213.91004271471752,,,6.007059271621953,,,5.021654436440145,,,4.948800347417752,,0.09020961495895616,,,0.0008744494816540547,,,0.0006981248095083998,,,0.000159092605270313,,0.05241314589654888,,,0.10900871021012032,,,0.0,,,0.0,,18.65947914178893,,,153.507872440495,,,126.93693070644424,,,78.9968704162768,,35.307889293652956,,,16.130952956727185,,,4.325454004649588,,,2.407374693809394,,0.003734471380160317,0.0009729900434423199,5.410137777201257e-05,0.006367951307223459,0.16025218281491654,0.5744668877213439,0.6697384470576251,8.978223993413058e-05,0.9609819435604814,5.0628586409287095,1.0386003568459308,0.8347491081936477,2.943752967719421e-11,0.8593957996657433
cec5c447,1000000.0,0.5,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,0.0,,,0.0,,,0.0,,1000000.0,,,1000000.0,,,1000000.0,,,1000000.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0002486458924274703,0.00195185083544653,8.186131351097653e-05,0.004257944127937142,0.07196645969913762,0.49739152807858655,0.12411840493353449,0.0003332042161803811,0.7006371555600143,5.417696269717995,0.8012517500845245,0.8592067619628599,7.154211228923209e-11,0.5597620780790602
706c9454,318.6497762047914,0.5,0.43366770276943206,-1.3416158186299761e-05,-0.00010613455440594715,2.9311033026466254e-05,276.0255708342566,5.0623467396144655,4.497364018315533,6.159284458441251,0.43366770276943206,,,-1.3416158186299761e-05,,,-0.00010613455440594715,,,2.9311033026466254e-05,,276.0255708342566,,,5.0623467396144655,,,4.497364018315533,,,6.159284458441251,,0.14306370708019256,,,0.00021725320852963742,,,0.00015523039878651183,,,0.0003453039860030661,,0.0,,,0.0,,,0.0,,,0.0,,90.42779483016922,,,102.93808676206567,,,68.6843725310566,,,160.69071945114908,,7.828272477893199,,,6.1825336777002,,,3.8790111339903874,,,3.1674054117362487,,0.0033532172257986857,0.0015910949855719966,1.77177605726112e-05,0.0015908311729015026,1.9895471090328052,0.6828440908809821,0.49313617430532297,0.0004788502094470376,0.9899950243357142,5.17812808504651,0.8813252400481804,1.0150189220274926,1.1807809481646303e-10,0.8391958289448307
