timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f50,vel_scene2_f50,vel_scene4_f50,lateral_scene1_f50,lateral_scene2_f50,lateral_scene4_f50,tumble_scene1_f50,tumble_scene2_f50,tumble_scene4_f50,yaw_scene1_f50,yaw_scene2_f50,yaw_scene4_f50,pitch_rms_scene1_f50,pitch_rms_scene2_f50,pitch_rms_scene4_f50,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-17T19:51:59,0.1,8,88aa8846,9.353555,-0.0118,0.0455,0.1749,0.028832,0.031281,0.060417,0.000000,0.000000,0.000000,57.5,48.2,140.0,11.94,7.07,2.75,0.00066412795,0.0042053256,0.0081981157,0.0089204518,0.28754272,0.49497346,0.36959099,0.0001859396,0.49481579,5.0956525,0.85650499,1.0268088,1.1149834e-11,0.68158976
2026-02-17T19:52:08,0.3,16,1edc1a55,0.529233,0.1200,0.2965,0.3929,0.074887,0.042491,0.048814,0.000000,0.000000,0.000000,29.3,17.6,16.1,5.31,5.14,2.68,0.00087326919,0.0017127928,0.01020197,0.0025223819,1.2058917,0.59320802,0.67880202,5.2562944e-05,0.29050548,5.4334082,0.80277364,1.0429914,3.5528489e-11,0.86927136
2026-02-17T19:52:25,0.6,32,272657e2,0.334437,0.1167,0.2801,0.3729,0.087845,0.107067,0.027705,0.000000,0.000000,0.000000,66.3,10.2,11.3,5.45,5.21,2.38,0.001061666,0.00010407851,0.0023534103,0.0026212731,1.1126028,0.4002759,0.6340503,1.2043419e-05,0.34637794,5.2467807,0.90114233,0.80211713,1.695687e-11,0.78046774
2026-02-17T19:52:41,0.9,48,ec5c1840,0.200217,0.1105,0.2222,0.3357,0.048040,0.007180,0.033522,0.000000,0.000000,0.000000,5.3,3.3,6.9,6.90,5.36,2.12,0.0014932537,0.00047139193,0.0045945229,0.00022425221,6.908475,0.91500004,0.91825575,1.8990786e-05,0.16515709,5.6600829,1.0106552,0.88925096,2.951301e-10,0.99295992
2026-02-17T19:52:50,1.0,56,c0a1beb1,0.047791,0.1503,0.2670,0.3048,0.038755,0.039608,0.076681,0.000000,0.000000,0.000000,28.8,11.2,42.0,5.35,5.41,3.31,0.0015424728,0.00032005332,0.0043689644,0.00031661829,6.3862134,0.85863239,0.75340098,3.7697064e-06,0.28792095,6.4194449,0.86941603,0.94974627,2.2913518e-11,0.96506355
2026-02-17T19:54:08,2.3,128,f6638716,0.042358,0.1300,0.2570,0.3873,0.008820,0.018956,0.014772,0.000000,0.000000,0.000000,10.6,4.2,21.6,7.31,5.80,2.97,0.002615688,0.00018985617,0.0082351179,0.00048311299,5.4420422,0.90042246,0.78963857,9.6067929e-06,0.56167945,6.3635709,0.81421662,0.96925787,5.6866013e-10,0.97897376
2026-02-17T19:55:09,3.3,184,d721581d,0.026094,0.1323,0.2379,0.3654,0.026973,0.010248,0.011759,0.000000,0.000000,0.000000,4.6,8.2,10.1,6.88,5.16,2.41,0.013900533,0.00014245449,0.0083579081,0.00067625944,7.0999963,0.7962895,0.53280237,3.6221295e-05,0.3544849,5.8651429,0.83260612,0.88172172,4.8288654e-10,0.90477366
2026-02-17T19:55:52,4.0,224,41de1c90,0.025374,0.1421,0.2672,0.3732,0.008824,0.011914,0.050443,0.000000,0.000000,0.000000,11.4,12.7,3.5,8.38,5.88,3.44,0.010843916,0.00011181927,0.0016836826,0.0004411776,4.3677945,0.80854684,0.75257536,0.00013861826,0.39778301,5.826975,0.82109166,1.0180898,6.367838e-10,0.95255451
2026-02-17T19:56:01,4.2,232,c895de3e,0.019499,0.1428,0.2463,0.3496,0.003370,0.023342,0.044379,0.000000,0.000000,0.000000,5.3,9.5,16.7,9.16,6.16,3.27,0.019207965,9.1724896e-05,0.001569108,0.00023009901,9.9944906,0.50091689,0.61437507,8.7274464e-05,0.4576394,5.6206957,0.88098361,0.98952353,6.6170305e-10,0.80747967
2026-02-17T19:58:23,6.5,360,bacbe6e7,0.016094,0.1506,0.2575,0.3664,0.026783,0.010685,0.018369,0.000000,0.000000,0.000000,18.4,12.4,7.9,7.96,7.29,3.42,0.073793969,3.2602747e-05,0.0029492458,9.7994212e-05,9.1990384,0.57151583,0.90199077,0.00010791666,0.11676793,5.9310768,0.86087248,1.1286109,5.6053713e-10,0.9579144
