timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f50,vel_scene2_f50,vel_scene4_f50,lateral_scene1_f50,lateral_scene2_f50,lateral_scene4_f50,tumble_scene1_f50,tumble_scene2_f50,tumble_scene4_f50,yaw_scene1_f50,yaw_scene2_f50,yaw_scene4_f50,pitch_rms_scene1_f50,pitch_rms_scene2_f50,pitch_rms_scene4_f50,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-17T19:58:41,6.8,376,3919bb3a,0.014386,0.1655,0.2751,0.3774,0.010156,0.011063,0.029641,0.000000,0.000000,0.000000,16.2,5.1,14.9,9.41,6.71,3.73,0.067407186,1.6354442e-05,0.0021260611,4.7073711e-05,5.7117265,0.55270547,0.82056434,0.00024936173,0.22746016,6.1340721,0.95258324,1.1011264,7.3988577e-10,0.91965736
2026-02-17T19:59:42,7.9,432,900147af,0.013669,0.1478,0.2604,0.3664,0.008033,0.017065,0.030878,0.000000,0.000000,0.000000,12.6,7.0,8.0,8.70,6.26,2.70,0.0056553633,3.9601094e-05,0.00038581388,0.00011535034,9.5497192,0.41900856,0.75129241,0.00016163271,0.060056221,5.8994262,0.88132878,0.95996683,5.5976362e-10,0.85542789
2026-02-17T20:02:02,10.2,560,637ce5a4,0.009013,0.1421,0.2582,0.3514,0.004580,0.018527,0.017672,0.000000,0.000000,0.000000,12.3,10.5,2.4,8.94,6.43,3.25,0.0017863708,5.2903875e-05,0.00061345678,7.7618053e-05,6.6020653,0.10500794,0.73944186,0.00017481367,0.048260156,6.1633113,0.8938407,1.0155091,6.0289881e-10,0.76672859
2026-02-17T20:02:54,11.1,608,023d6bf5,0.007090,0.1463,0.2444,0.3484,0.009520,0.002728,0.009022,0.000000,0.000000,0.000000,11.3,7.7,16.7,9.14,6.56,3.84,0.0011295319,0.0001600853,0.00015397468,5.6967818e-05,9.8284267,0.074625318,0.74811856,0.00015890744,0.010201477,6.1110253,0.88026336,1.0806516,6.680725e-10,0.76684048
2026-02-17T20:04:40,12.8,704,0b5f9ff8,0.006455,0.1432,0.2669,0.3453,0.008613,0.012421,0.022990,0.000000,0.000000,0.000000,4.9,8.6,4.9,8.03,6.01,3.15,0.0043761749,0.00018544707,0.00047425021,1.6305832e-05,7.1391189,0.0079584967,0.89026242,0.00017032252,0.20584865,5.3338164,0.9160483,0.94472825,6.0149842e-10,0.89104674
2026-02-17T20:05:24,13.6,744,baf2583c,0.006228,0.1389,0.2353,0.3162,0.014901,0.014867,0.002835,0.000000,0.000000,0.000000,4.6,17.3,11.4,10.31,6.85,4.05,0.0055546435,8.9119276e-05,0.00019894717,1.0038758e-05,5.5747077,0.0010074791,0.72256424,0.00020696485,0.15742172,5.316387,0.94791524,1.0485746,6.6005083e-10,0.72277149
2026-02-17T20:05:50,14.0,768,d6674a8a,0.005603,0.1538,0.2621,0.3449,0.001839,0.015706,0.009852,0.000000,0.000000,0.000000,12.6,4.7,10.7,13.22,8.25,3.26,0.0055914584,0.00012244703,0.00010437914,1.1101477e-05,6.2413328,0.007605323,0.85973846,0.00027319568,0.12091802,5.1360031,0.9695828,0.99557643,8.1390242e-10,0.86071922
2026-02-17T20:07:53,16.1,880,aa649f31,0.004947,0.1439,0.2593,0.3427,0.003993,0.018502,0.013923,0.000000,0.000000,0.000000,25.4,15.3,11.3,9.17,5.62,3.56,0.0018565667,0.00033062173,0.00016200631,1.9090818e-05,3.6718016,0.48161966,0.59568169,0.00020926079,0.17277762,5.272657,1.0058293,0.95030475,6.859625e-10,0.79034977
2026-02-17T20:12:14,20.4,1112,6ed441b8,0.004295,0.1424,0.2617,0.3279,0.009681,0.007701,0.004650,0.000000,0.000000,0.000000,5.1,6.1,11.9,10.90,7.70,3.54,0.0022965936,0.00078056393,0.00015060888,1.5567671e-05,4.9912111,0.65473675,0.40735065,8.7692582e-05,0.18161632,4.8338437,0.98924686,1.0451907,8.245271e-10,0.79533923
2026-02-17T20:12:31,20.7,1128,95552392,0.003315,0.1436,0.2519,0.3363,0.007814,0.010856,0.008367,0.000000,0.000000,0.000000,1.0,4.7,6.4,10.46,7.22,3.54,0.0019868821,0.00066965892,0.00011030031,1.3729106e-05,3.3734397,0.65451072,0.42817034,0.00010052388,0.21391624,4.7809653,1.0136143,1.023344,8.4883675e-10,0.80239617
