timestamp,elapsed_min,n_eval,id,cost,vel_scene4_f10,vel_scene4_f30,vel_scene4_f50,lateral_scene4_f10,lateral_scene4_f30,lateral_scene4_f50,tumble_scene4_f10,tumble_scene4_f30,tumble_scene4_f50,yaw_scene4_f10,yaw_scene4_f30,yaw_scene4_f50,pitch_rms_scene4_f10,pitch_rms_scene4_f30,pitch_rms_scene4_f50,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-18T11:40:33,8.9,256,6e26b5ef,0.782493,0.0921,0.1727,0.1989,0.001720,0.002435,0.000864,0.000000,0.000000,0.000000,2.5,4.1,4.7,3.58,4.23,4.97,0.055784337,0.0014207066,5.7866194e-05,0.0024099295,2.4636138,0.41683141,0.40297574,2.9532799e-05,0.32363486,5.2134052,1.0188504,1.1746706,1.0498128e-09,0.65179391
2026-02-18T11:40:47,9.1,264,b6ad1f14,0.237228,0.0923,0.2058,0.2638,0.002798,0.008775,0.013300,0.000000,0.000000,0.000000,1.4,2.2,2.4,3.87,3.18,5.69,0.075435237,0.0041357595,5.6663879e-05,0.0020708272,2.3319111,0.46241753,0.52572594,2.1243626e-05,0.29538901,4.6790352,1.0399381,1.1995958,1.2967029e-09,0.74498601
2026-02-18T11:41:00,9.3,272,d6a1c375,0.096586,0.0924,0.2701,0.3505,0.002001,0.009384,0.014666,0.000000,0.000000,0.000000,0.8,1.6,2.6,2.56,3.17,4.92,0.18026761,0.0040324286,1.4557873e-05,0.0044090649,1.4661375,0.49587976,0.063760006,1.8192893e-05,0.28552312,5.5529438,0.92779042,1.1236083,8.5783432e-10,0.5280161
2026-02-18T11:41:14,9.5,280,028f42ea,0.075681,0.0934,0.2540,0.3222,0.002422,0.023892,0.009718,0.000000,0.000000,0.000000,2.4,1.3,2.5,3.96,2.40,10.98,0.097493907,0.0019415625,1.4988069e-05,0.0043615553,4.8579562,0.4411951,0.2246175,2.2535649e-05,0.24275394,4.7299637,1.1042335,1.1816976,1.7917074e-09,0.56668999
2026-02-18T11:41:27,9.8,288,94b9e702,0.060975,0.0980,0.2318,0.2982,0.006062,0.004448,0.005965,0.000000,0.000000,0.000000,1.2,1.3,4.2,3.05,4.69,6.29,0.084513281,0.0027360779,2.2343528e-05,0.0030841841,1.4847467,0.73049217,0.70770325,2.1096656e-05,0.56067077,5.1508704,1.0817265,1.0783668,1.2679309e-09,0.92115296
2026-02-18T11:41:40,10.0,296,dae763ac,0.018267,0.1047,0.2656,0.3738,0.003619,0.004963,0.011986,0.000000,0.000000,0.000000,0.8,1.4,15.5,2.70,4.14,6.10,0.12716376,0.0010374386,2.7008044e-05,0.0045298991,6.522419,0.69623266,0.46158645,1.454986e-05,0.18377201,5.1367702,1.0048296,1.1313565,1.0504599e-09,0.83640139
2026-02-18T11:42:35,10.9,328,459b57cd,0.007791,0.1069,0.2901,0.3590,0.004679,0.006726,0.004271,0.000000,0.000000,0.000000,2.0,1.9,4.4,3.94,3.41,4.09,0.098427053,0.00098978335,9.2819295e-06,0.0057614252,4.7138802,0.55281485,0.34063922,1.2618351e-05,0.36729702,4.992058,0.89101234,1.0439243,1.0137056e-09,0.70510958
2026-02-18T11:46:33,14.9,464,cff5b167,0.003776,0.1080,0.2607,0.3219,0.000695,0.004093,0.025089,0.000000,0.000000,0.000000,0.5,20.0,23.4,1.85,4.62,3.78,0.54325086,0.00026006064,1.7400673e-05,0.0032688875,9.1869808,0.88424735,0.17156308,0.00011593824,0.19282703,5.7422778,0.839373,0.99409314,1.2766987e-09,0.90408908
2026-02-18T11:54:07,22.4,712,12f68d04,0.003051,0.1172,0.2838,0.3392,0.004053,0.009672,0.017690,0.000000,0.000000,0.000000,3.5,18.4,13.2,2.49,4.72,4.53,0.23319319,8.5706204e-05,6.4541732e-06,0.0069347075,4.0867971,0.80542912,0.010194995,6.5659347e-05,0.1781717,5.7582916,0.9079211,0.95330103,1.0051269e-09,0.80741175
2026-02-18T11:55:05,23.4,744,76a46e19,0.001326,0.1181,0.2796,0.3296,0.001862,0.007055,0.006060,0.000000,0.000000,0.000000,3.1,1.1,5.3,2.94,5.48,3.71,0.30232982,0.00010974042,4.2835291e-06,0.009980367,3.0614671,0.83080416,0.01360761,4.9364319e-05,0.29925482,6.0338416,0.84686307,0.9103481,1.3284074e-09,0.83310515
2026-02-18T11:58:35,26.9,856,1fa53c66,0.000837,0.1137,0.2698,0.3246,0.001635,0.006946,0.006557,0.000000,0.000000,0.000000,1.0,14.4,15.2,2.59,4.82,3.88,0.15325449,2.3553229e-05,4.7545475e-06,0.0070103985,3.1288292,0.89527854,0.056020011,2.9598449e-05,0.5075334,5.9013863,0.82421458,0.90156324,9.3843582e-10,0.90113943
2026-02-18T12:04:27,32.8,1008,2941afb8,0.000789,0.1116,0.2673,0.3178,0.003042,0.002594,0.009632,0.000000,0.000000,0.000000,2.4,8.1,7.6,2.83,5.03,3.78,0.19728667,0.00012136914,4.1958346e-06,0.0068976646,7.1195492,0.98265972,0.091576819,3.1622885e-05,0.22149875,6.0804296,0.80184416,0.90290573,1.0641324e-09,0.98423853
2026-02-18T12:05:20,33.6,1032,d68bf6f3,0.000621,0.1100,0.2660,0.3225,0.002301,0.005923,0.007879,0.000000,0.000000,0.000000,2.3,5.4,11.7,2.98,5.24,3.39,0.1504692,0.00010409894,3.8956028e-06,0.0074388301,6.3004794,0.93919661,0.13140594,3.1725957e-05,0.29443337,6.0006247,0.8000914,0.90481461,1.1349197e-09,0.9471734
2026-02-18T12:09:59,38.3,1152,9b8ccb7b,0.000338,0.1078,0.2642,0.3214,0.000301,0.002734,0.004637,0.000000,0.000000,0.000000,1.8,2.5,7.3,2.30,4.48,3.99,0.16772584,0.00010928501,4.8912283e-06,0.006514484,6.5761375,0.99774234,0.26865401,2.0597789e-05,0.40659607,5.9291139,0.80364436,0.90394423,1.0246641e-09,0.998322
