timestamp,elapsed_min,n_eval,id,cost,vel_scene4_f10,vel_scene4_f30,vel_scene4_f50,lateral_scene4_f10,lateral_scene4_f30,lateral_scene4_f50,tumble_scene4_f10,tumble_scene4_f30,tumble_scene4_f50,yaw_scene4_f10,yaw_scene4_f30,yaw_scene4_f50,pitch_rms_scene4_f10,pitch_rms_scene4_f30,pitch_rms_scene4_f50,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-18T11:31:58,0.3,8,9738237b,12.227267,0.0001,-0.0001,0.0003,0.000496,0.000050,0.000471,0.000000,0.000000,0.000000,72.2,72.7,61.0,4.18,4.68,4.74,0.00053514826,0.0033950034,5.4756483e-05,0.002670778,0.43217338,0.27469977,0.91050784,5.7524718e-05,0.51242964,5.801583,1.0860752,1.0798687,1.7436937e-10,0.93500027
2026-02-18T11:34:25,2.7,80,2a0ecab7,12.227119,0.0000,0.0000,0.0000,0.000230,0.000217,0.000263,0.000000,0.000000,0.000000,74.1,60.4,29.0,3.15,3.07,3.24,0.00023059557,0.00012225292,5.5095867e-05,0.0037702831,1.4446032,0.37418309,0.94948116,3.3719618e-06,0.8657024,5.4839121,0.82878924,1.1522275,1.0333219e-11,0.96828951
2026-02-18T11:34:43,3.0,88,1d5d1eab,12.215104,0.0000,-0.0001,-0.0000,0.000280,0.000174,0.000433,0.000000,0.000000,0.000000,39.6,48.9,51.7,3.42,3.50,3.49,0.00025023853,5.4576879e-05,1.3119329e-05,0.0049331402,0.58398587,0.14494358,0.71997536,1.108484e-06,0.61520355,5.4929932,0.88697089,1.1953069,1.1769542e-11,0.76049113
2026-02-18T11:35:19,3.6,104,6385ebd1,12.200992,-0.0001,0.0005,0.0001,0.000310,0.001593,0.001182,0.000000,0.000000,0.000000,27.8,59.7,60.3,6.75,6.83,5.94,0.00081532257,0.00016457484,1.0441497e-05,0.0016638577,2.5825986,0.18850237,0.98682238,5.4913093e-06,0.85295769,5.2347002,1.0512093,1.041085,4.5003175e-11,0.98920771
2026-02-18T11:38:45,7.1,192,a2b43a80,12.183841,0.0001,0.0001,0.0002,0.000165,0.000272,0.000343,0.000000,0.000000,0.000000,1.4,1.8,2.4,3.07,4.10,4.92,0.0043901497,0.00070072033,2.6807928e-05,0.0028063714,4.6359114,0.68788583,0.84213821,1.0842991e-05,0.047398694,5.2305064,1.0151605,1.1322634,6.8328639e-10,0.95064489
2026-02-18T11:39:07,7.4,200,88b585df,9.121629,0.0197,0.0263,0.0305,0.000457,0.000897,0.000647,0.000000,0.000000,0.000000,2.0,6.4,5.0,3.03,3.72,4.33,0.011155174,0.00053087865,1.680964e-05,0.0031571553,2.5547291,0.65785587,0.57798567,1.7957146e-05,0.17750595,4.9222324,0.98050164,1.1689227,6.0650511e-10,0.85555247
2026-02-18T11:39:33,7.9,216,5a0b71eb,9.050460,0.0258,0.0227,0.0212,0.002497,0.001773,0.001810,0.000000,0.000000,0.000000,5.1,7.7,14.9,3.61,4.69,6.11,0.015152236,0.0045259029,2.8217375e-05,0.0011815035,2.564194,0.32288209,0.68172428,5.8496628e-05,0.36034923,5.3816426,0.8829275,1.1076234,5.6956562e-10,0.78442164
2026-02-18T11:39:45,8.1,224,2d1af011,7.261014,0.0304,0.0500,0.0538,0.002559,0.001377,0.001329,0.000000,0.000000,0.000000,1.1,7.6,12.8,3.59,4.30,5.61,0.014284724,0.007219722,2.7327803e-05,0.0024153713,1.0588251,0.239658,0.30117177,5.7455812e-05,0.059573773,5.6262793,0.99017159,1.1878452,1.1040962e-09,0.46862143
2026-02-18T11:39:59,8.3,232,f0543a26,7.222890,0.0302,0.0493,0.0570,0.004065,0.009498,0.000679,0.000000,0.000000,0.000000,0.4,4.6,9.3,2.22,6.06,7.20,0.019247265,0.013538639,2.936835e-05,0.0024432105,0.76737648,0.071798155,0.24249652,3.5839137e-05,0.22111251,5.2832621,0.86315899,1.1046057,1.1446989e-09,0.29685962
2026-02-18T11:40:09,8.5,240,ef0b035f,1.403285,0.0795,0.1453,0.1883,0.004883,0.004823,0.004712,0.000000,0.000000,0.000000,0.4,5.5,7.8,2.42,3.09,3.49,0.060278425,0.0038540965,1.3487203e-05,0.0028471272,0.64603739,0.42345986,0.098480986,7.155846e-05,0.015135469,5.7666466,0.87025697,0.88437892,6.3935495e-10,0.48022825
