timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,lateral_scene1_f10,tumble_scene1_f10,yaw_scene1_f10,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-06-12T16:53:48,0.8,16,edeaad1a,0.014048,0.0406,0.002115,0.000000,2.3,1.0005338210276378,0.00030673498794092733,3.212188616075341e-06,0.0007922785471657945,7.010676457774083,0.20233611279947178,0.4010592338733057,3.008853758094064e-05,0.9183126225423549,5.767172150451253,0.6648284209500328,1.221694997622857,7.161791358551324e-10,0.40017427824788204,1.2218020715341192e-06,1.84924726817437e-05,0.5222064743651312
