timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,vel_scene1_f30,vel_scene1_f50,lateral_scene1_f10,lateral_scene1_f30,lateral_scene1_f50,tumble_scene1_f10,tumble_scene1_f30,tumble_scene1_f50,yaw_scene1_f10,yaw_scene1_f30,yaw_scene1_f50,pitch_rms_scene1_f10,pitch_rms_scene1_f30,pitch_rms_scene1_f50,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-18T10:06:20,0.2,8,e0418ae2,175.095969,0.3033,-0.0771,-0.1718,0.745549,0.167445,0.255390,0.000000,0.064325,0.001518,101.5,94.3,58.6,9.84,10.59,12.88,0.00066412795,0.0042053256,8.1981157e-05,0.0089204518,0.28754272,0.49497346,0.36959099,0.0001859396,0.49481579,5.0956525,0.85650499,1.0268088,1.1149834e-11,0.68158976
2026-02-18T10:06:29,0.3,16,948367c9,68.245664,0.0461,-0.2311,-0.1525,0.442578,0.375256,0.234800,0.056796,0.000000,0.000000,67.3,109.5,83.2,6.21,6.92,6.33,0.00066187793,0.0039139304,6.6373118e-05,0.008673565,1.7807313,0.33441871,0.40006043,0.00039309271,0.53993218,5.8752861,0.86313384,0.93956859,1.2305643e-11,0.60065144
2026-02-18T10:06:55,0.7,32,854bbdc6,31.134982,0.1150,0.0483,-0.0009,1.610400,0.094433,0.044268,0.062024,0.064454,0.089091,36.8,36.4,19.8,36.12,29.60,28.59,0.00079752858,0.0023239743,4.6422131e-05,0.010838204,0.24219449,0.050212047,0.058612342,0.00017672088,0.035139838,4.6815316,1.0413784,0.96965437,3.1884366e-11,0.10587548
2026-02-18T10:07:19,1.1,48,94685bc5,15.865196,0.0118,0.0804,0.0240,0.828645,0.442514,0.144650,0.064346,0.065567,0.069434,120.8,71.0,77.8,37.06,37.54,35.91,0.00011194615,0.00059554064,7.1723671e-05,0.002947279,0.51135143,0.010317595,0.28411799,0.00021529707,0.18058774,4.9624823,0.98816827,0.8052531,1.6713522e-11,0.29147576
2026-02-18T10:09:11,3.0,112,63a8d62d,8.074952,0.0771,0.0086,0.0259,0.227461,0.047619,0.166347,0.000000,0.000000,0.000000,22.3,102.1,21.2,10.14,10.08,10.15,0.00035168126,0.00019259984,2.5435819e-05,0.0021687119,1.0293256,0.33893398,0.44179416,0.00061680596,0.30703273,4.8888363,0.80413114,0.87076689,4.6066044e-12,0.63094491
2026-02-18T10:09:24,3.2,120,f4c31229,6.239123,0.0928,0.0466,0.1079,0.115669,0.043477,0.037365,0.000000,0.047215,0.043779,38.6,32.5,23.8,12.84,19.05,15.74,0.00015033224,0.00032371207,1.1884265e-05,0.0013971028,0.73994797,0.34833272,0.6986984,0.0040759766,0.18884594,4.7619637,0.80192105,0.81688106,1.0560792e-11,0.80358173
2026-02-18T10:15:56,9.8,336,2c86756a,2.676690,0.0535,0.0585,0.1024,0.006880,0.008364,0.040353,0.000000,0.000000,0.000000,56.5,167.5,86.5,3.53,10.32,10.62,0.00052109936,0.00035020319,0.00024419859,0.00079655954,0.32075707,0.001289037,0.98987087,0.005493275,0.6902483,3.2903538,0.8494283,0.87081048,3.2387429e-10,0.98978494
2026-02-18T10:17:31,11.3,384,76f426a4,2.247614,0.0601,0.0332,0.1348,0.000651,0.008873,0.017156,0.000000,0.000000,0.000000,2.9,6.3,14.6,3.16,13.82,12.36,0.0030882482,0.00080533607,7.0881941e-05,0.00038992933,4.4439403,0.70218858,0.88764839,0.06910441,0.54375382,3.3504959,0.82378776,0.80631006,5.0669771e-10,0.96645164
2026-02-18T10:19:26,13.2,440,4b9ea6b1,2.024266,0.0294,0.0762,0.0783,0.002062,0.019804,0.025078,0.000000,0.033533,0.100856,1.8,7.6,36.8,4.17,25.97,22.98,0.0044360818,0.00021210128,2.5332071e-06,0.0012531103,1.9628699,0.85432727,0.98356191,0.20037854,0.18233601,3.9360365,1.0063147,0.81968871,8.1074224e-10,0.99750706
2026-02-18T10:20:15,14.1,464,3621ab7d,1.543653,0.0379,0.0570,0.0991,0.002806,0.003077,0.011676,0.000000,0.000000,0.003209,4.3,4.4,20.4,3.70,16.87,14.32,0.010132479,0.00057305668,1.0059381e-06,0.000675546,2.8214963,0.91141229,0.69443262,0.6156132,0.51589046,4.0939161,0.8914561,0.86919263,6.1786376e-10,0.97286104
2026-02-18T10:20:48,14.6,480,b5ee166e,0.922126,0.0443,0.0586,0.1277,0.002340,0.007195,0.050483,0.000000,0.000000,0.000000,0.9,3.2,10.7,4.25,12.35,11.55,0.011657407,0.00034983058,1.9032039e-06,0.0012020353,4.8262486,0.86284698,0.690978,0.90645239,0.29032224,4.5656075,0.81110203,0.81726184,3.4685824e-10,0.9575476
2026-02-18T10:22:26,16.3,528,7c489900,0.804194,0.0542,0.0701,0.1212,0.001882,0.010326,0.014172,0.000000,0.000000,0.158611,2.2,2.8,8.2,4.95,13.80,13.64,0.0088784977,0.00044143385,6.1993392e-06,0.0023769006,9.5483218,0.58105854,0.48850615,0.37244867,0.59471501,4.2228746,0.81270754,0.9417292,4.1093714e-10,0.78566517
2026-02-18T10:27:25,21.2,672,99fc008a,0.727782,0.0441,0.0676,0.1161,0.002735,0.008099,0.035603,0.000000,0.000000,0.033897,51.5,9.0,21.8,4.47,10.49,9.86,0.010431235,0.00016648479,2.9213906e-06,0.0029853628,3.58323,0.32090765,0.51609336,0.44720816,0.50453842,4.1228596,0.81762405,0.83571111,3.790969e-10,0.67133109
2026-02-18T10:28:00,21.8,688,2c9150ab,0.689614,0.0427,0.0665,0.1243,0.007302,0.009029,0.021631,0.000000,0.000000,0.000000,13.7,9.0,8.6,4.10,13.59,12.65,0.012486899,0.00019014967,2.9897918e-06,0.0024723574,3.4537595,0.40640528,0.55858678,0.43196085,0.45033605,3.9168748,0.84378317,0.83096908,3.9495631e-10,0.73792358
2026-02-18T10:28:17,22.1,696,cc4506c0,0.609552,0.0390,0.0779,0.1107,0.002941,0.010988,0.009754,0.000000,0.000000,0.000000,9.5,8.4,52.7,4.25,13.33,13.26,0.010599571,0.00017576923,3.1204332e-06,0.0025880504,3.8468823,0.36544076,0.60745926,0.41150844,0.46628362,3.9605297,0.82804884,0.84679809,4.1288535e-10,0.7508489
2026-02-18T10:33:26,27.3,856,39fac934,0.596921,0.0491,0.0725,0.1291,0.003950,0.018158,0.051728,0.000000,0.000000,0.000000,6.0,16.6,91.0,3.70,11.35,10.09,0.014013337,0.00016669578,8.6071782e-06,0.0021323175,8.2780236,0.24981992,0.48138758,0.92302784,0.49767624,3.8550441,0.81221256,0.85631598,3.865989e-10,0.61089915
