timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,lateral_scene1_f10,tumble_scene1_f10,yaw_scene1_f10,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-06-12T16:52:24,0.2,16,420d6044,0.012378,0.0537,0.000376,0.000000,1.5,0.38607855765480603,0.00019518164424201496,5.077773554846504e-06,0.0017339246532666558,2.785500982648091,0.3245100940613671,0.759770680889387,7.015007500583681e-05,0.9370829064303882,4.882197424889374,0.6153211234822014,1.0874669559767445,2.0294155396507964e-09,0.32407823254546875,1.2615487949551354e-06,0.0010073140000593876,0.8376515427621813
