timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,vel_scene2_f10,vel_scene4_f10,vel_scene_wheel_f10,lateral_scene1_f10,lateral_scene2_f10,lateral_scene4_f10,lateral_scene_wheel_f10,tumble_scene1_f10,tumble_scene2_f10,tumble_scene4_f10,tumble_scene_wheel_f10,yaw_scene1_f10,yaw_scene2_f10,yaw_scene4_f10,yaw_scene_wheel_f10,pitch_rms_scene1_f10,pitch_rms_scene2_f10,pitch_rms_scene4_f10,pitch_rms_scene_wheel_f10,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-17T18:51:15,0.2,8,15e923ae,15.701186,-0.0172,0.0525,0.0383,0.0257,0.054676,0.036200,0.017041,0.075251,0.014345,0.000000,0.000000,0.000000,144.7,36.5,10.7,96.3,6.17,5.92,2.32,0.95,0.00066412795,0.0042053256,0.0081981157,0.0089204518,0.28754272,0.49497346,0.36959099,0.0001859396,0.49481579,5.0956525,0.85650499,1.0268088,1.1149834e-11,0.68158976
2026-02-17T18:51:26,0.4,16,ad750e27,7.291937,0.0243,0.0666,0.0995,0.0050,0.038328,0.014383,0.006960,0.051233,0.076134,0.000000,0.000000,0.000000,110.2,7.8,8.6,72.5,25.05,4.27,1.34,0.63,0.00026806949,0.0021388315,0.00065836748,0.0022292753,0.61420359,0.31298192,0.43990866,0.00016808404,0.40124685,5.5327839,1.033207,1.0178206,1.4480785e-11,0.61516314
2026-02-17T18:53:21,2.3,96,b82d9f47,2.451698,0.0301,0.1129,0.1220,0.0790,0.006267,0.004466,0.002782,0.014338,0.000000,0.000000,0.000000,0.000000,13.4,5.0,4.3,3.2,6.09,4.09,1.88,0.94,0.00023690254,0.00035763261,0.0012533649,0.00085625443,7.0142351,0.29170343,0.3907638,0.00024258781,0.27974502,5.3992531,1.063731,1.0810435,6.8214885e-10,0.56844101
2026-02-17T18:53:33,2.5,104,a39f1297,0.766468,0.0325,0.0908,0.1214,0.1171,0.005512,0.003822,0.003003,0.011520,0.000000,0.000000,0.000000,0.000000,6.8,6.8,2.9,8.9,6.68,5.32,2.15,1.10,9.9229316e-05,0.00033741904,0.00051144672,0.00048911626,9.8890232,0.42636935,0.23697361,0.00053673228,0.060177281,5.9808688,1.044309,1.1300587,7.1951058e-10,0.56228098
2026-02-17T18:53:57,2.9,120,086af1df,0.260173,0.0534,0.0986,0.1152,0.1656,0.000236,0.000135,0.000943,0.003849,0.000000,0.000000,0.000000,0.000000,2.5,1.7,1.1,1.0,9.13,6.96,0.94,0.06,0.00016072616,0.00083237103,0.001229361,0.00077516673,0.98603638,0.48218789,0.25435962,0.0024313049,0.67173503,6.3893853,0.81007279,1.1015034,5.6729127e-09,0.61387295
2026-02-17T18:54:09,3.1,128,5ed0b56c,0.183001,0.0453,0.0908,0.1214,0.1654,0.000390,0.000231,0.006130,0.003664,0.000000,0.000000,0.000000,0.000000,1.7,1.5,4.3,0.8,20.01,12.94,1.37,0.12,0.00059757853,5.9748064e-05,0.0032248115,0.00075242903,1.5265957,0.91908483,0.36628874,0.0026646381,0.71913909,6.4493611,0.94625634,1.0773422,6.7180397e-09,0.94868651
2026-02-17T18:54:21,3.3,136,3d3ef562,0.090053,0.0476,0.0908,0.1167,0.1588,0.000297,0.000281,0.001020,0.005492,0.000000,0.000000,0.000000,0.000000,0.5,0.9,2.3,1.6,5.71,5.29,0.88,0.06,0.00078228011,0.0002129882,0.0063086462,0.001165482,0.59425659,0.66242568,0.49250764,0.00080488526,0.2367067,6.7858271,0.92914087,1.1759256,3.6380004e-09,0.82863436
2026-02-17T18:55:20,4.3,176,a9d3a5ca,0.054886,0.0511,0.0847,0.1106,0.1588,0.000359,0.000511,0.005605,0.002567,0.000000,0.000000,0.000000,0.000000,0.5,4.4,2.4,1.1,5.01,3.35,1.53,0.04,0.00051194411,0.00065078972,0.00083651863,0.00096924273,0.61969084,0.80902852,0.98913683,0.0001601117,0.41543905,6.5794501,0.97937265,1.1903362,2.0104193e-09,0.99782653
2026-02-17T18:58:20,7.3,296,fc7db8c6,0.029935,0.0549,0.0889,0.1113,0.1512,0.001448,0.001927,0.004338,0.003056,0.000000,0.000000,0.000000,0.000000,2.9,0.7,3.4,2.2,3.54,3.16,1.30,0.04,0.00052767731,0.00070276877,0.013476166,0.00026443225,0.71006093,0.72871372,0.69140854,2.9888363e-05,0.75299252,6.6251923,0.99951445,1.0955176,2.0055229e-09,0.91621423
2026-02-17T18:58:43,7.7,312,1a60b4bc,0.008235,0.0518,0.0807,0.1097,0.1493,0.001200,0.001911,0.002875,0.003067,0.000000,0.000000,0.000000,0.000000,2.5,2.5,0.3,1.0,3.89,3.09,1.34,0.04,0.0012489354,0.00055145577,0.021481283,0.00036622154,0.63696015,0.67797538,0.88262072,2.5480355e-05,0.69685373,6.2714478,0.98024607,1.0827099,2.1166114e-09,0.96211272
