id,cost,velocity_scene4,velocity_scene2,cost_scene4,cost_scene2,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,kp_mag
73773324,777.3598930259258,0.021195900532240432,0.068096996602112,777.3547229840282,0.005170041897636694,0.004368986066562749,2.4127590951110916e-05,0.002703334365749519,0.08860972453757868,0.32192161202481834,0.8637414709229564,0.999,0.001596025924078694,5.865056701365097e-07
cba8338f,862.261714530129,0.05460351006857739,0.037509553552131696,796.2647596144212,65.99695491570775,0.0019175279608815783,0.0010146914122118684,0.005756814421013253,0.09778001070054099,1.2442687624182538,0.99,0.95,0.0005452712119488955,9.979115190559755e-07
16fac5cc,928.2108371519643,0.34991122785612877,0.19016453815489792,928.208320671076,0.002516480888294208,0.030678219591138475,0.01729833026599908,0.0002481212435748694,0.010521478558050659,1.886994202530248,0.8755386840066293,0.9753698161758465,0.004736092891155489,2.2458473505101232e-06
8956a56e,1192.2851170401211,0.0004036168382469393,-0.02271799866761319,663.478966368166,528.8061506719552,0.03844529702516548,0.02473714456386063,0.00033608923923474657,0.08345587148906158,0.44273430863376695,0.8755934164720558,0.999,0.0001051780987654305,2.116190604965377e-06
69bbdce2,1211.7986418789217,-0.013994425365442022,-0.0008813126816403787,0.05017350259479457,1211.7484683763269,0.0038705534432546223,0.0005044788400070049,0.0026757110472283635,0.06868955271394915,0.13980592662525385,0.8746314709275952,0.9864917092419034,0.0045333161233296225,1.2572153644148633e-07
505c696c,1346.9712628046198,0.04347393624527639,0.136587112628069,590.2015764374947,756.769686367125,0.03680273043921507,0.0002023778954048509,0.0019132683954526494,0.05256259174255656,1.9262268462637637,0.9604614312488489,0.9866186853967317,0.0012005610926192104,1.4910847596941095e-06
e2c50c0f,1398.4144516651425,-0.03480917482047059,-0.03420025415654255,643.9116418273445,754.5028098377979,2.4259807031082254e-05,0.018158046661921997,6.824221015434868e-05,0.08771614302511804,0.4532426071601041,0.8344556671469674,0.999,0.00011863205279165561,2.1185150327993747e-06
69a30fe9,1400.152403857956,0.0019340240914703002,-0.1184753981539815,515.4317699027112,884.7206339552447,2.87788074486151e-05,0.0010635002340586449,0.0004301467579385818,0.005650744960895551,0.1682182344695358,0.9764575739598202,0.9500056289533284,0.0066422318957825,1.8003636772993074e-06
09b05e82,1416.5228459930431,-0.1501870637674657,-0.3726083311769642,623.6506319731303,792.8722140199128,0.16261037122539088,0.02743484247185852,0.01250025992549258,0.006213657906038939,0.12041780498925136,0.9798500665827938,0.95,0.0006713782142073688,1.4570359561516945e-06
d08d1276,1456.8213839549476,0.061698951642516264,0.12294895245627456,737.2354077929165,719.5859761620311,0.0003622417144671886,0.002302413904801327,0.014451918716848533,0.054540285811585876,1.7948460774744286,0.8908316577116497,0.9859850835050676,0.0015059657745799234,1.4230785479563622e-06
