timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f30,vel_scene2_f30,vel_scene4_f30,vel_scene_wheel_f30,lateral_scene1_f30,lateral_scene2_f30,lateral_scene4_f30,lateral_scene_wheel_f30,tumble_scene1_f30,tumble_scene2_f30,tumble_scene4_f30,tumble_scene_wheel_f30,yaw_scene1_f30,yaw_scene2_f30,yaw_scene4_f30,yaw_scene_wheel_f30,pitch_rms_scene1_f30,pitch_rms_scene2_f30,pitch_rms_scene4_f30,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-17T19:21:50,0.2,8,2e0ccb9f,12.645907,0.1133,0.0274,0.0352,0.0342,0.210994,0.064177,0.029707,0.067097,0.059002,0.057334,0.000000,0.000000,117.8,146.5,50.5,43.5,37.03,31.10,8.38,0.25,0.00026149798,0.0054323287,0.00030114763,0.0037728856,0.2205237,0.49083696,0.10992053,0.00016129413,0.48480944,5.6471277,0.80506819,1.1296814,5.3721658e-11,0.54679344
2026-02-17T19:21:59,0.3,16,e75c8dcb,6.153555,0.0253,0.1941,0.2876,0.0594,0.025625,0.005970,0.050760,0.038161,0.000000,0.000000,0.000000,0.000000,85.4,13.0,17.7,34.0,5.21,3.46,2.03,0.53,0.001339776,0.020015691,0.0006136047,0.0016641103,1.2848384,0.4149416,0.32357182,0.00010010867,0.88465505,4.8156996,0.84575605,0.93216305,6.3597704e-12,0.60421765
2026-02-17T19:22:08,0.5,24,7947749a,5.108402,0.0145,0.1211,0.3309,0.4703,0.016022,0.079966,0.021668,0.012134,0.067894,0.000000,0.000000,0.000000,71.1,137.5,3.4,1.7,29.16,7.53,1.96,0.47,0.00033610664,0.016916377,0.00022927441,0.003241281,1.9622456,0.012166005,0.11862785,0.0002325743,0.87890321,5.0312272,0.86707287,0.8998861,1.0654502e-11,0.12933876
2026-02-17T19:22:30,0.9,40,acdebd56,2.085813,0.0862,0.2184,0.3770,0.2158,0.010448,0.018663,0.029428,0.043790,0.000000,0.000000,0.000000,0.000000,28.1,8.1,6.4,0.6,6.34,4.11,1.93,0.77,0.00037684705,0.033322181,4.0265989e-05,0.002263855,2.2640983,0.11005414,0.59342399,0.00045571008,0.42204724,6.2707054,0.80155047,0.82966529,1.1232469e-10,0.63811002
2026-02-17T19:23:06,1.5,64,005cfa9a,1.487676,0.0759,0.2004,0.2762,0.2273,0.007739,0.018236,0.013726,0.026272,0.000000,0.000000,0.000000,0.000000,18.6,2.1,1.5,33.9,6.28,4.09,1.83,0.45,0.00014211867,0.011738159,3.6838798e-05,0.00098035785,2.8141129,0.29171264,0.77417168,0.0012779874,0.027961205,6.5668919,0.89825925,0.86553415,1.7508243e-10,0.83997124
2026-02-17T19:23:18,1.7,72,2eaa5560,0.092296,0.1253,0.2182,0.2843,0.4343,0.018799,0.016674,0.015378,0.030890,0.000000,0.000000,0.000000,0.000000,18.5,7.3,9.9,27.6,6.08,4.38,1.54,0.57,0.00030148467,0.047267026,8.686391e-06,0.0023071678,3.7142581,0.18240408,0.14726282,0.00091130478,0.46531984,6.5376081,0.86987286,0.80453657,2.4058638e-10,0.30279083
2026-02-17T19:23:28,1.8,80,17e2a787,0.066349,0.1361,0.2031,0.2851,0.5113,0.003085,0.002521,0.017938,0.010235,0.000000,0.000000,0.000000,0.000000,6.0,4.1,3.4,0.4,6.65,4.20,1.84,0.09,0.00026715093,0.092201288,4.3592169e-06,0.0016120763,1.7958651,0.60144368,0.38536231,0.00062258567,0.2431103,6.7138736,0.86837241,0.8121132,5.5646232e-10,0.75499373
2026-02-17T19:23:40,2.0,88,31b338ea,0.035649,0.1376,0.1880,0.2605,0.4880,0.002121,0.002755,0.002549,0.010507,0.000000,0.000000,0.000000,0.000000,5.0,2.2,11.2,2.3,7.75,4.29,2.00,0.14,0.00033833378,0.010273805,2.134579e-05,0.0011680754,1.3166991,0.58618279,0.21768587,0.0011561119,0.51948746,6.940499,0.92045119,0.85070789,8.5313326e-10,0.67624318
2026-02-17T19:24:15,2.6,112,3f0c4ce7,0.030727,0.1038,0.1847,0.2453,0.4831,0.006561,0.006406,0.013679,0.021626,0.000000,0.000000,0.000000,0.000000,5.4,11.7,6.9,1.1,6.57,3.63,1.70,0.15,0.00041004409,0.027171943,2.0111613e-06,0.00058610421,3.3117027,0.99815389,0.036899158,0.0018262371,0.6026593,7.5179443,0.91275397,0.80146125,3.8604936e-10,0.99821832
2026-02-17T19:24:27,2.8,120,93af4678,0.020524,0.1093,0.1890,0.2509,0.4779,0.011423,0.005905,0.032819,0.015292,0.000000,0.000000,0.000000,0.000000,10.4,3.2,7.7,3.4,5.84,3.78,1.74,0.14,0.0010907129,0.015177421,1.0277764e-06,0.00024019053,6.2477237,0.91237414,0.5570998,0.00050226638,0.058097233,7.5105613,0.87724026,0.80603601,3.2521557e-10,0.96113478
