timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,vel_scene1_f30,vel_scene1_f50,vel_scene2_f10,vel_scene2_f30,vel_scene2_f50,vel_scene4_f10,vel_scene4_f30,vel_scene4_f50,vel_scene_wheel_f10,vel_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f30,lateral_scene1_f50,lateral_scene2_f10,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f30,lateral_scene4_f50,lateral_scene_wheel_f10,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f30,tumble_scene1_f50,tumble_scene2_f10,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f30,tumble_scene4_f50,tumble_scene_wheel_f10,tumble_scene_wheel_f30,yaw_scene1_f10,yaw_scene1_f30,yaw_scene1_f50,yaw_scene2_f10,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f30,yaw_scene4_f50,yaw_scene_wheel_f10,yaw_scene_wheel_f30,pitch_rms_scene1_f10,pitch_rms_scene1_f30,pitch_rms_scene1_f50,pitch_rms_scene2_f10,pitch_rms_scene2_f30,pitch_rms_scene2_f50,pitch_rms_scene4_f10,pitch_rms_scene4_f30,pitch_rms_scene4_f50,pitch_rms_scene_wheel_f10,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-16T15:42:03,0.6,8,843b7aed,4.967085,0.0169,0.0617,0.0785,0.1202,0.1444,0.1807,0.1321,0.2358,0.3220,0.1618,0.4699,0.002063,0.002610,0.009854,0.003243,0.002514,0.010627,0.003624,0.024815,0.023057,0.002761,0.012423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.5,7.2,22.2,2.1,4.1,22.2,1.3,7.2,7.4,0.4,3.3,3.00,6.73,8.65,2.31,3.45,5.54,0.80,2.04,2.74,0.02,0.12,0.025478952,0.00024549039,0.00016049853,0.0010012819,1.0963634,0.8817111,0.074822216,0.0061646606,0.32557503,3.9167056,0.75415068,0.93946862,4.3066151e-10,0.89055425
2026-02-16T15:42:30,1.0,16,0fe7b779,2.787113,0.0711,0.1567,0.1448,0.1237,0.2059,0.3144,0.1166,0.3195,0.4876,0.1679,0.4948,0.000412,0.003275,0.008800,0.000534,0.003483,0.019000,0.004721,0.009441,0.050945,0.003174,0.009645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.5,2.3,15.1,2.6,2.4,6.0,0.8,5.4,6.5,0.9,1.2,2.41,9.38,7.65,2.33,4.35,7.25,1.04,2.28,2.60,0.15,0.15,0.016980081,7.447836e-05,0.00012140704,0.0016331303,3.0993874,0.60002447,0.53125334,0.0025983017,0.013838825,3.8854141,0.75092908,1.0072103,6.8599618e-10,0.81245968
2026-02-16T15:43:04,1.6,24,d7786ec9,2.676870,0.0711,0.1382,0.1284,0.1292,0.1809,0.2302,0.1393,0.2790,0.3413,0.1408,0.4711,0.001957,0.004666,0.009464,0.001683,0.006515,0.011243,0.001562,0.026221,0.030023,0.003591,0.006115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,6.5,7.4,0.6,3.3,3.3,2.2,8.9,69.5,1.5,1.3,2.21,6.63,8.05,2.02,3.84,6.01,0.67,2.11,2.98,0.09,0.17,0.053932031,0.00010567409,8.5980661e-05,0.0010869801,1.6165847,0.32535363,0.51097493,0.00058411171,0.014814066,4.6731383,0.78891149,0.90984748,6.4827521e-10,0.67002991
2026-02-16T15:47:35,6.1,88,00d5ea42,2.167449,0.0578,0.1055,0.1031,0.1328,0.1724,0.2135,0.1168,0.2445,0.3659,0.1324,0.4727,0.002866,0.002983,0.016078,0.004201,0.004253,0.029604,0.010989,0.002592,0.058050,0.003740,0.030614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.8,17.3,14.5,1.0,7.0,12.8,2.5,3.4,13.0,1.0,1.6,2.68,5.23,5.48,1.67,3.47,4.82,0.79,1.56,2.58,0.02,0.10,0.014080275,0.00034790258,0.00016143077,0.0012211307,1.3231861,0.77868416,0.53465219,0.015271608,0.051974891,4.2301697,0.77333007,0.75052491,3.443575e-10,0.89695769
2026-02-16T15:49:23,7.9,112,b29b2a5b,1.979228,0.0648,0.1016,0.0870,0.1209,0.1823,0.2241,0.1003,0.2480,0.4108,0.1447,0.4929,0.002223,0.005570,0.017263,0.001414,0.002369,0.020911,0.009139,0.010162,0.054078,0.005353,0.011067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.6,3.8,14.7,0.7,4.0,4.9,4.3,6.7,1.0,1.7,1.9,2.18,5.81,7.23,1.92,3.03,5.27,0.81,1.92,2.86,0.02,0.08,0.015261004,0.0004431557,0.00028958407,0.0017388592,1.093574,0.89283982,0.57839833,0.0048948896,0.2026243,4.2401931,0.80118594,0.7520402,6.1353468e-10,0.95476325
2026-02-16T15:50:35,9.1,128,3a9ec06d,1.659396,0.0539,0.0959,0.0958,0.1203,0.1570,0.2077,0.1281,0.2312,0.3462,0.1602,0.4733,0.001303,0.008388,0.026769,0.002647,0.008243,0.016132,0.005261,0.012904,0.056184,0.002692,0.017922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.8,7.1,10.1,2.3,5.5,6.8,1.9,2.2,3.8,0.9,3.2,2.80,5.66,6.05,1.77,3.30,4.84,0.61,1.65,2.59,0.02,0.11,0.0061857003,0.00023369258,0.00052214287,0.0010648243,1.2915377,0.98219518,0.018632549,0.005738201,0.010023665,4.1346789,0.77113113,0.78133109,4.3380858e-10,0.98252507
2026-02-16T15:52:51,11.4,160,547e5909,1.610786,0.0672,0.1272,0.1265,0.1228,0.1679,0.2411,0.1268,0.2750,0.3781,0.1622,0.4799,0.002704,0.006973,0.005930,0.000965,0.007448,0.008734,0.001717,0.021097,0.026717,0.003135,0.006294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.1,7.9,11.1,2.0,1.9,12.6,1.3,3.7,5.8,1.0,0.8,2.64,8.82,7.60,1.81,3.45,5.46,0.74,1.99,3.07,0.02,0.12,0.018629845,0.0005186988,0.0011821123,0.0010100539,2.0120125,0.97550403,0.30838768,0.010365936,0.25896675,3.5565697,0.75382399,0.9861285,6.7244191e-10,0.98302744
2026-02-16T15:53:26,12.0,168,9e61ce61,1.479394,0.0505,0.1138,0.1183,0.1251,0.1678,0.2290,0.1300,0.2599,0.3760,0.1614,0.4747,0.001537,0.005454,0.017311,0.001709,0.008805,0.012736,0.003344,0.021194,0.053188,0.005976,0.008266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.0,6.9,13.0,1.8,2.8,4.2,0.8,5.6,7.3,1.9,1.7,3.43,7.22,7.52,1.83,3.79,5.77,0.66,2.06,2.81,0.02,0.13,0.013919354,0.00059065443,0.00092652263,0.0010003374,1.780672,0.97984933,0.055814412,0.024535191,0.38225838,3.6728086,0.75007618,0.93954769,5.1295646e-10,0.98096844
2026-02-16T15:57:31,16.0,224,adc07563,1.288578,0.0596,0.1282,0.1221,0.1211,0.1785,0.2619,0.1287,0.2807,0.4096,0.1594,0.4739,0.000801,0.003376,0.015785,0.002361,0.005726,0.023997,0.001403,0.004405,0.028799,0.003044,0.009751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.7,3.4,10.1,1.6,0.5,4.8,1.3,2.5,10.4,1.1,0.5,3.00,8.95,7.89,2.02,3.49,6.34,0.85,2.17,3.13,0.02,0.11,0.022645694,0.00043831271,0.00064878423,0.0012894982,1.6287453,0.89502834,0.016420648,0.018443635,0.25902499,3.2232651,0.75009138,1.0229259,7.0319519e-10,0.8967504
2026-02-16T15:59:42,18.2,256,08cb1fe3,1.206104,0.0459,0.1352,0.1287,0.1202,0.1826,0.2819,0.1049,0.2842,0.4227,0.1611,0.4862,0.001174,0.003637,0.016485,0.001585,0.006467,0.010247,0.001849,0.023576,0.044250,0.004388,0.011272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.5,3.1,4.0,2.6,3.7,2.3,1.9,6.2,6.1,0.9,0.6,3.27,8.16,8.05,2.22,3.83,6.93,1.10,2.33,3.01,0.02,0.09,0.021703454,0.0010996192,0.0016833186,0.0015373612,1.7386004,0.98779638,0.10568152,0.024356756,0.095992284,3.7833033,0.75884962,0.98767502,6.7940079e-10,0.9890755
2026-02-16T16:11:01,29.5,424,08a1bed0,1.202660,0.0470,0.1149,0.1167,0.1197,0.1692,0.2424,0.1285,0.2915,0.3938,0.1621,0.4752,0.001411,0.005146,0.009174,0.001177,0.008262,0.013900,0.000999,0.031937,0.039593,0.003712,0.011645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.8,5.7,5.2,2.9,3.1,9.2,1.5,2.5,5.3,0.8,0.7,3.17,8.71,8.22,2.71,3.37,5.82,0.77,2.45,3.10,0.02,0.12,0.0040516611,0.00059456361,0.003816914,0.0010329257,1.5106146,0.95837863,0.20753107,0.034715219,0.23680356,4.1240565,0.75066467,1.0980325,7.0889103e-10,0.96699561
2026-02-16T16:16:23,34.9,504,af4765b6,1.192038,0.0573,0.1159,0.1077,0.1179,0.1722,0.2449,0.1243,0.2767,0.3973,0.1633,0.4758,0.001173,0.005869,0.008801,0.002265,0.004067,0.008522,0.001738,0.018668,0.014584,0.002308,0.010639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,3.2,14.7,2.1,3.9,6.8,1.8,5.8,9.2,1.0,1.0,2.98,9.17,9.17,2.65,3.36,6.17,0.78,2.21,3.18,0.02,0.12,0.0021785089,0.00062456533,0.011007732,0.0011238016,1.4327263,0.9898645,0.27707939,0.099300372,0.24660879,3.8217088,0.75137887,1.0581379,7.7338941e-10,0.99264513
2026-02-16T16:16:55,35.4,512,fd196e41,1.155404,0.0556,0.1178,0.1179,0.1195,0.1721,0.2491,0.1273,0.2878,0.3927,0.1629,0.4814,0.001021,0.004125,0.008843,0.000344,0.004170,0.015732,0.001474,0.019454,0.031676,0.002462,0.007160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.1,3.2,3.0,2.5,3.2,2.8,1.4,8.6,9.3,1.0,2.1,3.03,9.16,8.03,2.66,3.36,6.58,0.75,2.13,3.09,0.02,0.12,0.0037270148,0.00039618047,0.016766731,0.0010475664,1.6260992,0.98048714,0.34704543,0.098292225,0.38755853,3.6308094,0.75006106,1.0905136,7.5093003e-10,0.98722429
2026-02-16T16:19:03,37.6,544,1b4c4ff8,1.120028,0.0530,0.1119,0.1146,0.1181,0.1638,0.2268,0.1299,0.2667,0.3694,0.1620,0.4763,0.001690,0.001669,0.015119,0.000743,0.004078,0.013445,0.001749,0.008980,0.018914,0.002684,0.003895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.1,3.6,10.4,3.1,2.6,6.8,0.6,8.5,6.4,2.0,0.6,2.81,8.25,8.65,2.47,3.43,5.53,0.73,2.15,3.27,0.02,0.13,0.0024713956,0.00055169709,0.011457204,0.0010006483,1.4179628,0.93013267,0.31962476,0.088713262,0.37384571,3.6654162,0.75046451,1.0749519,7.2834237e-10,0.95243204
