id,cost,elapsed_min,velocity_scene1,velocity_scene2,velocity_scene4,velocity_scene_wheel,cost_scene1,cost_scene2,cost_scene4,cost_scene_wheel,velocity_scene1_f10,velocity_scene1_f30,velocity_scene2_f10,velocity_scene2_f30,velocity_scene2_f50,velocity_scene4_f10,velocity_scene4_f30,cost_scene1_f10,cost_scene1_f30,cost_scene2_f10,cost_scene2_f30,cost_scene2_f50,cost_scene4_f10,cost_scene4_f30,lateral_scene1_f10,lateral_scene1_f30,lateral_scene2_f10,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f30,tumble_scene1_f10,tumble_scene1_f30,tumble_scene2_f10,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f30,yaw_scene1_f10,yaw_scene1_f30,yaw_scene2_f10,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f30,best_trial_scene1_f10,best_trial_scene1_f30,best_trial_scene2_f10,best_trial_scene2_f30,best_trial_scene2_f50,best_trial_scene4_f10,best_trial_scene4_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
f57a753e,4.180363101055397,0.1,0.0,0.0,0.012509155164408443,0.0,0,0,4.180363101055397,0,,,,,,,0.012509155164408443,,,,,,,4.180363101055397,,,,,,,0.008278558241183996,,,,,,,0.0,,,,,,,1.7007396224248468,,,,,,,0,0.10922400563707867,0.00034820208005574717,1.1908765525488424e-06,0.0025756278266397467,2.7172545026989288,0.44329497378016897,0.01672379991994426,1.338976414835725e-05,0.2725688743777399,5.319761515564224,0.7376760417696216,1.3355166621010959,3.4367129135368073e-10,0.3566654638863602,1.0106441604867881e-06,0.00019017408411480368,0.45260352487310473
e202e516,4.400354367283984,0.1,0.0,0.0,0.00904214970038531,0.0,0,0,4.400354367283984,0,,,,,,,0.00904214970038531,,,,,,,4.400354367283984,,,,,,,0.009186101055868423,,,,,,,0.0,,,,,,,17.028476492808615,,,,,,,0,0.9079586985210921,0.00023771772979522173,4.073117843715369e-06,0.0017583872541047955,2.452912280183607,0.44679728085635345,0.38767867553684526,3.1626208919811073e-06,0.3468409690810082,4.659856797446569,0.9264319257427721,0.5923042959297288,7.610692273697358e-10,0.007161280317053575,1.192848070228941e-06,0.0001311478234313829,0.66122341044979
0ba4c4a7,4.040805096549333,0.1,0.0,0.0,0.01475282146357381,0.0,0,0,4.040805096549333,0,,,,,,,0.01475282146357381,,,,,,,4.040805096549333,,,,,,,0.004374983710308552,,,,,,,0.0,,,,,,,43.904329818576954,,,,,,,0,0.16998453778510667,0.0003854884909009398,3.4583108431817424e-06,0.0037451466200807753,1.3027329311390732,0.42865216452038185,0.5316950550214289,6.906773977870308e-06,0.3050242619681782,5.374549698103189,0.6091863106775455,1.1251197622019324,3.125224368754815e-10,0.3270123115063968,1.4599908665012513e-06,4.0216587571919405e-07,0.7323818138365896
a4b90fe6,4.029342326962991,0.1,0.0,0.0,0.014938172204767917,0.0,0,0,4.029342326962991,0,,,,,,,0.014938172204767917,,,,,,,4.029342326962991,,,,,,,0.0026807206318832846,,,,,,,0.0,,,,,,,7.687465441571584,,,,,,,2,0.739231833374637,0.0003931060769367285,6.225377240134388e-06,0.0032341176701153303,2.792524299615045,0.6317764793258869,0.6520067601622622,1.231161821329291e-05,0.19683859392432962,5.204861513307721,0.582200877612878,1.4953187345946555,5.529052267405268e-10,0.35097799760421694,1.958585122587053e-06,3.664048430272669e-05,0.871795503380141
7023d9b9,4.172529745052256,0.1,0.0,0.0,0.012628844088916283,0.0,0,0,4.172529745052256,0,,,,,,,0.012628844088916283,,,,,,,4.172529745052256,,,,,,,0.00031992670112504853,,,,,,,0.0,,,,,,,6.391472089978328,,,,,,,1,0.4625879112279735,0.00030723873194665074,4.55190313031257e-06,0.001962845668944716,2.460648897640837,0.3408213958951491,0.9249732960188966,3.000374205330752e-05,0.5762646305566383,5.076115297631926,0.6140250886183544,0.9922698659802618,1.9015791482706335e-09,0.5364405202922068,1.093289561564384e-06,2.9491356308144426e-05,0.9504515046695465
41c44a89,4.177070076701546,0.1,0.0,0.0,0.013204035556307937,0.0,0,0,4.177070076701546,0,,,,,,,0.013204035556307937,,,,,,,4.177070076701546,,,,,,,0.006606348816844229,,,,,,,0.0,,,,,,,78.05155991587345,,,,,,,1,0.5142411173312759,0.00017667599535734453,3.963352144976344e-06,0.001076296445754345,8.435111242874786,0.15275328364234414,0.45243822303013503,4.3670156062824034e-05,0.16276541690960522,5.159392926560562,0.5056919500651962,1.0870623775114483,2.493776690382151e-10,0.08992960330389511,1.0659247286576645e-06,9.682002719421689e-05,0.5360348386370157
028b3479,4.366740551576771,0.1,0.0,0.0,0.009559837982715097,0.0,0,0,4.366740551576771,0,,,,,,,0.009559837982715097,,,,,,,4.366740551576771,,,,,,,0.0007869378700606186,,,,,,,0.0,,,,,,,23.8506263594487,,,,,,,0,0.5688419392539755,0.0003603483807004159,1.9343522424998314e-06,0.006177871056333395,1.8440719822007707,0.5384105283365043,0.25534888358252134,9.628296437125786e-06,0.5154434947609585,4.814239551607999,0.583172342391833,0.6257874087063905,3.1777698949681026e-10,0.0003595770315896575,1.2874719221993062e-06,4.663217768976254e-05,0.6562513497108655
ab7a4a65,4.084908889016255,0.1,0.0,0.0,0.014038772676540306,0.0,0,0,4.084908889016255,0,,,,,,,0.014038772676540306,,,,,,,4.084908889016255,,,,,,,0.004894123579108706,,,,,,,0.0,,,,,,,37.77899206710832,,,,,,,0,0.3359967016873329,0.0005723439583474335,2.9992394085725886e-06,0.001335628407452199,3.6479343910884423,0.5145071641543697,0.28550060009566186,2.244511560161798e-05,0.01521017447973937,5.766464054070173,0.5002947407226424,1.2785491718464599,1.3138714996614182e-09,0.021595758962689535,1.0363164613659564e-06,0.00011662319829727686,0.6530871100704323
ad60f48c,3.949307858630709,0.1,0.0,0.0,0.016247704428904795,0.0,0,0,3.949307858630709,0,,,,,,,0.016247704428904795,,,,,,,3.949307858630709,,,,,,,0.0046127397581191285,,,,,,,0.0,,,,,,,2.440543141942664,,,,,,,2,0.5190989151775286,4.8294677105023846e-05,3.5233304244906003e-06,0.003997898253619279,1.6854771972986522,0.26916346247731054,0.3700624369973445,1.7523044706429918e-05,0.03823176564736598,5.6147873743042105,0.6023765192724204,1.3702357002670658,2.977858365766184e-10,0.1691356752174557,1.0454588302422456e-06,0.0007796680018428462,0.5395816063559584
8480b492,3.8042928762088817,0.1,0.0,0.0,0.018656530649121327,0.0,0,0,3.8042928762088817,0,,,,,,,0.018656530649121327,,,,,,,3.8042928762088817,,,,,,,0.008251607022121311,,,,,,,0.0,,,,,,,3.8710991238275225,,,,,,,2,0.44392931399541935,0.00016290215712200796,1.3673043788819155e-06,0.0014105909349583423,8.037995190962318,0.023175449949216213,0.5231372096045935,3.59288724533923e-05,0.9835118224869126,5.2938460140752825,0.7499800057863468,0.984967502274831,6.440516235544308e-10,0.012380020635217962,1.0026894551318673e-06,0.00040264900898343334,0.5341364056150854
