timestamp,elapsed_min,n_eval,id,cost,vel_scene4_f30,lateral_scene4_f30,tumble_scene4_f30,yaw_scene4_f30,best_trial_scene4_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-02-27T15:26:15,0.1,4,34105364,2.664798,0.0394,0.003071,0.000000,8.2,1,0.41784559077266353,0.00034748852907244104,6.323430986080688e-06,0.0009856322410274874,4.104097672535517,0.7645217887733128,0.5511642834714765,2.8561039018578658e-05,0.6640695683200653,5.3961601223602464,1.095937198627576,1.0596996428039853,7.721141566805697e-10,0.3059998147239757,1.0153214921910272e-06,4.40195230558829e-05,0.8942538519088676
