timestamp,elapsed_min,n_eval,id,cost,vel_scene1_f10,vel_scene1_f20,vel_scene1_f30,vel_scene2_f10,vel_scene2_f20,vel_scene2_f30,vel_scene4_f10,vel_scene4_f20,vel_scene4_f30,vel_scene_wheel_f10,vel_scene_wheel_f20,vel_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f20,lateral_scene1_f30,lateral_scene2_f10,lateral_scene2_f20,lateral_scene2_f30,lateral_scene4_f10,lateral_scene4_f20,lateral_scene4_f30,lateral_scene_wheel_f10,lateral_scene_wheel_f20,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f20,tumble_scene1_f30,tumble_scene2_f10,tumble_scene2_f20,tumble_scene2_f30,tumble_scene4_f10,tumble_scene4_f20,tumble_scene4_f30,tumble_scene_wheel_f10,tumble_scene_wheel_f20,tumble_scene_wheel_f30,yaw_scene1_f10,yaw_scene1_f20,yaw_scene1_f30,yaw_scene2_f10,yaw_scene2_f20,yaw_scene2_f30,yaw_scene4_f10,yaw_scene4_f20,yaw_scene4_f30,yaw_scene_wheel_f10,yaw_scene_wheel_f20,yaw_scene_wheel_f30,best_trial_scene1_f10,best_trial_scene1_f20,best_trial_scene1_f30,best_trial_scene2_f10,best_trial_scene2_f20,best_trial_scene2_f30,best_trial_scene4_f10,best_trial_scene4_f20,best_trial_scene4_f30,best_trial_scene_wheel_f10,best_trial_scene_wheel_f20,best_trial_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
2026-02-25T21:32:56,0.8,16,8648c390,1000000.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01176375572725996,0.005432326542538478,3.011486547979945e-06,0.0037728842054036192,2.4867862186253467,0.4908369567187846,0.10992052932513735,0.00016129468147122272,0.48480943809223176,4.647126778106082,0.5001055339059599,1.3242035837925887,5.372194690086089e-10,29.322224226856065,4.205373401219449e-05,0.003688862115971342,0.5467934358961211
2026-02-25T21:34:32,2.5,48,58b47024,53.924370,0.0086,0.0001,-0.0002,-0.0009,0.0111,0.0000,0.0428,0.0391,0.0661,0.0602,0.0013,0.0017,0.000852,0.005538,0.012015,0.002911,0.007634,0.003078,0.001635,0.001108,0.000904,0.000031,0.000757,0.002094,0.000000,0.092011,0.063702,0.000000,0.058068,0.000899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.2,2.6,170.3,3.3,89.4,4.3,0.7,2.0,3.0,0.3,0.7,2.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.35465070307477387,0.006678928399678389,1.258828925171543e-05,0.0009323652588093149,2.546931750269678,0.4813778834303969,0.44671390275613465,0.0001320962081506797,0.40146660883649404,4.380752344569258,0.9125124248665244,1.1698183543919045,1.6694071576810495e-09,29.829802701980213,2.022546454287028e-05,0.00024172706152240003,0.7130089217885757
2026-02-25T21:37:46,5.7,128,3fc6425d,45.759909,0.0418,0.0747,0.0463,0.0669,0.1114,0.1898,0.0657,0.1252,0.1393,0.0306,0.1047,0.1458,0.000180,0.000632,0.004584,0.000133,0.000825,0.001011,0.002291,0.000607,0.001126,0.000124,0.000135,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.0,0.6,60.5,2.1,2.5,3.1,2.2,3.6,1.1,0.7,0.3,0.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6261394050471853,0.012957389899703237,7.04888668322202e-06,0.005264762822890851,1.803868931519223,0.6100985615480348,0.4522711478568388,0.00014616295479444628,0.3858562333961262,4.318252838200261,0.5633277111055071,0.8907898016756886,8.899108649758655e-10,29.859483918903578,1.8051937374194308e-05,0.0004843664033213728,0.786394505552952
2026-02-25T21:38:30,6.4,144,fbbb756c,18.568886,0.0313,0.0743,0.0407,0.0950,0.1159,0.1848,0.0834,0.1224,0.1321,-0.0024,0.0114,0.0230,0.000874,0.001459,0.010681,0.001212,0.001533,0.002494,0.001184,0.001615,0.004631,0.001946,0.001600,0.002189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.7,4.6,11.7,0.4,4.8,15.4,3.1,2.0,4.4,4.6,3.1,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.812791506028041,0.01474862052423357,3.2728350847385604e-05,0.005040934986093583,1.7030420247748468,0.347423798486211,0.690639769043415,0.0002489212062424558,0.02521183901010059,4.485946090571669,1.1432088549620945,0.7922135512456534,1.033586554483135e-09,29.974801939413865,9.836659036486118e-06,1.0177552093830658e-05,0.798049811606019
2026-02-25T21:39:56,7.8,176,0136efb0,18.357116,0.0005,0.0352,0.0394,0.0667,0.1348,0.1518,0.0716,0.1249,0.1005,-0.0012,-0.0006,0.0014,0.000133,0.002615,0.003619,0.000666,0.001341,0.000678,0.000641,0.001095,0.002088,0.001545,0.000920,0.000560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.9,7.2,3.0,1.4,0.7,6.8,3.2,2.4,3.3,1.4,0.3,2.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.576602345086331,0.00788862235379921,3.98292814980484e-05,0.004231446018073242,1.660456557258397,0.3162050068831065,0.289899697776246,0.00020977568270500463,0.43710451060509437,4.437763795802006,0.9046461940590708,0.8671662381697857,6.43324340155472e-10,29.840738893743104,1.0809352079286301e-05,0.0008286055940176334,0.5144079787588265
2026-02-25T21:41:20,9.2,208,1dcad21a,14.898671,0.0188,0.0316,0.0171,0.0128,0.0373,0.1238,0.0485,0.0952,0.1088,-0.0006,-0.0002,0.0027,0.001057,0.002462,0.006883,0.002558,0.002796,0.001694,0.000355,0.000326,0.001454,0.000249,0.000958,0.002960,0.000000,0.060073,0.142957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.6,89.8,3.3,0.6,9.1,4.5,1.2,2.2,3.9,1.3,2.2,1.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.39527238977587204,0.012491086262651892,2.500369446916219e-05,0.007993696108198401,1.4506550392631445,0.11784551047754571,0.33350156896456434,0.00016675736340982433,0.2986145157292072,3.6368771883946125,0.941314522630389,0.9175712655543007,1.2275720566208981e-09,30.14389723434102,7.989802818285235e-06,0.0004763770051230238,0.4120120666455221
2026-02-25T21:42:02,9.9,224,02fd0f18,11.900256,0.0171,0.0258,0.0335,0.0354,0.0556,0.0754,0.0675,0.1057,0.1156,-0.0002,-0.0003,0.0002,0.001374,0.001960,0.004198,0.001582,0.000808,0.005930,0.001371,0.002204,0.005230,0.000337,0.000480,0.003322,0.000000,0.093179,0.087801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.2,92.2,3.6,3.7,11.6,13.4,0.8,0.8,4.6,0.2,2.8,1.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3374456585032055,0.008998106071012904,4.527901925534184e-05,0.006862611474569353,1.7503997049049098,0.5015111011703257,0.23864800000328756,0.00020028854596025857,0.4608963951445594,3.937584576322748,0.9242762115568794,0.792490549981581,1.6072156673848709e-09,30.480261918513783,1.942909866216497e-05,0.00016571331196912046,0.6204506150998683
2026-02-25T21:44:51,12.8,288,b7f9f2ff,10.197998,0.0332,0.0607,0.0309,0.0514,0.1049,0.1160,0.0659,0.0494,0.0917,-0.0005,0.0003,0.0256,0.000905,0.000230,0.004379,0.004108,0.002584,0.006208,0.002962,0.003547,0.002845,0.000935,0.000276,0.002610,0.000000,0.000000,0.083122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.9,7.2,4.9,4.3,9.0,4.2,5.1,3.5,1.7,0.7,1.7,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.529958242080645,0.009873967148443342,2.0143437843909702e-05,0.005486223007599968,1.3046974372853504,0.3682610402191424,0.44656717772792887,5.11451466985113e-05,0.5777626363446038,4.0204619922558305,1.0169790012699582,0.6430746349007366,1.1039772426395973e-09,31.028457793415768,1.874073404388947e-05,2.0429253172060956e-05,0.6503302678314847
2026-02-25T21:46:58,14.9,336,e8764a62,5.947293,0.0216,0.0431,0.0310,0.0457,0.0847,0.1584,0.0729,0.1213,0.1267,-0.0004,0.0009,0.0313,0.000220,0.000842,0.001131,0.000459,0.000490,0.002063,0.000860,0.002212,0.001698,0.000313,0.000728,0.000363,0.000000,0.000000,0.080616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.9,3.3,13.3,0.4,3.9,3.0,3.9,2.1,4.4,0.3,0.9,0.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4387508829655748,0.0059428533536740845,3.9514126747935316e-05,0.005787178436568838,1.426241064805892,0.34134389847492375,0.3864034256813451,0.00021172794907300398,0.5845206011626617,3.689500093296159,0.7451691348462807,0.802723854264916,9.291941454146792e-10,30.744644675791285,6.019460888672588e-05,0.00016088768558111233,0.595812232107565
2026-02-25T23:11:39,99.6,2240,3a8e172b,5.767620,0.0230,0.0375,0.0242,0.0545,0.0808,0.1054,0.0667,0.0923,0.0624,-0.0017,-0.0004,0.0483,0.000888,0.000156,0.007732,0.000451,0.000255,0.004084,0.001286,0.004945,0.005247,0.001684,0.003187,0.006736,0.000000,0.053947,0.000000,0.000000,0.054907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.2,91.0,13.0,2.1,5.4,4.0,4.4,3.6,9.2,9.7,10.0,12.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3855197739863459,0.0032477997970090404,3.3222396511525295e-05,0.009701440051307736,1.604299245269005,0.5620260891297557,0.2929898517251059,6.380491405165305e-05,0.6555261147405201,3.8338768506856606,0.8831007759361572,0.6965243807738795,9.06637042978498e-10,30.65377596998829,1.229942457983314e-05,0.00012782282798712394,0.6903187013499208
